L1_orth,L1_L1wiktionary,L1_enwiktionary,L1_ipa,L1_en,L1_disambiguated,L1_suffix,L1_pos,L1_year,L1_macro_family,L1_family,L1_language,L1_region,L1_type,L1_loan,L1_certainty,L1_closest_wold_concept,L1_borrowability,L1_closest_wold_concept_similarity,hmInf_strF_vhF_onlyF
nyakló,https://hu.wiktionary.org/wiki/nyakló#Magyar,https://en.wiktionary.org/wiki/nyakló#Hungarian,ɲɒkloː,tangle,0,-,n,1560,no_info,no_info,no_info,no_info,no_info,-,certain,"('tangle', 'weave')",0.082552432,0.604477704,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(kk|wkk)(l|ð|lk|lɣ|wð|r|wl)(ͽ|o|u|ɑ|e)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyakra-főre,https://hu.wiktionary.org/wiki/nyakra-főre#Magyar,https://en.wiktionary.org/wiki/nyakra-főre#Hungarian,ɲɒkrɒ-føːrɛ,indiscriminately,0,-,r,1550,no_info,no_info,no_info,no_info,reduplication,-,certain,"('indiscriminately', 'mortar')",0.5,0.629403174,f not old
nyal,https://hu.wiktionary.org/wiki/nyal#Magyar,https://en.wiktionary.org/wiki/nyal#Hungarian,ɲɒl,"lap, lick, stroke, toady",0,-,v,1416,U,no_info,no_info,no_info,no_info,-,certain,"('lick', 'lick')",0.162650602,0.99999994,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyál,https://hu.wiktionary.org/wiki/nyál#Magyar,https://en.wiktionary.org/wiki/nyál#Hungarian,ɲaːl,"drivel, drool, gob, saliva, spit, spittle",0,-,n,1405,FU,no_info,no_info,no_info,no_info,-,uncertain,"('spit', 'spit')",0.055555556,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyaláb,https://hu.wiktionary.org/wiki/nyaláb#Magyar,https://en.wiktionary.org/wiki/nyaláb#Hungarian,ɲɒlaːb,"band, bar, bunch, bundle, cluster, pile, sheaf, truss",0,-,n,1416,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('bunch', 'bunch')",0.14016736400000002,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(mp)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyalka,https://hu.wiktionary.org/wiki/nyalka#Magyar,https://en.wiktionary.org/wiki/nyalka#Hungarian,ɲɒlkɒ,mucus,0,-,n,1565,no_info,no_info,no_info,no_info,derivative,-,certain,"('mucus', 'pus')",0.119771863,0.72219044,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(kk|wkk)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyamvadt,https://hu.wiktionary.org/wiki/nyamvadt#Magyar,https://en.wiktionary.org/wiki/nyamvadt#Hungarian,ɲɒmvɒdt,"cheesy, ratty, ruddy, wretched",0,-,v,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('ratty', 'wrinkled')",0.075268817,0.637318611,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(m|ðʲm|lm)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(nt|w|j)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyár,https://hu.wiktionary.org/wiki/nyár#Magyar,https://en.wiktionary.org/wiki/nyár#Hungarian,ɲaːr,"summer, summertime",2,-,n,1416,no_info,no_info,no_info,no_info,contempted origin,+,certain,"('summer', 'summer')",0.128537736,0.99999994,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyár,https://hu.wiktionary.org/wiki/nyár#Magyar,https://en.wiktionary.org/wiki/nyár#Hungarian,ɲaːr,poplar,1,-,n,1237,U,no_info,no_info,no_info,no_info,-,certain,"('poplar', 'pine')",0.414746544,0.723400831,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyargal,https://hu.wiktionary.org/wiki/nyargal#Magyar,https://en.wiktionary.org/wiki/nyargal#Hungarian,ɲɒrɡɒl,gallops,0,-,r,1541,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('gallops', 'sled')",0.4318181820000001,0.496572375,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(r|rk|jr|ɣr|lm)(ŋ|ŋk)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyárs,https://hu.wiktionary.org/wiki/nyárs#Magyar,https://en.wiktionary.org/wiki/nyárs#Hungarian,ɲaːrʃ,"broach, prod, spit",0,-,n,1395,unknown,unknown,unknown,unknown,unknown,+,certain,"('spit', 'spit')",0.055555556,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|ͽ|o|u|e)(r|rk|jr|ɣr|lm)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyavalya,https://hu.wiktionary.org/wiki/nyavalya#Magyar,https://en.wiktionary.org/wiki/nyavalya#Hungarian,ɲɒvɒjɒ,hell,0,-,n,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('hell', 'hell')",0.492829205,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ͽ|u|o|ȣ|e|æ)(p|j|wk|w|k|ŋ)(ɑ|ͽ|u|o|ȣ|e|æ)(j|lʲw)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyel,https://hu.wiktionary.org/wiki/nyel#Magyar,https://en.wiktionary.org/wiki/nyel#Hungarian,ɲɛl,"gorge, gulp, stomach, swallow",0,-,v,1372,U,no_info,no_info,no_info,no_info,-,certain,"('stomach', 'stomach')",0.31768559,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyél,https://hu.wiktionary.org/wiki/nyél#Magyar,https://en.wiktionary.org/wiki/nyél#Hungarian,ɲeːl,"barrel, grip, haft, handle, mounting, pole, shaft, stem, stock, tiller",0,-,n,1380,U,no_info,no_info,no_info,no_info,-,certain,"('pole', 'pole')",0.389097744,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyelv,https://hu.wiktionary.org/wiki/nyelv#Magyar,https://en.wiktionary.org/wiki/nyelv#Hungarian,ɲɛlv,"index, language, lingo, speech, terms, tongue, trip",0,-,n,1372,FU,no_info,no_info,no_info,no_info,-,certain,"('language', 'language')",0.306818182,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(l|ð|lk|lɣ|wð|r|wl)(ŋ|k|ɣ|j|m|ð|w)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyer,https://hu.wiktionary.org/wiki/nyer#Magyar,https://en.wiktionary.org/wiki/nyer#Hungarian,ɲɛr,"draw, drew, drawn, gain, get, got, have_the_best_of_it, score, win, won",0,-,v,1372,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('get', 'get')",0.15925176900000002,1.000000119,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyereg,https://hu.wiktionary.org/wiki/nyereg#Magyar,https://en.wiktionary.org/wiki/nyereg#Hungarian,ɲɛrɛɡ,"pigskin, saddle",0,-,n,1380,Ug,no_info,no_info,no_info,no_info,-,certain,"('saddle', 'screw')",0.746621622,0.662438631,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(æ|e|ͽ|ȣ̈|i|ɑ|o)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyerít,https://hu.wiktionary.org/wiki/nyerít#Magyar,https://en.wiktionary.org/wiki/nyerít#Hungarian,ɲɛriːt,"neigh, whinny",0,-,v,1510,no_info,no_info,no_info,no_info,no_info,-,certain,"('whinny', 'scythe')",0.522222222,0.608504295,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyers,https://hu.wiktionary.org/wiki/nyers#Magyar,https://en.wiktionary.org/wiki/nyers#Hungarian,ɲɛrʃ,"assertive, blunt, brusque, burly, coarse, crude, ecru, feral, green, gruff, harsh, homespun, inelegant, ramage, raw, rough, rude, rugged, surly, undressed, unfinished, unkindly",0,-,a,1416,unknown,unknown,unknown,unknown,unknown,+,certain,"('blunt', 'blunt')",0.120253165,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(r|rk|jr|ɣr|lm)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyes,https://hu.wiktionary.org/wiki/nyes#Magyar,https://en.wiktionary.org/wiki/nyes#Hungarian,ɲɛʃ,"clip, hack, pare, prune, screw, shear, sheared, shorn, slice, trim",0,-,n,1533,FU,no_info,no_info,no_info,no_info,-,uncertain,"('screw', 'screw')",0.746621622,0.99999994,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t͡ʃʲ|t͡ʃ|ʃʲk|ŋt͡ʃʲ|t͡ʃʲk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyest,https://hu.wiktionary.org/wiki/nyest#Magyar,https://en.wiktionary.org/wiki/nyest#Hungarian,ɲɛʃt,mart,0,-,r,1231,no_info,no_info,no_info,no_info,no_info,-,certain,"('mart', 'store')",0.70212766,0.725332558,^(s|j|θ|ʃ|w|m)?(nʲ|n)(æ|e|ͽ|ȣ̈|i|ɑ|o)(t͡ʃʲ|nʲt͡ʃʲ)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyikorog,https://hu.wiktionary.org/wiki/nyikorog#Magyar,https://en.wiktionary.org/wiki/nyikorog#Hungarian,ɲikoroɡ,"crank, creak, grate, jar, rasp, squeak",0,-,v,1585,no_info,no_info,no_info,no_info,no_info,-,certain,"('crank', 'screw')",0.746621622,0.749898374,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(u|ͽ|ɑ|o|ȣ|i|e)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyíl,https://hu.wiktionary.org/wiki/nyíl#Magyar,https://en.wiktionary.org/wiki/nyíl#Hungarian,ɲiːl,"arrow, bow, finger, reed, shaft",0,-,n,1395,U,no_info,no_info,no_info,no_info,-,certain,"('finger', 'finger')",0.050691244,1.000000119,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(l|ð|lk|w|lw|m)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyilallik,https://hu.wiktionary.org/wiki/nyilallik#Magyar,https://en.wiktionary.org/wiki/nyilallik#Hungarian,ɲilɒlːik,stabbing,0,-,v,1533,no_info,no_info,no_info,no_info,derivative,-,certain,"('stabbing', 'murder')",0.140425532,0.7173296809999999,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ͽ|u|o|ȣ|e|æ)(l|lk)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyílik,https://hu.wiktionary.org/wiki/nyílik#Magyar,https://en.wiktionary.org/wiki/nyílik#Hungarian,ɲiːlik,open,0,-,v,1416,no_info,no_info,no_info,no_info,derivative,-,certain,"('open', 'open')",0.104895105,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|i|e|ͽ|o)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyilván,https://hu.wiktionary.org/wiki/nyilván#Magyar,https://en.wiktionary.org/wiki/nyilván#Hungarian,ɲilvaːn,obviously,0,-,r,1372,no_info,no_info,no_info,no_info,derivative,-,certain,"('obviously', 'think')",0.206131078,0.912288487,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|i|e|ͽ|o)(l|ð|lk|lɣ|wð|r|wl)(p|j|wk|w|k|ŋ)(ɑ|ȣ|ͽ|o|u|e)(n|j|ln|wn)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyír,https://hu.wiktionary.org/wiki/nyír#Magyar,https://en.wiktionary.org/wiki/nyír#Hungarian,ɲiːr,"birch, silver_birch",2,-,n,1252,FU,no_info,no_info,no_info,no_info,-,uncertain,"('birch', 'birch')",0.187919463,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyír,https://hu.wiktionary.org/wiki/nyír#Magyar,https://en.wiktionary.org/wiki/nyír#Hungarian,ɲiːr,"cut, trim, mow, shear",1,-,v,1416,FU,no_info,no_info,no_info,no_info,-,uncertain,"('cut', 'cut')",0.081158498,1.000000119,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|o|e|i|ȣ̈|ɤ|ͽ)(r|rw|rk|ɣ)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyit,https://hu.wiktionary.org/wiki/nyit#Magyar,https://en.wiktionary.org/wiki/nyit#Hungarian,ɲit,open,0,-,v,1358,no_info,no_info,no_info,no_info,derivative,-,uncertain,"('open', 'open')",0.104895105,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(ɑ|ȣ|i|e|ͽ|o)(tt|kt|tk|pt|j)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyög,https://hu.wiktionary.org/wiki/nyög#Magyar,https://en.wiktionary.org/wiki/nyög#Hungarian,ɲøɡ,"groan, moan",0,-,v,1372,no_info,no_info,no_info,no_info,no_info,-,certain,"('groan', 'groan')",0.14071856300000002,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(i|e|ȣ̈|ɑ|æ|ͽ)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyolc,https://hu.wiktionary.org/wiki/nyolc#Magyar,https://en.wiktionary.org/wiki/nyolc#Hungarian,ɲolt͡s,eight,0,-,r,1405,Ug,no_info,no_info,no_info,no_info,-,certain,"('eight', 'eight')",0.255813953,0.99999994,t͡s# not old
nyolcvan,https://hu.wiktionary.org/wiki/nyolcvan#Magyar,https://en.wiktionary.org/wiki/nyolcvan#Hungarian,ɲolt͡svɒn,"eighty, fourscore",0,-,r,1416,no_info,no_info,no_info,no_info,no_info,-,certain,"('eighty', 'twenty')",0.225609756,0.8431254029999999,t͡s not old
nyom,https://hu.wiktionary.org/wiki/nyom#Magyar,https://en.wiktionary.org/wiki/nyom#Hungarian,ɲom,"clew, clue, foil, hint, hype, impress, imprint, load, mark, oppress, press, push, run_off, rush, slot, spoor, stress, trace, track, trail, vestige",0,-,n,1395,U,no_info,no_info,no_info,no_info,-,uncertain,"('press', 'press')",0.200203252,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(u|ͽ|ɑ|o|ȣ|i|e)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyomorék,https://hu.wiktionary.org/wiki/nyomorék#Magyar,https://en.wiktionary.org/wiki/nyomorék#Hungarian,ɲomoreːk,"cripple, crippled, disabled, game, gammy, handicapped, lame",0,-,n,1395,no_info,no_info,no_info,no_info,derivative,-,certain,"('lame', 'lame')",0.17857142899999998,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(u|ͽ|ɑ|o|ȣ|i|e)(m|ðʲm|lm)(u|ͽ|ɑ|o|ȣ|i|e)(r|rk|jr|ɣr|lm)(e|æ|ͽ|ɑ|i|ȣ|o|ȣ̈)(kk|wkk|k|tt)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyoszolya,https://hu.wiktionary.org/wiki/nyoszolya#Magyar,https://en.wiktionary.org/wiki/nyoszolya#Hungarian,ɲosojɒ,bed,0,-,a,1230,IE,Slavic,no_info,Southern,no_info,+,certain,"('bed', 'bed')",0.386138614,0.99999994,^(s|j|θ|ʃ|w|m)?(nʲ|n)(u|ͽ|ɑ|o|ȣ|i|e)(s|ʃʲ|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(j|lʲw)(ͽ|e|ɑ|u)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyoszolyólány,https://hu.wiktionary.org/wiki/nyoszolyólány#Magyar,https://en.wiktionary.org/wiki/nyoszolyólány#Hungarian,ɲosojoːlaːɲ,"bridesmaid, maid_of_honor, maid_of_honour",0,-,n,1568,no_info,no_info,no_info,no_info,no_info,-,certain,"('bridesmaid', 'dress')",0.467741935,0.549640059,^(s|j|θ|ʃ|w|m)?(nʲ|n)(u|ͽ|ɑ|o|ȣ|i|e)(s|ʃʲ|t͡ʃʲ)(u|ͽ|ɑ|o|ȣ|i|e)(j|lʲw)(o|u)(l|ð|lk|lɣ|wð|r|wl)(ɑ|ȣ|ͽ|o|u|e)(nʲ|n|k)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyű,https://hu.wiktionary.org/wiki/nyű#Magyar,https://en.wiktionary.org/wiki/nyű#Hungarian,ɲyː,"wear_away, wear_out, weed",1,-,v,1416,U,no_info,no_info,no_info,no_info,-,certain,"('weed', 'worm')",0.124309392,0.641662657,^(s|j|θ|ʃ|w|m)?(nʲ|n)(i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyű,https://hu.wiktionary.org/wiki/nyű#Magyar,https://en.wiktionary.org/wiki/nyű#Hungarian,ɲyː,"larva, grub, maggot, worm",2,-,n,1395,Ug,no_info,no_info,no_info,no_info,-,uncertain,"('worm', 'worm')",0.124309392,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(i|e|ͽ)(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyűg,https://hu.wiktionary.org/wiki/nyűg#Magyar,https://en.wiktionary.org/wiki/nyűg#Hungarian,ɲyːɡ,"annoyance, bother, botheration, nuisance, pest",0,-,v,1510,unknown,unknown,unknown,unknown,unknown,+,certain,"('bother', 'guess')",0.224696356,0.842911363,^(s|j|θ|ʃ|w|m)?(nʲ|n)(e|i|y)(ŋ|ŋk)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
nyugalom,https://hu.wiktionary.org/wiki/nyugalom#Magyar,https://en.wiktionary.org/wiki/nyugalom#Hungarian,ɲuɡɒlom,"calm, calmness, complacence, complacency, ease, equanimity, imperturbability, poise, quiet, quietness, quietude, repose, rest, serenity, silence, still, stillness, tranquillity, tranquilness, whist",0,-,n,1200,no_info,no_info,no_info,no_info,derivative,-,certain,"('calm', 'calm')",0.264705882,1.0,^(s|j|θ|ʃ|w|m)?(nʲ|n)(u|ͽ)(ŋ|ŋk)(ɑ|ͽ|u|o|ȣ|e|æ)(l|ð|lk|lɣ|wð|r|wl)(u|ͽ|ɑ|o|ȣ|i|e)(m|jm|lm)?(ͽ|e|ɑ|æ|ŋe|wͽ|mͽ|kͽ|jͽ|we|ŋͽ|ͽtͽ|ȣ̈|je|jkɑ|me|ke|ŋæ|ɣͽ|ɑlͽ|ͽrͽ|ele|ͽkͽ)?$
