L2_orth,L2_link,L2_latin,L2_ipa,L2_en,L2_pos,L2_in,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌵𐌹𐌸𐌿𐌷𐌰𐍆𐍄𐍉,https://en.wiktionary.org/wiki/𐌵𐌹𐌸𐌿𐌷𐌰𐍆𐍄𐍉#Gothic,qiþuhaftō,kʷɪθuhaɸto,", pregnant_woman",n,kʷɪθuhaɸto,kͽt͡ʃɣͽwtͽ,"kͽt͡ʃɣͽwtͽ, kͽt͡ʃɣȣ̈wtͽ, kͽt͡ʃkͽwtͽ, kͽt͡ʃkȣ̈wtͽ, kͽsɣͽwtͽ, kͽsɣȣ̈wtͽ, kͽskͽwtͽ, kͽskȣ̈wtͽ, kȣ̈t͡ʃɣͽwtͽ, kȣ̈t͡ʃɣȣ̈wtͽ, kȣ̈t͡ʃkͽwtͽ, kȣ̈t͡ʃkȣ̈wtͽ, kȣ̈sɣͽwtͽ, kȣ̈sɣȣ̈wtͽ, kȣ̈skͽwtͽ, kȣ̈skȣ̈wtͽ, wͽt͡ʃɣͽwtͽ, wͽt͡ʃɣȣ̈wtͽ, wͽt͡ʃkͽwtͽ, wͽt͡ʃkȣ̈wtͽ, wͽsɣͽwtͽ, wͽsɣȣ̈wtͽ, wͽskͽwtͽ, wͽskȣ̈wtͽ, wȣ̈t͡ʃɣͽwtͽ, wȣ̈t͡ʃɣȣ̈wtͽ, wȣ̈t͡ʃkͽwtͽ, wȣ̈t͡ʃkȣ̈wtͽ, wȣ̈sɣͽwtͽ, wȣ̈sɣȣ̈wtͽ, wȣ̈skͽwtͽ, wȣ̈skȣ̈wtͽ"
𐌵𐌹𐌸𐌿𐍃,https://en.wiktionary.org/wiki/𐌵𐌹𐌸𐌿𐍃#Gothic,qiþus,kʷɪθus,"belly, stomach",n,kʷɪθus,kͽt͡ʃͽsw,"kͽt͡ʃͽsw, kͽt͡ʃͽsj, kͽt͡ʃȣsw, kͽt͡ʃȣsj, kͽsͽsw, kͽsͽsj, kͽsȣsw, kͽsȣsj, kɑt͡ʃͽsw, kɑt͡ʃͽsj, kɑt͡ʃȣsw, kɑt͡ʃȣsj, kɑsͽsw, kɑsͽsj, kɑsȣsw, kɑsȣsj, wͽt͡ʃͽsw, wͽt͡ʃͽsj, wͽt͡ʃȣsw, wͽt͡ʃȣsj, wͽsͽsw, wͽsͽsj, wͽsȣsw, wͽsȣsj, wɑt͡ʃͽsw, wɑt͡ʃͽsj, wɑt͡ʃȣsw, wɑt͡ʃȣsj, wɑsͽsw, wɑsͽsj, wɑsȣsw, wɑsȣsj"
𐌵𐌹𐌼𐌰𐌽,https://en.wiktionary.org/wiki/𐌵𐌹𐌼𐌰𐌽#Gothic,qiman,kʷɪman,come,v,kʷɪm,kͽmͽnw,"kͽmͽnw, kͽmͽnj, kͽmȣ̈nw, kͽmȣ̈nj, kȣ̈mͽnw, kȣ̈mͽnj, kȣ̈mȣ̈nw, kȣ̈mȣ̈nj, kimͽnw, kimͽnj, kimȣ̈nw, kimȣ̈nj, wͽmͽnw, wͽmͽnj, wͽmȣ̈nw, wͽmȣ̈nj, wȣ̈mͽnw, wȣ̈mͽnj, wȣ̈mȣ̈nw, wȣ̈mȣ̈nj, wimͽnw, wimͽnj, wimȣ̈nw, wimȣ̈nj"
𐌵𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃,https://en.wiktionary.org/wiki/𐌵𐌹𐌽𐌰𐌺𐌿𐌽𐌳𐍃#Gothic,qinakunds,kʷɪnakunds,female,a,kʷɪnakunds,kͽnkͽnðͽ,"kͽnkͽnðͽ, kͽnkͽnðe, kͽnkͽntͽ, kͽnkͽnte, kͽnkȣnðͽ, kͽnkȣnðe, kͽnkȣntͽ, kͽnkȣnte, kɑnkͽnðͽ, kɑnkͽnðe, kɑnkͽntͽ, kɑnkͽnte, kɑnkȣnðͽ, kɑnkȣnðe, kɑnkȣntͽ, kɑnkȣnte, wͽnkͽnðͽ, wͽnkͽnðe, wͽnkͽntͽ, wͽnkͽnte, wͽnkȣnðͽ, wͽnkȣnðe, wͽnkȣntͽ, wͽnkȣnte, wɑnkͽnðͽ, wɑnkͽnðe, wɑnkͽntͽ, wɑnkͽnte, wɑnkȣnðͽ, wɑnkȣnðe, wɑnkȣntͽ, wɑnkȣnte"
𐌵𐌹𐌽𐌴𐌹𐌽,https://en.wiktionary.org/wiki/𐌵𐌹𐌽𐌴𐌹𐌽#Gothic,qinēin,kʷɪneɪn,", female_being",n,kʷɪneɪn,kͽnͽwn,"kͽnͽwn, kͽnͽjn, kͽnȣ̈wn, kͽnȣ̈jn, kȣ̈nͽwn, kȣ̈nͽjn, kȣ̈nȣ̈wn, kȣ̈nȣ̈jn, kinͽwn, kinͽjn, kinȣ̈wn, kinȣ̈jn, wͽnͽwn, wͽnͽjn, wͽnȣ̈wn, wͽnȣ̈jn, wȣ̈nͽwn, wȣ̈nͽjn, wȣ̈nȣ̈wn, wȣ̈nȣ̈jn, winͽwn, winͽjn, winȣ̈wn, winȣ̈jn"
𐌵𐌹𐌽𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌵𐌹𐌽𐌴𐌹𐌽𐍃#Gothic,qinēins,kʷɪneɪns,female,a,kʷɪneɪns,kͽnͽns,"kͽnͽns, kͽnȣ̈ns, kͽnens, kȣ̈nͽns, kȣ̈nȣ̈ns, kȣ̈nens, kinͽns, kinȣ̈ns, kinens, kenͽns, kenȣ̈ns, kenens, wͽnͽns, wͽnȣ̈ns, wͽnens, wȣ̈nͽns, wȣ̈nȣ̈ns, wȣ̈nens, winͽns, winȣ̈ns, winens, wenͽns, wenȣ̈ns, wenens"
𐌵𐌹𐌽𐍉,https://en.wiktionary.org/wiki/𐌵𐌹𐌽𐍉#Gothic,qinō,kʷɪno,woman,n,kʷɪno,kͽnͽ,"kͽnͽ, kͽnȣ, kͽno, kɑnͽ, kɑnȣ, kɑno, kunͽ, kunȣ, kuno, konͽ, konȣ, kono, wͽnͽ, wͽnȣ, wͽno, wɑnͽ, wɑnȣ, wɑno, wunͽ, wunȣ, wuno, wonͽ, wonȣ, wono"
𐌵𐌹𐌿𐍃,https://en.wiktionary.org/wiki/𐌵𐌹𐌿𐍃#Gothic,qius,kʷɪus,"alive, lively",a,kʷɪus,kͽwͽws,"kͽwͽws, kͽwȣws, kͽjͽjs, kͽjȣjs, kɑwͽws, kɑwȣws, kɑjͽjs, kɑjȣjs, kuwͽws, kuwȣws, kujͽjs, kujȣjs, wͽwͽws, wͽwȣws, wͽjͽjs, wͽjȣjs, wɑwͽws, wɑwȣws, wɑjͽjs, wɑjȣjs, wuwͽws, wuwȣws, wujͽjs, wujȣjs"
𐌵𐌹𐍃𐍃,https://en.wiktionary.org/wiki/Reconstruction:Gothic/𐌵𐌹𐍃𐍃#Gothic,qiss,kʷɪss,,r,kʷɪss,kͽssͽ,"kͽssͽ, kͽsse, kͽssɑ, kȣ̈ssͽ, kȣ̈sse, kȣ̈ssɑ, kissͽ, kisse, kissɑ, kessͽ, kesse, kessɑ, wͽssͽ, wͽsse, wͽssɑ, wȣ̈ssͽ, wȣ̈sse, wȣ̈ssɑ, wissͽ, wisse, wissɑ, wessͽ, wesse, wessɑ"
𐌵𐌹𐍃𐍄𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌵𐌹𐍃𐍄𐌴𐌹𐌽𐍃#Gothic,qistēins,kʷɪsteɪns,"destruction, ruination",n,kʷɪsteɪns,kͽstͽwnͽ,"kͽstͽwnͽ, kͽstͽwne, kͽstͽjnͽ, kͽstͽjne, kͽstȣ̈wnͽ, kͽstȣ̈wne, kͽstȣ̈jnͽ, kͽstȣ̈jne, kȣ̈stͽwnͽ, kȣ̈stͽwne, kȣ̈stͽjnͽ, kȣ̈stͽjne, kȣ̈stȣ̈wnͽ, kȣ̈stȣ̈wne, kȣ̈stȣ̈jnͽ, kȣ̈stȣ̈jne, wͽstͽwnͽ, wͽstͽwne, wͽstͽjnͽ, wͽstͽjne, wͽstȣ̈wnͽ, wͽstȣ̈wne, wͽstȣ̈jnͽ, wͽstȣ̈jne, wȣ̈stͽwnͽ, wȣ̈stͽwne, wȣ̈stͽjnͽ, wȣ̈stͽjne, wȣ̈stȣ̈wnͽ, wȣ̈stȣ̈wne, wȣ̈stȣ̈jnͽ, wȣ̈stȣ̈jne"
𐌵𐌹𐍃𐍄𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌵𐌹𐍃𐍄𐌾𐌰𐌽#Gothic,qistjan,kʷɪstjan,destroy,v,kʷɪstj,kͽstjͽ,"kͽstjͽ, kͽstjȣ̈, kͽstjɑ, kȣ̈stjͽ, kȣ̈stjȣ̈, kȣ̈stjɑ, kistjͽ, kistjȣ̈, kistjɑ, kestjͽ, kestjȣ̈, kestjɑ, wͽstjͽ, wͽstjȣ̈, wͽstjɑ, wȣ̈stjͽ, wȣ̈stjȣ̈, wȣ̈stjɑ, wistjͽ, wistjȣ̈, wistjɑ, westjͽ, westjȣ̈, westjɑ"
𐌵𐌿𐌼𐍃,https://en.wiktionary.org/wiki/𐌵𐌿𐌼𐍃#Gothic,qums,kʷums,"coming, arrival",n,kʷums,kͽmsͽ,"kͽmsͽ, kͽmse, kͽmsɑ, kͽmsæ, kȣmsͽ, kȣmse, kȣmsɑ, kȣmsæ, kumsͽ, kumse, kumsɑ, kumsæ, wͽmsͽ, wͽmse, wͽmsɑ, wͽmsæ, wȣmsͽ, wȣmse, wȣmsɑ, wȣmsæ, wumsͽ, wumse, wumsɑ, wumsæ"
𐌵𐍂𐌰𐌼𐌼𐌹𐌸𐌰,https://en.wiktionary.org/wiki/𐌵𐍂𐌰𐌼𐌼𐌹𐌸𐌰#Gothic,qrammiþa,kʷrammɪθa,moisture,n,kʷrammɪθa,kͽmmͽt͡ʃͽ,"kͽmmͽt͡ʃͽ, kͽmmͽsͽ, kͽmmȣ̈t͡ʃͽ, kͽmmȣ̈sͽ, kȣ̈mmͽt͡ʃȣ̈, kȣ̈mmͽsȣ̈, kȣ̈mmȣ̈t͡ʃȣ̈, kȣ̈mmȣ̈sȣ̈, kɑmmͽt͡ʃɑ, kɑmmͽsɑ, kɑmmȣ̈t͡ʃɑ, kɑmmȣ̈sɑ, wͽmmͽt͡ʃͽ, wͽmmͽsͽ, wͽmmȣ̈t͡ʃͽ, wͽmmȣ̈sͽ, wȣ̈mmͽt͡ʃȣ̈, wȣ̈mmͽsȣ̈, wȣ̈mmȣ̈t͡ʃȣ̈, wȣ̈mmȣ̈sȣ̈, wɑmmͽt͡ʃɑ, wɑmmͽsɑ, wɑmmȣ̈t͡ʃɑ, wɑmmȣ̈sɑ"
𐌶,https://en.wiktionary.org/wiki/𐌶#Gothic,z,z,"The_seventh_letter_of_, Gothic_alphabet, representing_/z/, with_, numerical_value_of_7.",r,z,ðͽ,"ðͽ, ðe, ðɑ, ðæ, ðu, ðo, ði, ðȣ, ðȣ̈, ðɤ, sͽ, se, sɑ, sæ, su, so, si, sȣ, sȣ̈, sɤ"
𐌶𐌴𐌻𐍉𐍄𐌴𐍃,https://en.wiktionary.org/wiki/𐌶𐌴𐌻𐍉𐍄𐌴𐍃#Gothic,zēlōtēs,zelotes,"epithet_of_Simon_, Zealot",n,zelotes,ðͽlͽts,"ðͽlͽts, ðͽlȣts, ðͽlots, ðɑlͽts, ðɑlȣts, ðɑlots, ðulͽts, ðulȣts, ðulots, ðolͽts, ðolȣts, ðolots, sͽlͽts, sͽlȣts, sͽlots, sɑlͽts, sɑlȣts, sɑlots, sulͽts, sulȣts, sulots, solͽts, solȣts, solots"
𐌷,https://en.wiktionary.org/wiki/𐌷#Gothic,h,h,"The_eighth_letter_of_, Gothic_alphabet, representing_/h/, with_, numerical_value_of_8.",r,h,ɣͽ,"ɣͽ, ɣe, ɣɑ, ɣæ, ɣu, ɣo, ɣi, kͽ, ke, kɑ, kæ, ku, ko, ki, jͽ, je, jɑ, jæ, ju, jo, ji"
𐌷𐌰𐌱𐌰𐌽,https://en.wiktionary.org/wiki/𐌷𐌰𐌱𐌰𐌽#Gothic,haban,haβan,have,v,haβ,ɣͽwͽnw,"ɣͽwͽnw, ɣͽwͽnj, ɣͽwͽnk, ɣȣ̈wȣ̈nw, ɣȣ̈wȣ̈nj, ɣȣ̈wȣ̈nk, ɣɑwɑnw, ɣɑwɑnj, ɣɑwɑnk, kͽwͽnw, kͽwͽnj, kͽwͽnk, kȣ̈wȣ̈nw, kȣ̈wȣ̈nj, kȣ̈wȣ̈nk, kɑwɑnw, kɑwɑnj, kɑwɑnk, jͽwͽnw, jͽwͽnj, jͽwͽnk, jȣ̈wȣ̈nw, jȣ̈wȣ̈nj, jȣ̈wȣ̈nk, jɑwɑnw, jɑwɑnj, jɑwɑnk"
𐌷𐌰𐌶𐌴𐌹𐌽𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌶𐌴𐌹𐌽𐍃#Gothic,hazēins,hazeɪns,praise,n,hazeɪns,ɣͽðͽns,"ɣͽðͽns, ɣͽðȣ̈ns, ɣͽsͽns, ɣͽsȣ̈ns, ɣȣ̈ðͽns, ɣȣ̈ðȣ̈ns, ɣȣ̈sͽns, ɣȣ̈sȣ̈ns, kͽðͽns, kͽðȣ̈ns, kͽsͽns, kͽsȣ̈ns, kȣ̈ðͽns, kȣ̈ðȣ̈ns, kȣ̈sͽns, kȣ̈sȣ̈ns, jͽðͽns, jͽðȣ̈ns, jͽsͽns, jͽsȣ̈ns, jȣ̈ðͽns, jȣ̈ðȣ̈ns, jȣ̈sͽns, jȣ̈sȣ̈ns"
𐌷𐌰𐌶𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌷𐌰𐌶𐌾𐌰𐌽#Gothic,hazjan,hazjan,praise,v,hazj,ɣͽðjͽnͽ,"ɣͽðjͽnͽ, ɣͽðjͽne, ɣͽsjͽnͽ, ɣͽsjͽne, ɣȣ̈ðjȣ̈nͽ, ɣȣ̈ðjȣ̈ne, ɣȣ̈sjȣ̈nͽ, ɣȣ̈sjȣ̈ne, kͽðjͽnͽ, kͽðjͽne, kͽsjͽnͽ, kͽsjͽne, kȣ̈ðjȣ̈nͽ, kȣ̈ðjȣ̈ne, kȣ̈sjȣ̈nͽ, kȣ̈sjȣ̈ne, jͽðjͽnͽ, jͽðjͽne, jͽsjͽnͽ, jͽsjͽne, jȣ̈ðjȣ̈nͽ, jȣ̈ðjȣ̈ne, jȣ̈sjȣ̈nͽ, jȣ̈sjȣ̈ne"
𐌷𐌰𐌹𐌱𐍂𐌰𐌹𐌿𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌱𐍂𐌰𐌹𐌿𐍃#Gothic,haibraius,hɛβrɛus,", Hebrew",n,hɛβrɛus,ɣͽwrͽwͽ,"ɣͽwrͽwͽ, ɣͽwrͽwe, ɣͽwrͽjͽ, ɣͽwrͽje, ɣȣ̈wrȣ̈wͽ, ɣȣ̈wrȣ̈we, ɣȣ̈wrȣ̈jͽ, ɣȣ̈wrȣ̈je, kͽwrͽwͽ, kͽwrͽwe, kͽwrͽjͽ, kͽwrͽje, kȣ̈wrȣ̈wͽ, kȣ̈wrȣ̈we, kȣ̈wrȣ̈jͽ, kȣ̈wrȣ̈je, jͽwrͽwͽ, jͽwrͽwe, jͽwrͽjͽ, jͽwrͽje, jȣ̈wrȣ̈wͽ, jȣ̈wrȣ̈we, jȣ̈wrȣ̈jͽ, jȣ̈wrȣ̈je"
𐌷𐌰𐌹𐌳𐌿𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌳𐌿𐍃#Gothic,haidus,hɛðus,"manner, mode, fashion, way",n,hɛðus,ɣͽðͽsw,"ɣͽðͽsw, ɣͽðͽsj, ɣͽðȣsw, ɣͽðȣsj, ɣɑðͽsw, ɣɑðͽsj, ɣɑðȣsw, ɣɑðȣsj, kͽðͽsw, kͽðͽsj, kͽðȣsw, kͽðȣsj, kɑðͽsw, kɑðͽsj, kɑðȣsw, kɑðȣsj, jͽðͽsw, jͽðͽsj, jͽðȣsw, jͽðȣsj, jɑðͽsw, jɑðͽsj, jɑðȣsw, jɑðȣsj"
𐌷𐌰𐌹𐌷𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌷𐍃#Gothic,haihs,hɛhs,one_eyed,a,hɛhs,ɣͽɣsͽ,"ɣͽɣsͽ, ɣͽɣse, ɣͽɣsɑ, ɣȣ̈ɣsͽ, ɣȣ̈ɣse, ɣȣ̈ɣsɑ, ɣeɣsͽ, ɣeɣse, ɣeɣsɑ, kͽksͽ, kͽkse, kͽksɑ, kȣ̈ksͽ, kȣ̈kse, kȣ̈ksɑ, keksͽ, kekse, keksɑ, jͽjsͽ, jͽjse, jͽjsɑ, jȣ̈jsͽ, jȣ̈jse, jȣ̈jsɑ, jejsͽ, jejse, jejsɑ"
𐌷𐌰𐌹𐌸𐌹,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌸𐌹#Gothic,haiþi,hɛθɪ,field,n,hɛθɪ,ɣͽt͡ʃͽ,"ɣͽt͡ʃͽ, ɣͽt͡ʃȣ̈, ɣͽsͽ, ɣͽsȣ̈, ɣȣ̈t͡ʃͽ, ɣȣ̈t͡ʃȣ̈, ɣȣ̈sͽ, ɣȣ̈sȣ̈, kͽt͡ʃͽ, kͽt͡ʃȣ̈, kͽsͽ, kͽsȣ̈, kȣ̈t͡ʃͽ, kȣ̈t͡ʃȣ̈, kȣ̈sͽ, kȣ̈sȣ̈, jͽt͡ʃͽ, jͽt͡ʃȣ̈, jͽsͽ, jͽsȣ̈, jȣ̈t͡ʃͽ, jȣ̈t͡ʃȣ̈, jȣ̈sͽ, jȣ̈sȣ̈"
𐌷𐌰𐌹𐌸𐌹𐍅𐌹𐍃𐌺𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌸𐌹𐍅𐌹𐍃𐌺𐍃#Gothic,haiþiwisks,hɛθɪwɪsks,wild,a,hɛθɪwɪsks,ɣͽt͡ʃwͽskͽ,"ɣͽt͡ʃwͽskͽ, ɣͽt͡ʃwͽske, ɣͽt͡ʃwȣ̈skͽ, ɣͽt͡ʃwȣ̈ske, ɣͽswͽskͽ, ɣͽswͽske, ɣͽswȣ̈skͽ, ɣͽswȣ̈ske, ɣȣ̈t͡ʃwͽskͽ, ɣȣ̈t͡ʃwͽske, ɣȣ̈t͡ʃwȣ̈skͽ, ɣȣ̈t͡ʃwȣ̈ske, ɣȣ̈swͽskͽ, ɣȣ̈swͽske, ɣȣ̈swȣ̈skͽ, ɣȣ̈swȣ̈ske, kͽt͡ʃwͽskͽ, kͽt͡ʃwͽske, kͽt͡ʃwȣ̈skͽ, kͽt͡ʃwȣ̈ske, kͽswͽskͽ, kͽswͽske, kͽswȣ̈skͽ, kͽswȣ̈ske, kȣ̈t͡ʃwͽskͽ, kȣ̈t͡ʃwͽske, kȣ̈t͡ʃwȣ̈skͽ, kȣ̈t͡ʃwȣ̈ske, kȣ̈swͽskͽ, kȣ̈swͽske, kȣ̈swȣ̈skͽ, kȣ̈swȣ̈ske"
𐌷𐌰𐌹𐌸𐌽𐍉,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌸𐌽𐍉#Gothic,haiþnō,hɛθno,", female_heathen, heatheness.",n,hɛθno,ɣͽt͡ʃnͽ,"ɣͽt͡ʃnͽ, ɣͽt͡ʃnȣ, ɣͽsnͽ, ɣͽsnȣ, ɣɑt͡ʃnͽ, ɣɑt͡ʃnȣ, ɣɑsnͽ, ɣɑsnȣ, kͽt͡ʃnͽ, kͽt͡ʃnȣ, kͽsnͽ, kͽsnȣ, kɑt͡ʃnͽ, kɑt͡ʃnȣ, kɑsnͽ, kɑsnȣ, jͽt͡ʃnͽ, jͽt͡ʃnȣ, jͽsnͽ, jͽsnȣ, jɑt͡ʃnͽ, jɑt͡ʃnȣ, jɑsnͽ, jɑsnȣ"
𐌷𐌰𐌹𐌻𐌰𐌲𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌻𐌰𐌲𐍃#Gothic,hailags,hɛlaɣs,"holy, sacred",a,hɛlaɣs,ɣͽlͽɣs,"ɣͽlͽɣs, ɣͽlȣ̈ɣs, ɣͽlɑɣs, ɣȣ̈lͽɣs, ɣȣ̈lȣ̈ɣs, ɣȣ̈lɑɣs, ɣelͽɣs, ɣelȣ̈ɣs, ɣelɑɣs, kͽlͽɣs, kͽlȣ̈ɣs, kͽlɑɣs, kȣ̈lͽɣs, kȣ̈lȣ̈ɣs, kȣ̈lɑɣs, kelͽɣs, kelȣ̈ɣs, kelɑɣs, jͽlͽɣs, jͽlȣ̈ɣs, jͽlɑɣs, jȣ̈lͽɣs, jȣ̈lȣ̈ɣs, jȣ̈lɑɣs, jelͽɣs, jelȣ̈ɣs, jelɑɣs"
𐌷𐌰𐌹𐌻𐌾𐌰𐌽,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌻𐌾𐌰𐌽#Gothic,hailjan,hɛljan,heal_another,v,hɛlj,ɣͽljͽnͽ,"ɣͽljͽnͽ, ɣͽljͽne, ɣͽljȣ̈nͽ, ɣͽljȣ̈ne, ɣȣ̈ljͽnͽ, ɣȣ̈ljͽne, ɣȣ̈ljȣ̈nͽ, ɣȣ̈ljȣ̈ne, kͽljͽnͽ, kͽljͽne, kͽljȣ̈nͽ, kͽljȣ̈ne, kȣ̈ljͽnͽ, kȣ̈ljͽne, kȣ̈ljȣ̈nͽ, kȣ̈ljȣ̈ne, jͽljͽnͽ, jͽljͽne, jͽljȣ̈nͽ, jͽljȣ̈ne, jȣ̈ljͽnͽ, jȣ̈ljͽne, jȣ̈ljȣ̈nͽ, jȣ̈ljȣ̈ne"
𐌷𐌰𐌹𐌻𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌻𐍃#Gothic,hails,hɛls,whole,a,hɛls,ɣͽlsͽ,"ɣͽlsͽ, ɣͽlse, ɣͽlsɑ, ɣȣ̈lsͽ, ɣȣ̈lse, ɣȣ̈lsɑ, ɣelsͽ, ɣelse, ɣelsɑ, kͽlsͽ, kͽlse, kͽlsɑ, kȣ̈lsͽ, kȣ̈lse, kȣ̈lsɑ, kelsͽ, kelse, kelsɑ, jͽlsͽ, jͽlse, jͽlsɑ, jȣ̈lsͽ, jȣ̈lse, jȣ̈lsɑ, jelsͽ, jelse, jelsɑ"
𐌷𐌰𐌹𐌼𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌼𐍃#Gothic,haims,hɛms,village,n,hɛms,ɣͽmsͽ,"ɣͽmsͽ, ɣͽmse, ɣͽmsɑ, ɣȣ̈msͽ, ɣȣ̈mse, ɣȣ̈msɑ, ɣemsͽ, ɣemse, ɣemsɑ, kͽmsͽ, kͽmse, kͽmsɑ, kȣ̈msͽ, kȣ̈mse, kȣ̈msɑ, kemsͽ, kemse, kemsɑ, jͽmsͽ, jͽmse, jͽmsɑ, jȣ̈msͽ, jȣ̈mse, jȣ̈msɑ, jemsͽ, jemse, jemsɑ"
𐌷𐌰𐌹𐌼𐍉𐌸𐌻𐌹,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐌼𐍉𐌸𐌻𐌹#Gothic,haimōþli,hɛmoθlɪ,land,n,hɛmoθlɪ,ɣͽmͽt͡ʃlͽ,"ɣͽmͽt͡ʃlͽ, ɣͽmͽt͡ʃlȣ̈, ɣͽmͽslͽ, ɣͽmͽslȣ̈, ɣͽmet͡ʃlͽ, ɣͽmet͡ʃlȣ̈, ɣͽmeslͽ, ɣͽmeslȣ̈, ɣȣ̈mͽt͡ʃlͽ, ɣȣ̈mͽt͡ʃlȣ̈, ɣȣ̈mͽslͽ, ɣȣ̈mͽslȣ̈, ɣȣ̈met͡ʃlͽ, ɣȣ̈met͡ʃlȣ̈, ɣȣ̈meslͽ, ɣȣ̈meslȣ̈, kͽmͽt͡ʃlͽ, kͽmͽt͡ʃlȣ̈, kͽmͽslͽ, kͽmͽslȣ̈, kͽmet͡ʃlͽ, kͽmet͡ʃlȣ̈, kͽmeslͽ, kͽmeslȣ̈, kȣ̈mͽt͡ʃlͽ, kȣ̈mͽt͡ʃlȣ̈, kȣ̈mͽslͽ, kȣ̈mͽslȣ̈, kȣ̈met͡ʃlͽ, kȣ̈met͡ʃlȣ̈, kȣ̈meslͽ, kȣ̈meslȣ̈"
𐌷𐌰𐌹𐍂𐌰𐌹𐍃𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐍂𐌰𐌹𐍃𐌴𐌹𐍃#Gothic,hairaisēis,hɛrɛseɪs,heresies,n,hɛrɛseɪs,ɣͽrͽss,"ɣͽrͽss, ɣȣ̈rȣ̈ss, ɣeress, ɣæræss, ɣɤrɤss, kͽrͽss, kȣ̈rȣ̈ss, keress, kæræss, kɤrɤss, jͽrͽss, jȣ̈rȣ̈ss, jeress, jæræss, jɤrɤss"
𐌷𐌰𐌹𐍂𐌳𐌰,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐍂𐌳𐌰#Gothic,hairda,hɛrda,herd,n,hɛrda,ɣͽrðͽ,"ɣͽrðͽ, ɣͽrðȣ̈, ɣͽrtͽ, ɣͽrtȣ̈, ɣȣ̈rðͽ, ɣȣ̈rðȣ̈, ɣȣ̈rtͽ, ɣȣ̈rtȣ̈, kͽrðͽ, kͽrðȣ̈, kͽrtͽ, kͽrtȣ̈, kȣ̈rðͽ, kȣ̈rðȣ̈, kȣ̈rtͽ, kȣ̈rtȣ̈, jͽrðͽ, jͽrðȣ̈, jͽrtͽ, jͽrtȣ̈, jȣ̈rðͽ, jȣ̈rðȣ̈, jȣ̈rtͽ, jȣ̈rtȣ̈"
𐌷𐌰𐌹𐍂𐌳𐌴𐌹𐍃,https://en.wiktionary.org/wiki/𐌷𐌰𐌹𐍂𐌳𐌴𐌹𐍃#Gothic,hairdēis,hɛrdeɪs,shepherd,n,hɛrdeɪs,ɣͽrðͽwͽ,"ɣͽrðͽwͽ, ɣͽrðͽjͽ, ɣͽrðȣ̈wͽ, ɣͽrðȣ̈jͽ, ɣͽrtͽwͽ, ɣͽrtͽjͽ, ɣͽrtȣ̈wͽ, ɣͽrtȣ̈jͽ, ɣȣ̈rðͽwͽ, ɣȣ̈rðͽjͽ, ɣȣ̈rðȣ̈wͽ, ɣȣ̈rðȣ̈jͽ, ɣȣ̈rtͽwͽ, ɣȣ̈rtͽjͽ, ɣȣ̈rtȣ̈wͽ, ɣȣ̈rtȣ̈jͽ, kͽrðͽwͽ, kͽrðͽjͽ, kͽrðȣ̈wͽ, kͽrðȣ̈jͽ, kͽrtͽwͽ, kͽrtͽjͽ, kͽrtȣ̈wͽ, kͽrtȣ̈jͽ, kȣ̈rðͽwͽ, kȣ̈rðͽjͽ, kȣ̈rðȣ̈wͽ, kȣ̈rðȣ̈jͽ, kȣ̈rtͽwͽ, kȣ̈rtͽjͽ, kȣ̈rtȣ̈wͽ, kȣ̈rtȣ̈jͽ"
