L2_orth,L2_latin,L2_en,L2_link,L2_ipa,L2_occurences,L2_certainty,L2_reconstructedness,L2_pos,hm1_strT_vhT_onlyF,hm20_strT_vhT_onlyF
𐌺𐌰𐌿𐍀𐌰𐍄𐌾𐌰𐌽,kaupatjan,"buffet, pommel, cuff, strike_with_the_fist",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔpatj,4,certain,not_reconstructed,"V., v",kͽpͽtj,"kͽpͽtj, kͽpɑtj, kͽputj, kͽpotj, kͽpȣtj, kȣpͽtj, kȣpɑtj, kȣputj, kȣpotj, kȣpȣtj, kopͽtj, kopɑtj, koputj, kopotj, kopȣtj, kɤpͽtj, kɤpɑtj, kɤputj, kɤpotj, kɤpȣtj"
𐌺𐌰𐌿𐍀𐍉𐌽,kaupōn,"transact_business, trade, bargain",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔpon,1,certain,form,"V., v",kͽpͽnw,"kͽpͽnw, kͽpͽnj, kͽpͽnk, kͽpȣnw, kͽpȣnj, kͽpȣnk, kͽponw, kͽponj, kͽponk, kȣpͽnw, kȣpͽnj, kȣpͽnk, kȣpȣnw, kȣpȣnj, kȣpȣnk, kȣponw, kȣponj, kȣponk, kopͽnw, kopͽnj, kopͽnk, kopȣnw, kopȣnj, kopȣnk, koponw, koponj, koponk"
𐌺𐌰𐌿𐍂𐌱𐌰𐌽,kaúrban,"corban, material_offering_consecrated_to_god_and_given_to_the_temple_treasury",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrban,1,certain,not_reconstructed,"N., n",kͽrpͽnͽ,"kͽrpͽnͽ, kͽrpͽne, kͽrpɑnͽ, kͽrpɑne, kͽrwͽnͽ, kͽrwͽne, kͽrwɑnͽ, kͽrwɑne, kȣrpͽnͽ, kȣrpͽne, kȣrpɑnͽ, kȣrpɑne, kȣrwͽnͽ, kȣrwͽne, kȣrwɑnͽ, kȣrwɑne, korpͽnͽ, korpͽne, korpɑnͽ, korpɑne, korwͽnͽ, korwͽne, korwɑnͽ, korwɑne"
𐌺𐌰𐌿𐍂𐌱𐌰𐌿𐌽𐌰𐍃,kaúrbaúnas,temple_treasury,https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrbɔnas,1,certain,form,"M., n",kͽrpͽnͽ,"kͽrpͽnͽ, kͽrpͽnɑ, kͽrpͽnu, kͽrwͽnͽ, kͽrwͽnɑ, kͽrwͽnu, kȣrpȣnͽ, kȣrpȣnɑ, kȣrpȣnu, kȣrwȣnͽ, kȣrwȣnɑ, kȣrwȣnu, korponͽ, korponɑ, korponu, korwonͽ, korwonɑ, korwonu, kɤrpɤnͽ, kɤrpɤnɑ, kɤrpɤnu, kɤrwɤnͽ, kɤrwɤnɑ, kɤrwɤnu"
𐌺𐌰𐌿𐍂e𐌹,kaúrei,"weight, weightiness, heaviness, load",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔri,1,certain,form,"F., n",kͽrͽ,"kͽrͽ, kͽrɑ, kͽru, kͽro, kͽrȣ, kȣrͽ, kȣrɑ, kȣru, kȣro, kȣrȣ, korͽ, korɑ, koru, koro, korȣ, kɤrͽ, kɤrɑ, kɤru, kɤro, kɤrȣ"
𐌺𐌰𐌿𐍂e𐌹𐌽𐍃,kaúreins,burden,https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrins,0,certain,word,"F., n",kͽrͽns,"kͽrͽns, kͽrɑns, kͽruns, kͽrons, kͽrȣns, kȣrͽns, kȣrɑns, kȣruns, kȣrons, kȣrȣns, korͽns, korɑns, koruns, korons, korȣns, kɤrͽns, kɤrɑns, kɤruns, kɤrons, kɤrȣns"
𐌺𐌰𐌿𐍂𐌹𐌸𐌰,kaúriþa,"weight, burden",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrɪθa,1,certain,form,"F., n",kͽrͽt͡ʃͽ,"kͽrͽt͡ʃͽ, kͽrͽt͡ʃȣ̈, kͽrͽsͽ, kͽrͽsȣ̈, kͽrȣ̈t͡ʃͽ, kͽrȣ̈t͡ʃȣ̈, kͽrȣ̈sͽ, kͽrȣ̈sȣ̈, kerͽt͡ʃͽ, kerͽt͡ʃȣ̈, kerͽsͽ, kerͽsȣ̈, kerȣ̈t͡ʃͽ, kerȣ̈t͡ʃȣ̈, kerȣ̈sͽ, kerȣ̈sȣ̈, kærͽt͡ʃͽ, kærͽt͡ʃȣ̈, kærͽsͽ, kærͽsȣ̈, kærȣ̈t͡ʃͽ, kærȣ̈t͡ʃȣ̈, kærȣ̈sͽ, kærȣ̈sȣ̈"
𐌺𐌰𐌿𐍂𐌾𐌰𐌽,kaúrjan,"weigh_down, burden, lieheavy_upon, oppress",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrj,11,certain,form,"V., v",kͽrjͽ,"kͽrjͽ, kͽrje, kͽrjɑ, kͽrjæ, kͽrju, kȣrjͽ, kȣrje, kȣrjɑ, kȣrjæ, kȣrju, korjͽ, korje, korjɑ, korjæ, korju, kɤrjͽ, kɤrje, kɤrjɑ, kɤrjæ, kɤrju"
𐌺𐌰𐌿𐍂𐌽,kaúrn,"grain, wheat, granular_fruit_of_the_cereal_grasses",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrn,4,certain,form,"N., n",kͽrnͽ,"kͽrnͽ, kͽrne, kͽrnɑ, kͽrnæ, kͽrnu, kȣrnͽ, kȣrne, kȣrnɑ, kȣrnæ, kȣrnu, kornͽ, korne, kornɑ, kornæ, kornu, kɤrnͽ, kɤrne, kɤrnɑ, kɤrnæ, kɤrnu"
𐌺𐌰𐌿𐍂𐌽𐍉,kaúrnō,"kernel, granule, grain_seed",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrno,3,certain,not_reconstructed,"N., n",kͽrnͽ,"kͽrnͽ, kͽrnȣ, kͽrno, kȣrnͽ, kȣrnȣ, kȣrno, kornͽ, kornȣ, korno, kɤrnͽ, kɤrnȣ, kɤrno"
𐌺𐌰𐌿𐍂𐌿𐍃,kaúrus,"heavy, burdensome, weighty, oppressive",https://koeblergerhard.de/wikiling/?f=got&page=142,kɔrus,1,certain,form,"Adj., a",kͽrͽsw,"kͽrͽsw, kͽrͽsj, kͽrͽsk, kͽrȣsw, kͽrȣsj, kͽrȣsk, kͽrusw, kͽrusj, kͽrusk, kȣrͽsw, kȣrͽsj, kȣrͽsk, kȣrȣsw, kȣrȣsj, kȣrȣsk, kȣrusw, kȣrusj, kȣrusk, korͽsw, korͽsj, korͽsk, korȣsw, korȣsj, korȣsk, korusw, korusj, korusk"
𐌺𐌰𐌿𐍃𐌾𐌰𐌽,kausjan,"sample, experience, taste, try_out, test, prove",https://koeblergerhard.de/wikiling/?f=got&page=143,kɔsj,7,certain,not_reconstructed,"V., v",kͽsjͽ,"kͽsjͽ, kͽsje, kͽsjɑ, kͽsjæ, kͽsju, kȣsjͽ, kȣsje, kȣsjɑ, kȣsjæ, kȣsju, kosjͽ, kosje, kosjɑ, kosjæ, kosju, kɤsjͽ, kɤsje, kɤsjɑ, kɤsjæ, kɤsju"
𐌺𐌰𐍅𐍄𐍃𐌾𐍉,kawtsjō,"contract_for_buying_on_credit, credit_contract, security, bond, warrenty",https://koeblergerhard.de/wikiling/?f=got&page=143,kawtsjo,4,certain,form,"F., n",kͽwtͽsjͽ,"kͽwtͽsjͽ, kͽwtͽsjȣ, kͽwtͽsjo, kͽwtesjͽ, kͽwtesjȣ, kͽwtesjo, kͽwtɑsjͽ, kͽwtɑsjȣ, kͽwtɑsjo, kɑwtͽsjͽ, kɑwtͽsjȣ, kɑwtͽsjo, kɑwtesjͽ, kɑwtesjȣ, kɑwtesjo, kɑwtɑsjͽ, kɑwtɑsjȣ, kɑwtɑsjo, kuwtͽsjͽ, kuwtͽsjȣ, kuwtͽsjo, kuwtesjͽ, kuwtesjȣ, kuwtesjo, kuwtɑsjͽ, kuwtɑsjȣ, kuwtɑsjo"
𐌺e𐌹𐌽𐌰𐌽,keinan,"germinate, sprout, bud",https://koeblergerhard.de/wikiling/?f=got&page=143,kin,1,certain,form,"V., v",kͽnͽ,"kͽnͽ, kͽne, kͽnɑ, kͽnæ, kͽnu, kͽno, kͽni, kȣ̈nͽ, kȣ̈ne, kȣ̈nɑ, kȣ̈næ, kȣ̈nu, kȣ̈no, kȣ̈ni, kinͽ, kine, kinɑ, kinæ, kinu, kino, kini"
𐌺𐌴𐌻𐌹𐌺𐌽,kēlikn,"tower, upper_room, loft, upstairs_room",https://koeblergerhard.de/wikiling/?f=got&page=143,kelɪkn,3,certain,form,"N., n",kͽlͽkn,"kͽlͽkn, kͽlȣ̈kn, kͽlikn, kͽlekn, kͽljkn, kȣ̈lͽkn, kȣ̈lȣ̈kn, kȣ̈likn, kȣ̈lekn, kȣ̈ljkn, kelͽkn, kelȣ̈kn, kelikn, kelekn, keljkn"
𐌺𐌹𐌻𐌰𐌽,kilan,"swallow, bolt",https://koeblergerhard.de/wikiling/?f=got&page=143,kɪl,0,uncertain,word,"V., v",kͽlͽ,"kͽlͽ, kͽle, kͽlɑ, kͽlæ, kȣ̈lͽ, kȣ̈le, kȣ̈lɑ, kȣ̈læ, kilͽ, kile, kilɑ, kilæ, kelͽ, kele, kelɑ, kelæ, kjlͽ, kjle, kjlɑ, kjlæ"
𐌺𐌹𐌻e𐌼𐍃c𐌷𐌺o𐍀,kilemschkop,drink_up_your_cup,https://koeblergerhard.de/wikiling/?f=got&page=143,kɪlemschkop,1,certain,not_reconstructed,"V., Sb., vn",kͽlͽmsͽ,"kͽlͽmsͽ, kͽlͽmse, kͽlͽmsæ, kͽlȣ̈msͽ, kͽlȣ̈mse, kͽlȣ̈msæ, kͽlemsͽ, kͽlemse, kͽlemsæ, kȣ̈lͽmsͽ, kȣ̈lͽmse, kȣ̈lͽmsæ, kȣ̈lȣ̈msͽ, kȣ̈lȣ̈mse, kȣ̈lȣ̈msæ, kȣ̈lemsͽ, kȣ̈lemse, kȣ̈lemsæ, kilͽmsͽ, kilͽmse, kilͽmsæ, kilȣ̈msͽ, kilȣ̈mse, kilȣ̈msæ, kilemsͽ, kilemse, kilemsæ"
𐌺𐌹𐌻𐌸,kilþ,child,https://koeblergerhard.de/wikiling/?f=got&page=143,kɪlθ,0,uncertain,word,"N., n",kͽlt͡ʃͽ,"kͽlt͡ʃͽ, kͽlt͡ʃe, kͽlt͡ʃɑ, kͽlsͽ, kͽlse, kͽlsɑ, kͽltͽ, kͽlte, kͽltɑ, kȣ̈lt͡ʃͽ, kȣ̈lt͡ʃe, kȣ̈lt͡ʃɑ, kȣ̈lsͽ, kȣ̈lse, kȣ̈lsɑ, kȣ̈ltͽ, kȣ̈lte, kȣ̈ltɑ, kilt͡ʃͽ, kilt͡ʃe, kilt͡ʃɑ, kilsͽ, kilse, kilsɑ, kiltͽ, kilte, kiltɑ"
𐌺𐌹𐌻𐌸e𐌹,kilþei,"womb, uterus",https://koeblergerhard.de/wikiling/?f=got&page=143,kɪlθi,2,certain,form,"F., n",kͽlt͡ʃͽ,"kͽlt͡ʃͽ, kͽlt͡ʃȣ̈, kͽlt͡ʃi, kͽlsͽ, kͽlsȣ̈, kͽlsi, kͽltͽ, kͽltȣ̈, kͽlti, kȣ̈lt͡ʃͽ, kȣ̈lt͡ʃȣ̈, kȣ̈lt͡ʃi, kȣ̈lsͽ, kȣ̈lsȣ̈, kȣ̈lsi, kȣ̈ltͽ, kȣ̈ltȣ̈, kȣ̈lti, kilt͡ʃͽ, kilt͡ʃȣ̈, kilt͡ʃi, kilsͽ, kilsȣ̈, kilsi, kiltͽ, kiltȣ̈, kilti"
𐌺𐌹𐌽𐌳,kind,child,https://koeblergerhard.de/wikiling/?f=got&page=143,kɪnd,0,certain,word,"N., n",kͽnðͽ,"kͽnðͽ, kͽnðe, kͽnðɑ, kͽntͽ, kͽnte, kͽntɑ, kȣ̈nðͽ, kȣ̈nðe, kȣ̈nðɑ, kȣ̈ntͽ, kȣ̈nte, kȣ̈ntɑ, kinðͽ, kinðe, kinðɑ, kintͽ, kinte, kintɑ, kenðͽ, kenðe, kenðɑ, kentͽ, kente, kentɑ"
𐌺𐌹𐌽𐌳𐌹𐌽𐍃,kindins,"governor, ruler, ethnarch",https://koeblergerhard.de/wikiling/?f=got&page=143,kɪndɪns,7,certain,not_reconstructed,"M., n",kͽnðͽnsͽ,"kͽnðͽnsͽ, kͽnðͽnse, kͽnðͽnsɑ, kͽntͽnsͽ, kͽntͽnse, kͽntͽnsɑ, kȣ̈nðȣ̈nsͽ, kȣ̈nðȣ̈nse, kȣ̈nðȣ̈nsɑ, kȣ̈ntȣ̈nsͽ, kȣ̈ntȣ̈nse, kȣ̈ntȣ̈nsɑ, kinðinsͽ, kinðinse, kinðinsɑ, kintinsͽ, kintinse, kintinsɑ, kenðensͽ, kenðense, kenðensɑ, kentensͽ, kentense, kentensɑ"
𐌺𐌹𐌽𐌳𐍃,kinds,"kind, lineage, tribe, clan, child",https://koeblergerhard.de/wikiling/?f=got&page=143,kɪnds,0,uncertain,word,"F., n",kͽnðsͽ,"kͽnðsͽ, kͽnðse, kͽnðsɑ, kͽntsͽ, kͽntse, kͽntsɑ, kȣ̈nðsͽ, kȣ̈nðse, kȣ̈nðsɑ, kȣ̈ntsͽ, kȣ̈ntse, kȣ̈ntsɑ, kinðsͽ, kinðse, kinðsɑ, kintsͽ, kintse, kintsɑ, kenðsͽ, kenðse, kenðsɑ, kentsͽ, kentse, kentsɑ"
𐌺𐌹𐌽𐌽𐌿𐍃,kinnus,"cheek, jawbone",https://koeblergerhard.de/wikiling/?f=got&page=143,kɪnnus,2,certain,form,"F., n",kͽnnͽsͽ,"kͽnnͽsͽ, kͽnnͽse, kͽnnͽsɑ, kͽnnȣsͽ, kͽnnȣse, kͽnnȣsɑ, kͽnnusͽ, kͽnnuse, kͽnnusɑ, kɑnnͽsͽ, kɑnnͽse, kɑnnͽsɑ, kɑnnȣsͽ, kɑnnȣse, kɑnnȣsɑ, kɑnnusͽ, kɑnnuse, kɑnnusɑ, kunnͽsͽ, kunnͽse, kunnͽsɑ, kunnȣsͽ, kunnȣse, kunnȣsɑ, kunnusͽ, kunnuse, kunnusɑ"
𐌺𐌹𐌽𐍄𐌿𐍃,kintus,"cent, penny",https://koeblergerhard.de/wikiling/?f=got&page=144,kɪntus,1,certain,form,"M., n",kͽntͽsͽ,"kͽntͽsͽ, kͽntͽse, kͽntͽsɑ, kͽntȣsͽ, kͽntȣse, kͽntȣsɑ, kͽntusͽ, kͽntuse, kͽntusɑ, kɑntͽsͽ, kɑntͽse, kɑntͽsɑ, kɑntȣsͽ, kɑntȣse, kɑntȣsɑ, kɑntusͽ, kɑntuse, kɑntusɑ, kuntͽsͽ, kuntͽse, kuntͽsɑ, kuntȣsͽ, kuntȣse, kuntȣsɑ, kuntusͽ, kuntuse, kuntusɑ"
𐌺𐌹𐌿𐍃𐌰𐌽,kiusan,"put_to_a_test, test, examine_by_testing, prove_by_trial, prove_by_test",https://koeblergerhard.de/wikiling/?f=got&page=144,kɪus,2,certain,form,"V., v",kͽwͽws,"kͽwͽws, kͽwȣws, kͽwuws, kͽjͽjs, kͽjȣjs, kͽjujs, kͽkͽks, kͽkȣks, kͽkuks, kɑwͽws, kɑwȣws, kɑwuws, kɑjͽjs, kɑjȣjs, kɑjujs, kɑkͽks, kɑkȣks, kɑkuks, kuwͽws, kuwȣws, kuwuws, kujͽjs, kujȣjs, kujujs, kukͽks, kukȣks, kukuks"
𐌺𐌻𐌹𐍃𐌼𐌾𐌰𐌽,klismjan,"clang, jangle",https://koeblergerhard.de/wikiling/?f=got&page=144,klɪsm̥j,1,certain,form,"V., v",kͽsmjͽ,"kͽsmjͽ, kͽsmje, kͽsmjɑ, kͽsmjæ, kȣ̈smjͽ, kȣ̈smje, kȣ̈smjɑ, kȣ̈smjæ, kismjͽ, kismje, kismjɑ, kismjæ, kesmjͽ, kesmje, kesmjɑ, kesmjæ, kjsmjͽ, kjsmje, kjsmjɑ, kjsmjæ"
𐌺𐌻𐌹𐍃𐌼𐍉,klismō,"cymbal, gong",https://koeblergerhard.de/wikiling/?f=got&page=144,klɪsmo,1,certain,not_reconstructed,"F., n",kͽlͽsmͽ,"kͽlͽsmͽ, kͽlͽsmȣ, kͽlͽsmo, kͽlɑsmͽ, kͽlɑsmȣ, kͽlɑsmo, kͽlusmͽ, kͽlusmȣ, kͽlusmo, kelͽsmͽ, kelͽsmȣ, kelͽsmo, kelɑsmͽ, kelɑsmȣ, kelɑsmo, kelusmͽ, kelusmȣ, kelusmo, kɑlͽsmͽ, kɑlͽsmȣ, kɑlͽsmo, kɑlɑsmͽ, kɑlɑsmȣ, kɑlɑsmo, kɑlusmͽ, kɑlusmȣ, kɑlusmo"
𐌺𐌻𐌿𐌱𐌰,kluba,"log, billet",https://koeblergerhard.de/wikiling/?f=got&page=144,kluβa,0,certain,word,"M., n",kͽlͽwͽ,"kͽlͽwͽ, kͽlͽwɑ, kͽlͽwu, kͽlȣwͽ, kͽlȣwɑ, kͽlȣwu, kͽluwͽ, kͽluwɑ, kͽluwu, kelͽwͽ, kelͽwɑ, kelͽwu, kelȣwͽ, kelȣwɑ, kelȣwu, keluwͽ, keluwɑ, keluwu, kɑlͽwͽ, kɑlͽwɑ, kɑlͽwu, kɑlȣwͽ, kɑlȣwɑ, kɑlȣwu, kɑluwͽ, kɑluwɑ, kɑluwu"
𐌺𐌽𐌰𐍅𐌰𐌽𐌰,knawana,good,https://koeblergerhard.de/wikiling/?f=got&page=144,knawana,1,certain,word,"Adj., a",ͽknͽwͽnͽ,"ͽknͽwͽnͽ, ͽknȣ̈wȣ̈nȣ̈, ͽknɑwɑnɑ, ͽknæwænæ, eknͽwͽnͽ, eknȣ̈wȣ̈nȣ̈, eknɑwɑnɑ, eknæwænæ, ɑknͽwͽnͽ, ɑknȣ̈wȣ̈nȣ̈, ɑknɑwɑnɑ, ɑknæwænæ, æknͽwͽnͽ, æknȣ̈wȣ̈nȣ̈, æknɑwɑnɑ, æknæwænæ, uknͽwͽnͽ, uknȣ̈wȣ̈nȣ̈, uknɑwɑnɑ, uknæwænæ"
𐌺𐌽𐌹𐌿,kniu,knee,https://koeblergerhard.de/wikiling/?f=got&page=144,knɪu,5,certain,form,"N., n",kͽnͽwͽ,"kͽnͽwͽ, kͽnͽwȣ, kͽnͽjͽ, kͽnͽjȣ, kͽnɑwͽ, kͽnɑwȣ, kͽnɑjͽ, kͽnɑjȣ, kenͽwͽ, kenͽwȣ, kenͽjͽ, kenͽjȣ, kenɑwͽ, kenɑwȣ, kenɑjͽ, kenɑjȣ, kɑnͽwͽ, kɑnͽwȣ, kɑnͽjͽ, kɑnͽjȣ, kɑnɑwͽ, kɑnɑwȣ, kɑnɑjͽ, kɑnɑjȣ"
𐌺𐌽𐍉𐌸𐍃,knōþs,"stock, race, people",https://koeblergerhard.de/wikiling/?f=got&page=144,knoθs,1,certain,form,"F., n",kͽnͽt͡ʃs,"kͽnͽt͡ʃs, kͽnͽss, kͽnͽts, kͽnȣt͡ʃs, kͽnȣss, kͽnȣts, kͽnot͡ʃs, kͽnoss, kͽnots, kenͽt͡ʃs, kenͽss, kenͽts, kenȣt͡ʃs, kenȣss, kenȣts, kenot͡ʃs, kenoss, kenots, kɑnͽt͡ʃs, kɑnͽss, kɑnͽts, kɑnȣt͡ʃs, kɑnȣss, kɑnȣts, kɑnot͡ʃs, kɑnoss, kɑnots"
𐌺𐌽𐌿𐍃𐍃𐌾𐌰𐌽,knussjan,"fall_on_one’s_knee, assume_a_begging_position",https://koeblergerhard.de/wikiling/?f=got&page=144,knussj,2,certain,form,"V., v",kͽssjͽ,"kͽssjͽ, kͽssje, kͽssjɑ, kͽssjæ, kͽssju, kͽssjo, kͽssji, kȣssjͽ, kȣssje, kȣssjɑ, kȣssjæ, kȣssju, kȣssjo, kȣssji, kussjͽ, kussje, kussjɑ, kussjæ, kussju, kussjo, kussji"
𐌺𐌽𐌿𐍃𐍃𐌿𐍃,knussus,kneel,https://koeblergerhard.de/wikiling/?f=got&page=144,knussus,0,uncertain,word,"M., n",kͽssͽsͽ,"kͽssͽsͽ, kͽssͽse, kͽssͽsɑ, kͽssͽsæ, kͽssͽsu, kͽssͽso, kͽssͽsi, kȣssȣsͽ, kȣssȣse, kȣssȣsɑ, kȣssȣsæ, kȣssȣsu, kȣssȣso, kȣssȣsi, kussusͽ, kussuse, kussusɑ, kussusæ, kussusu, kussuso, kussusi"
𐌺𐌽𐌿𐍄𐌾𐌰𐌽,knutjan,kneel,https://koeblergerhard.de/wikiling/?f=got&page=144,knutj,0,uncertain,word,"V., v",kͽnͽtj,"kͽnͽtj, kͽnȣtj, kͽnutj, kenͽtj, kenȣtj, kenutj, kɑnͽtj, kɑnȣtj, kɑnutj, kænͽtj, kænȣtj, kænutj, kunͽtj, kunȣtj, kunutj, konͽtj, konȣtj, konutj, kinͽtj, kinȣtj, kinutj"
𐌺𐍉𐌺𐌰,kōka,cake,https://koeblergerhard.de/wikiling/?f=got&page=144,koka,0,uncertain,word,"M., n",kͽkͽ,"kͽkͽ, kͽkɑ, kͽku, kͽko, kͽkȣ, kͽkɤ,, kȣkͽ, kȣkɑ, kȣku, kȣko, kȣkȣ, kȣkɤ,, kokͽ, kokɑ, koku, koko, kokȣ, kokɤ,"
𐌺𐍉𐌽𐌹,kōni,bold,https://koeblergerhard.de/wikiling/?f=got&page=144,konɪ,0,certain,word,"Adj., a",kͽnͽ,"kͽnͽ, kͽnɑ, kͽnu, kͽno, kͽnȣ, kͽnɤ,, kȣnͽ, kȣnɑ, kȣnu, kȣno, kȣnȣ, kȣnɤ,, konͽ, konɑ, konu, kono, konȣ, konɤ,"
𐌺o𐍀,kop,cup,https://koeblergerhard.de/wikiling/?f=got&page=144,kop,0,uncertain,word,"Sb., n",kͽpͽ,"kͽpͽ, kͽpe, kͽpɑ, kͽpæ, kͽpu, kͽpo, kͽpi, kȣpͽ, kȣpe, kȣpɑ, kȣpæ, kȣpu, kȣpo, kȣpi, kopͽ, kope, kopɑ, kopæ, kopu, kopo, kopi"
𐌺𐍂𐌰𐌼𐌾𐌰𐌽,kramjan,press,https://koeblergerhard.de/wikiling/?f=got&page=145,kramj,0,certain,word,"V., v",kͽrͽmj,"kͽrͽmj, kͽrȣ̈mj, kͽrɑmj, kͽræmj, kerͽmj, kerȣ̈mj, kerɑmj, keræmj, kɑrͽmj, kɑrȣ̈mj, kɑrɑmj, kɑræmj, kærͽmj, kærȣ̈mj, kærɑmj, kæræmj, kurͽmj, kurȣ̈mj, kurɑmj, kuræmj"
𐌺𐍂𐌰𐌼𐍀𐌰,krampa,"clip, hook",https://koeblergerhard.de/wikiling/?f=got&page=145,krampa,0,certain,word,"M., n",kͽrͽmpͽ,"kͽrͽmpͽ, kͽrȣ̈mpȣ̈, kͽrɑmpɑ, kͽræmpæ, kerͽmpͽ, kerȣ̈mpȣ̈, kerɑmpɑ, keræmpæ, kɑrͽmpͽ, kɑrȣ̈mpȣ̈, kɑrɑmpɑ, kɑræmpæ, kærͽmpͽ, kærȣ̈mpȣ̈, kærɑmpɑ, kæræmpæ, kurͽmpͽ, kurȣ̈mpȣ̈, kurɑmpɑ, kuræmpæ"
𐌺𐍂𐌰𐍀𐍀𐌰,krappa,hook,https://koeblergerhard.de/wikiling/?f=got&page=145,krappa,0,certain,word,"F., n",kͽrͽppͽ,"kͽrͽppͽ, kͽrȣ̈ppȣ̈, kͽrɑppɑ, kͽræppæ, kerͽppͽ, kerȣ̈ppȣ̈, kerɑppɑ, keræppæ, kɑrͽppͽ, kɑrȣ̈ppȣ̈, kɑrɑppɑ, kɑræppæ, kærͽppͽ, kærȣ̈ppȣ̈, kærɑppɑ, kæræppæ, kurͽppͽ, kurȣ̈ppȣ̈, kurɑppɑ, kuræppæ"
𐌺𐍂𐌰𐍄𐍄𐍉𐌽,krattōn,scratch,https://koeblergerhard.de/wikiling/?f=got&page=145,kratton,0,certain,word,"V., v",kͽttͽnͽ,"kͽttͽnͽ, kͽttͽne, kͽttͽnɑ, kͽttȣnͽ, kͽttȣne, kͽttȣnɑ, kͽttonͽ, kͽttone, kͽttonɑ, kɑttͽnͽ, kɑttͽne, kɑttͽnɑ, kɑttȣnͽ, kɑttȣne, kɑttȣnɑ, kɑttonͽ, kɑttone, kɑttonɑ, kuttͽnͽ, kuttͽne, kuttͽnɑ, kuttȣnͽ, kuttȣne, kuttȣnɑ, kuttonͽ, kuttone, kuttonɑ"
𐌺𐍂e𐌹𐍄𐌰𐌽,kreitan,"screech, shriek",https://koeblergerhard.de/wikiling/?f=got&page=145,krit,0,certain,word,"V., v",kͽrͽwt,"kͽrͽwt, kͽrͽjt, kͽrͽkt, kͽrȣ̈wt, kͽrȣ̈jt, kͽrȣ̈kt, kͽriwt, kͽrijt, kͽrikt, kerͽwt, kerͽjt, kerͽkt, kerȣ̈wt, kerȣ̈jt, kerȣ̈kt, keriwt, kerijt, kerikt, kɑrͽwt, kɑrͽjt, kɑrͽkt, kɑrȣ̈wt, kɑrȣ̈jt, kɑrȣ̈kt, kɑriwt, kɑrijt, kɑrikt"
𐌺𐍂e𐌹𐍄𐌿𐍃,kreitus,circle,https://koeblergerhard.de/wikiling/?f=got&page=145,kritus,0,uncertain,word,"M., n",ͽkrͽtͽsͽ,"ͽkrͽtͽsͽ, ͽkrͽtȣsͽ, ͽkrͽtusͽ, ͽkrɑtͽsͽ, ͽkrɑtȣsͽ, ͽkrɑtusͽ, ͽkrutͽsͽ, ͽkrutȣsͽ, ͽkrutusͽ, ekrͽtͽse, ekrͽtȣse, ekrͽtuse, ekrɑtͽse, ekrɑtȣse, ekrɑtuse, ekrutͽse, ekrutȣse, ekrutuse, ɑkrͽtͽsɑ, ɑkrͽtȣsɑ, ɑkrͽtusɑ, ɑkrɑtͽsɑ, ɑkrɑtȣsɑ, ɑkrɑtusɑ, ɑkrutͽsɑ, ɑkrutȣsɑ, ɑkrutusɑ"
𐌺𐍂𐌴𐌺𐍃,krēks,greek,https://koeblergerhard.de/wikiling/?f=got&page=145,kreks,0,no_info,not_reconstructed,r,kͽrͽks,"kͽrͽks, kͽrȣ̈ks, kͽreks, kerͽks, kerȣ̈ks, kereks, kɑrͽks, kɑrȣ̈ks, kɑreks, kærͽks, kærȣ̈ks, kæreks, kurͽks, kurȣ̈ks, kureks, korͽks, korȣ̈ks, koreks, kirͽks, kirȣ̈ks, kireks"
𐍀𐌻𐌺𐍂𐌴𐌺o𐍃,plkrēkos,greek,https://koeblergerhard.de/wikiling/?f=got&page=145,pl̥krekos,0,no_info,not_reconstructed,r,pͽkrͽkͽ,"pͽkrͽkͽ, pͽkrͽkȣ, pͽkrͽko, pͽkrɑkͽ, pͽkrɑkȣ, pͽkrɑko, pͽkrukͽ, pͽkrukȣ, pͽkruko, pekrͽkͽ, pekrͽkȣ, pekrͽko, pekrɑkͽ, pekrɑkȣ, pekrɑko, pekrukͽ, pekrukȣ, pekruko, pɑkrͽkͽ, pɑkrͽkȣ, pɑkrͽko, pɑkrɑkͽ, pɑkrɑkȣ, pɑkrɑko, pɑkrukͽ, pɑkrukȣ, pɑkruko"
