hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,hun_ipa,regexroot
lakik,1510,"1481 tn., 1510","1481 placename,  1510",lakik2,,"['to abide', 'to dwell, dwelt', 'to house', 'to inhabit', 'to live', 'to lodge', 'to range in', 'to reside', 'to room']","abide, dwell, dwelt, house, inhabit, live, lodge, range_in, reside, room",11. Jelentéselkülönüléssel keletkezett szavak ,11. Words formed by difference of meaning,,v,lɒkik,k not old/Gothic
borona,1481,1481,1481,borona,,"['comminutor', 'drag', 'harrow']","comminutor, drag, harrow",,,,n,boronɒ,ɒ# not old/Gothic
fullajtár,1481,1481,1481,fullajtár,,['gofer'],gofer,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,fullɒjtaːr,"jt, r# not old/Gothic"
narancs,1481,1481,1481,narancs,,['orange'],orange,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,nɒrɒnt͡ʃ,nt͡ʃ# not old/Gothic
fáj,1510,"1482 tn. (?), 1510","1482 placename (?),  1510",fáj,,"['to ache', 'to nip', 'to pain']","ache, nip, pain","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,v,faːj,^(j|m|s)?(p)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pöcs,1533,"1482 tn.,  1533","1482 placename,   1533",pöcs,,"['dick', 'dickey', 'dicky']","dick, dickey, dicky",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,pøt͡ʃ,"#p, t͡ʃ# not old/Gothic"
pálha,1767,"1483  tn  (?),  1767","1483  placename (?),   1767",pálha,,['stipule'],stipule,b) Ukrán jövevényszavak ?,b) Ukrainian newcomer words?,,n,paːlhɒ,"#p, lh, ɒ# not old/Gothic"
pribék,1494,"1484 tn.,  1494","1484 placename,   1494",pribék,,henchman,henchman,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,pribeːk,#pr not old/Gothic
galiba,1552,"1484 tn.,  1552","1484 placename,   1552",galiba,,Galiba,Galiba,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,ɡɒlibɒ,"#ɡ, ɒ# not old/Gothic"
halvány,1518,"1485 tn., 1518 k.","1485 placename, ca.  1518 ",halvány,,"['dim', 'distant', 'faint', 'light', 'pale', 'sickly', 'vague', 'wan', 'white']","dim, distant, faint, light, pale, sickly, vague, wan, white",1. Származékszavak ,1. Derivatives,,a,hɒlvaːɲ,"lv, ɲ# not old/Gothic"
avar,1596,"1485 tn.,  1596","1485 placename,   1596",avar1,,Avar,Avar,1. Származékszavak ,1. Derivatives,,n,ɒvɒr,r# not old/Gothic
bojár,1529,"1486 tn.,  1529","1486 placename,   1529",bojár,,boyar,boyar,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,bojaːr,r# not old/Gothic
máglya,1515,"1487  tn.  (?),  1515","1487  placename  (?),   1515",máglya,,"['bonfire', 'pile', 'stack', 'stake']","bonfire, pile, stack, stake",,,,n,maːɡjɒ,"ɡj, ɒ# not old/Gothic"
lófő,1487,1487,1487,lófő,,lófő,lófő,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,loːføː,f not old/Gothic
kurafi,1488,1488,1488,kurafi,,['whoreson'],whoreson,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,kurɒfi,"f, i# not old/Gothic"
ereklye,1489,1489 k.,ca. 1489 ,ereklye,,['relic'],relic,1. Olasz (többnyire északolasz) jövevényszavak ?,1. Italian (mostly northern Italian) newcomer words?,,n,ɛrɛkjɛ,kj not old/Gothic
kelevény,1489,1489 k.,ca. 1489 ,kelevény,,"['ulcer', 'wen']","ulcer, wen",1. Származékszavak ,1. Derivatives,,n,kɛlɛveːɲ,ɲ# not old/Gothic
csavarog,1544,"1489 tn., 1544","1489 placename,  1544",csavarog,,"['to be on the loose', 'to be on the tramp', 'to bum', 'to gad', 'to hobo', 'to knock about', 'to loaf', 'to loaf about', 'to mooch about', 'to muck about', 'to prowl', 'to stroll', 'to tramp', 'to trapes', 'to trollop about']","be_on_the_loose, be_on_the_tramp, bum, gad, hobo, knock_about, loaf, loaf_about, mooch_about, muck_about, prowl, stroll, tramp, trapes, trollop_about",1. Származékszavak ,1. Derivatives,,v,t͡ʃɒvɒroɡ,#t͡ʃ not old/Gothic
köpönyeg,1489,1489,1489,köpönyeg,,['mantle'],mantle,b) Csuvasos típusú jövevényszavak ,b) Chuvash type newcomer words,,n,køpøɲɛɡ,"p, ɲ not old/Gothic"
torokgyík,1489,1489,1489,torokgyík,,['diphtheria'],diphtheria,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,torokɟiːk,kɟ not old/Gothic
ép,1490,1490 k.,ca. 1490 ,ép,,"['entire', 'intact', 'integral', 'sound', 'unharmed', 'unhurt', 'unscathed', 'whole']","entire, intact, integral, sound, unharmed, unhurt, unscathed, whole",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,a,eːp,^(j|m|s)?(e)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
félszemű,1490,1490 k.,ca. 1490 ,félszemű,,['one-eyed'],one-eyed,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,a,feːlsɛmyː,"ls, y# not old/Gothic"
gyere,1490,1490 k.,ca. 1490 ,gyere,,come,come,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,v,ɟɛrɛ,#ɟ not old/Gothic
nadragulya,1490,1490 k.,ca. 1490 ,nadragulya,,"['deadly nightshade', 'nightshade']","deadly_nightshade, nightshade",D) VÁNDORSZÓK ,D) WANDERING WORDS,,a,nɒdrɒɡujɒ,"dr, ɒ# not old/Gothic"
ólom,1490,1490 k.,ca. 1490 ,ólom,,"['lead', 'plummet']","lead, plummet","2. Ősi, finnugor kori szavak ?",2. Ancient Finno-Ugric words?,FU?,n,oːlom,"#o, m# not old/Gothic"
pólya,1490,1490 k.,ca. 1490 ,pólya,,"['strip', 'swaddling-bends', 'swaddling-clothes', 'swaddle', 'swathing']","strip, swaddling-bends, swaddling-clothes, swaddle, swathing",,,,n,poːjɒ,"#p, ɒ# not old/Gothic"
purgatórium,1490,1490 k.,ca. 1490 ,purgatórium,,['purgatory'],purgatory,2. Egyházi latin jövevényszavak ,2. Church Latin newcomer words,,n,purɡɒtoːrium,"#p, rɡ, iu, m# not old/Gothic"
szikla,1490,1490 k.,ca. 1490 ,szikla,,"['cliff', 'crag', 'rock']","cliff, crag, rock",,,,n,siklɒ,"kl, ɒ# not old/Gothic"
talál,1490,1490 k.,ca. 1490 ,talál,,"['to find, found', 'to get home', 'to hit', 'to hit, hit', 'to hit home', 'to pick up', 'to strike home']","find, found, get_home, hit, hit, hit, hit_home, pick_up, strike_home","1. Ősi, uráli kori szavak ",1. Ancient Uralic words,U,v,tɒlaːl,^(j|m|s)?(t)(e|o|u|ɑ)(l|lk|m|ð)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
tárház,1490,1490 k.,ca. 1490 ,tárház,,"['garner', 'quarry', 'repository']","garner, quarry, repository",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,taːrhaːz,rh not old/Gothic
ágyék,1490,1490,1490,ágyék,,"['groin', 'loin']","groin, loin","3. Ősi, ugor kori szavak ","3. Ancient, Ugric words",Ug,n,aːɟeːk,#a not old/Gothic
basa,1490,1490,1490,basa,,basa,basa,b) Oszmán-török jövevényszavak ,b) Ottoman-Turkish newcomer words,,n,bɒʃɒ,ɒ# not old/Gothic
fecskendő,1490,1490,1490,fecskendő,,"['hosepipe', 'hypodermic syringe', 'jet', 'squirt', 'syringe']","hosepipe, hypodermic_syringe, jet, squirt, syringe",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,fɛt͡ʃkɛndøː,"t͡ʃk, nd not old/Gothic"
flaska,1490,1490,1490,flaska,,"['flask', 'gourd']","flask, gourd",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,flɒʃkɒ,"#fl, ʃk, ɒ# not old/Gothic"
máz,1490,1490,1490,máz,,"['enamel', 'glaze', 'gloss', 'veneer']","enamel, glaze, gloss, veneer",,,,n,maːz,^(j|m|s)?(m)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pléh,1490,1490,1490,pléh,,pléh,pléh,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,pleːh,"#pl, h# not old/Gothic"
poéta,1490,1490,1490,poéta,,poet,poet,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,poeːtɒ,"#p, oe, ɒ# not old/Gothic"
pofa,1490,1490,1490,pofa,,"['bloke', 'chappie', 'chappy', 'cheek', 'chop', 'chops', 'clamp', 'clip', 'dog', 'egg', 'gob', 'jaw', 'jib', 'jowl', 'kipper', 'kisser', 'mask', 'mug', 'mush', 'muzzle', 'pan', 'rattletrap', 'snout', 'trap']","bloke, chappie, chappy, cheek, chop, chops, clamp, clip, dog, egg, gob, jaw, jib, jowl, kipper, kisser, mask, mug, mush, muzzle, pan, rattletrap, snout, trap",1. Származékszavak ,1. Derivatives,,n,pofɒ,"#p, f, ɒ# not old/Gothic"
rost,1490,1490,1490,rost2,,"['fiber', 'fibre', 'filament', 'string']","fiber, fibre, filament, string",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,roʃt,"#r, ʃt# not old/Gothic"
salétrom,1490,1490,1490,salétrom,,saltpetre,saltpetre,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ʃɒleːtrom,"#ʃ, tr, m# not old/Gothic"
tarack,1490,1490,1490,tarack1,,['howitzer'],howitzer,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,tɒrɒt͡sk,t͡sk# not old/Gothic
tornác,1490,1490,1490,tornác,,"['arcade', 'gallery', 'porch', 'veranda', 'verandah', 'vestibule', 'waist']","arcade, gallery, porch, veranda, verandah, vestibule, waist","apáca?, apát?, árboc?, báj?, bélyeg?, bér?, burgonya?, buzogány?, csákány?, csikk?, dereglye?, gaz?, káliz?, karám?, ?","nun ?, abbot ?, mast ?, charm ?, stamp ?, wage ?, potato ?, mace ?, pick ?, butt ?, weasel, weed",,n,tornaːt͡s,"rn, t͡s# not old/Gothic"
zománc,1490,1490,1490,zománc,,"['enamel', 'glaze', 'lacquer', 'lacquering']","enamel, glaze, lacquer, lacquering",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,zomaːnt͡s,"#z, nt͡s# not old/Gothic"
csizma,1492,1492,1492,csizma,,"['boot', 'boots', 'high boots']","boot, boots, high_boots",b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,t͡ʃizmɒ,"#t͡ʃ, zm, ɒ# not old/Gothic"
kaloda,1492,1492,1492,kaloda,,['stocks'],stocks,c) Szlovák jövevényszavak ?,c) Slovak newcomer words?,,n,kɒlodɒ,ɒ# not old/Gothic
rétű,1493,1493,1493,-rétű,+,Retu,Retu,,,,r,reːtyː,"#r, y# not old/Gothic"
bódít,1584,"1493 k.  (?),1584","ca. 1493   (?), 1584",bódít,,"['to drug', 'to narcotize']","drug, narcotize",1. Származékszavak ,1. Derivatives,,a,boːdiːt,^(j|m|s)?(p)(e|i|o|u|ɑ)(mt|nt|w)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
döghalál,1493,1493 k.,ca. 1493 ,döghalál,,pestilence,pestilence,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,døɡhɒlaːl,"#d, ɡh not old/Gothic"
felleg,1493,1493 k.,ca. 1493 ,felleg,,['cloud'],cloud,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,fɛllɛɡ,^(j|m|s)?(p)(e|o|æ)(l|lk)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
gége,1493,1493 k.,ca. 1493 ,gége,,"['gorge', 'larynx', 'throttle']","gorge, larynx, throttle","1. Hangutánzó, hangfestő szavak ?","1. Sound imitating, sound painting words?",,n,ɡeːɡɛ,#ɡ not old/Gothic
gyémánt,1493,1493 k.,ca. 1493 ,gyémánt,,"['diamond', 'sparkler']","diamond, sparkler",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ɟeːmaːnt,"#ɟ, nt# not old/Gothic"
hitel,1493,1493 k.,ca. 1493 ,hitel,,"['credence', 'credit', 'supplies', 'tick', 'trust']","credence, credit, supplies, tick, trust",1. Származékszavak ,1. Derivatives,,n,hitɛl,^(j|m|s)?(k)(e|i|o|u|æ)(kt|tk)(e|o|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
lódik,1493,1493 k.,ca. 1493 ,-lódik/-lődik,+,jerk,jerk,,,,v,loːdik,^(j|m|s)?(l)(e|i|o|u|ɑ)(mt|nt|w)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
lődik,1493,1493 k.,ca. 1493 ,-lódik/-lődik,+,jerk,jerk,,,,v,løːdik,^(j|m|s)?(l)(e|i|æ|ɑ)(mt|nt|w)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
nádméz,1493,1493 k.,ca. 1493 ,nádméz,,nádméz,nádméz,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,naːdmeːz,dm not old/Gothic
próbál,1493,1493 k.,ca. 1493 ,próbál,,"['to fit on', 'to practice', 'to practise', 'to rehearse', 'to test']","fit_on, practice, practise, rehearse, test",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,v,proːbaːl,#pr not old/Gothic
szemlél,1493,1493 k.,ca. 1493 ,szemlél,,['to contemplate'],contemplate,1. Származékszavak ,1. Derivatives,,n,sɛmleːl,^(j|m|s)?(ʃʲ)(e|o|æ)(m)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
vajon,1493,1493 k.,ca. 1493 ,vajon,,['whether'],whether,,,,r,vɒjon,^(j|m|s)?(w)(e|o|u|ɑ)(ks|w|ŋ|ŋs)(e|i|o|u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
gangos,1636,"1493 tn. (?), 1636","1493 placename (?),  1636",gangos,,Upgraded,Upgraded,1. Származékszavak ?,1. Derivatives?,,n,ɡɒnɡoʃ,#ɡ not old/Gothic
gázol,1517,"1493 tn.,  1517","1493 placename,   1517",gázol,,"['to wade', 'to wallow']","wade, wallow",d) Déli szláv jövevényszavak (általában) ,d) South Slavic newcomer words (usually),,v,ɡaːzol,#ɡ not old/Gothic
folyosó,1493,1493,1493,folyosó,,"['aisle', 'corridor', 'hallway', 'passage', 'passageway']","aisle, corridor, hallway, passage, passageway",9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,fojoʃoː,^(j|m|s)?(p)(e|i|o|u|ɑ)(ks|w|ŋ|ŋs)(e|i|o|u|ɑ)(ʃʲk)(e|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
golyóbis,1493,1493,1493,golyóbis,,spherules,spherules,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ɡojoːbiʃ,#ɡ not old/Gothic
hanyatt,1493,1493,1493,hanyatt,,['over'],over,"2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,r,hɒɲɒtt,ɲ not old/Gothic
istráng,1493,1493,1493,istráng,,"['trace', 'tug']","trace, tug",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,iʃtraːnɡ,"ʃtr, nɡ# not old/Gothic"
menedék,1493,1493,1493,menedék,,"['cover', 'covert', 'franchise', 'harbor', 'harborage', 'harbour', 'harbourage', 'haven', 'home', 'housing', 'protection', 'recourse', 'refuge', 'rendezvous, rendezvous', 'resort', 'resource', 'shadow', 'shelter']","cover, covert, franchise, harbor, harborage, harbour, harbourage, haven, home, housing, protection, recourse, refuge, rendezvous, rendezvous, resort, resource, shadow, shelter",1. Származékszavak ,1. Derivatives,,n,mɛnɛdeːk,^(j|m|s)?(m)(e|o|æ)(n)(e|o|æ)(mt|nt|w)(e|i|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
pallér,1493,1493,1493,pallér,,"['clerk of works', 'foreman']","clerk_of_works, foreman",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,a,pɒlleːr,"#p, r# not old/Gothic"
rizs,1493,1493,1493,rizs,,['rice'],rice,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,riʒ,"#r, ʒ# not old/Gothic"
szarufa,1493,1493,1493,szarufa,,"['chevron', 'principal', 'rafter', 'spar']","chevron, principal, rafter, spar",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,sɒrufɒ,"f, ɒ# not old/Gothic"
hintó,1500,"1494  (?), 1500 k.","1494  (?), ca.  1500 ",hintó,,"['chaise', 'rig']","chaise, rig",,,,n,hintoː,nt not old/Gothic
kocsi,1494,1494,1494,kocsi,,"['car', 'carriage', 'cart', 'coach', 'rig', 'wagon']","car, carriage, cart, coach, rig, wagon",,,,n,kot͡ʃi,"t͡ʃ, i# not old/Gothic"
martalóc,1494,1494,1494,martalóc,,['marauder'],marauder,b) Oszmán-török jövevényszavak ,b) Ottoman-Turkish newcomer words,,n,mɒrtɒloːt͡s,t͡s# not old/Gothic
pohánka,1494,1494,1494,pohánka,,buckwheat,buckwheat,c) Szlovák jövevényszavak ,c) Slovak newcomer words,,n,pohaːnkɒ,"#p, nk, ɒ# not old/Gothic"
pokróc,1494,1494,1494,pokróc,,"['blanket', 'rug']","blanket, rug",,,,n,pokroːt͡s,"#p, kr, t͡s# not old/Gothic"
abrak,14941495,1494–1495,1494–1495,abrak,,"['feed', 'fodder', 'forage']","feed, fodder, forage",,,,n,ɒbrɒk,br not old/Gothic
csuha,14941495,1494–1495,1494–1495,csuha,,Csuha,Csuha,b) Oszmán-török jövevényszavak ,b) Ottoman-Turkish newcomer words,,n,t͡ʃuhɒ,"#t͡ʃ, ɒ# not old/Gothic"
krajcár,14941495,1494–1495,1494–1495,krajcár,,Pennies,Pennies,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,krɒjt͡saːr,"#kr, jt͡s, r# not old/Gothic"
trágár,14941495,1494–1495,1494–1495,trágár,,"['bawdy', 'dirty', 'gross', 'nasty', 'obscene', 'pornographic', 'rank', 'scurrilous', 'smutty']","bawdy, dirty, gross, nasty, obscene, pornographic, rank, scurrilous, smutty",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,a,traːɡaːr,"#tr, r# not old/Gothic"
álmélkodik,1495,1495 e.,before 1495 ,álmélkodik,,marvel,marvel,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,aːlmeːlkodik,"#a, lm, lk not old/Gothic"
dorgál,1495,1495 e.,before 1495 ,dorgál,,['to strafe'],strafe,"1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,a,dorɡaːl,"#d, rɡ not old/Gothic"
egyszersmind,1495,1495 e.,before 1495 ,egyszersmind,,same time,same_time,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,ɛɟsɛrʃmind,"ɟs, rʃm, nd# not old/Gothic"
együtt,1495,1495 e.,before 1495 ,együtt,,"['along with', 'in conjunction with', 'together']","along_with, in_conjunction_with, together",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,ɛɟytt,^(j|m|s)?(e|i)(j|n)(i|æ|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
facsar,1495,1495 e.,before 1495 ,facsar,,"['to wring, wrung']","wring, wrung","2. Ősi, finnugor kori szavak ",2. Ancient Finno-Ugric words,FU,n,fɒt͡ʃɒr,"t͡ʃ, r# not old/Gothic"
farizeus,1495,1495 e.,before 1495 ,farizeus,,['Pharisee'],Pharisee,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,r,fɒrizɛuʃ,ɛu not old/Gothic
fázik,1495,1495 e.,before 1495 ,fázik,,"['to be cold', 'to feel chilly', 'to feel cold', 'to freeze, froze, frozen']","be_cold, feel_chilly, feel_cold, freeze, froze, frozen","3. Ősi, ugor kori szavak ?","3. Ancient, Ugric words?",Ug?,v,faːzik,^(j|m|s)?(p)(u|ɑ)(p|t)(e|i|o|u|æ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
förtelem,1495,1495 e.,before 1495 ,förtelem,,abomination,abomination,1. Származékszavak ,1. Derivatives,,a,førtɛlɛm,m# not old/Gothic
iskola,1495,1495 e.,before 1495 ,iskola,,['school'],school,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,iʃkolɒ,"ʃk, ɒ# not old/Gothic"
komornyik,1495,1495 e.,before 1495 ,komornyik,,"['butler', 'valet']","butler, valet",c) Szlovák jövevényszavak ?,c) Slovak newcomer words?,,n,komorɲik,rɲ not old/Gothic
majd,1495,1495 e.,before 1495 ,majd,,['then'],then,,,,r,mɒjd,jd# not old/Gothic
másutt,1495,1495 e.,before 1495 ,másutt,,['elsewhere'],elsewhere,3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,maːʃutt,^(j|m|s)?(m)(u|ɑ)(ʃʲk)(o|u)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
mord,1495,1495 e.,before 1495 ,mord,,"['grim', 'sullen']","grim, sullen",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,n,mord,rd# not old/Gothic
perpatvar,1495,1495 e.,before 1495 ,perpatvar,,"['ruckus', 'squabble', 'tiff', 'unpleasantness']","ruckus, squabble, tiff, unpleasantness",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,pɛrpɒtvɒr,"#p, rp, tv, r# not old/Gothic"
préda,1495,1495 e.,before 1495 ,préda,,"['booty', 'prey', 'spoil']","booty, prey, spoil",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,preːdɒ,"#pr, ɒ# not old/Gothic"
szinte,1495,1495 e.,before 1495 ,szinte,,"['as good as', 'next door to']","as_good_as, next_door_to",3. Megszilárdult ragos alak ,3. Solidified sticky shape,,r,sintɛ,nt not old/Gothic
szittyó,1495,1495 e.,before 1495 ,szittyó,,['rush'],rush,d) Nyugati szláv jövevényszavak (általában) ?,d) West Slavic newcomer words (usually)?,,n,sitcoː,tc not old/Gothic
szövetség,1495,1495 e.,before 1495 ,szövetség,,"['alliance', 'association', 'clubbing', 'confederacy', 'covenant', 'fellowship', 'fraternity', 'hook-up', 'league', 'testament', 'union']","alliance, association, clubbing, confederacy, covenant, fellowship, fraternity, hook-up, league, testament, union",1. Származékszavak ,1. Derivatives,,n,søvɛtʃeːɡ,tʃ not old/Gothic
ujj,1495,1495 e.,before 1495 ,ujj2,,"['digit', 'finger']","digit, finger",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,ujj,jj# not old/Gothic
vipera,1495,1495 e.,before 1495 ,vipera,,"['adder', 'viper']","adder, viper",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,r,vipɛrɒ,"p, ɒ# not old/Gothic"
furkó,1514,"1495 k. tn., 1514","ca. 1495  placename,  1514",furkó,,['shit-kicker'],shit-kicker,1. Latin jövevényszavak általában ?,1. Latin newcomers in general?,,n,furkoː,rk not old/Gothic
gáncs,1565,"1495 k. tn., 1565","ca. 1495  placename,  1565",gáncs,,"['reflection', 'slur', 'stricture', 'trip']","reflection, slur, stricture, trip",,,,n,ɡaːnt͡ʃ,"#ɡ, nt͡ʃ# not old/Gothic"
felebarát,1495,1495 k.,ca. 1495 ,felebarát,,"['neighbor', 'neighbour']","neighbor, neighbour",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,fɛlɛbɒraːt,^(j|m|s)?(p)(e|o|æ)(l|lk|m|ð)(e|o|æ)(mp)(e|o|u|ɑ)(jr|r)(u|ɑ)(e|æ|ɑ|je|ke|ŋe|ŋæ)?$
kártya,1495,1495 k.,ca. 1495 ,kártya,,"['card', 'cards']","card, cards",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,kaːrcɒ,"rc, ɒ# not old/Gothic"
messzely,1495,1495 k.,ca. 1495 ,messzely,,messzely,messzely,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,mɛʃsɛj,ʃs not old/Gothic
mindnyájan,1495,1495 k.,ca. 1495 ,mindnyájan,,all,all,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,mindɲaːjɒn,ndɲ not old/Gothic
hajdina,1495,1495,1495,hajdina,,buckwheat,buckwheat,b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,hɒjdinɒ,"jd, ɒ# not old/Gothic"
komposzt,1495,1495,1495,komposzt,,"['compost', 'muck']","compost, muck",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kompost,"mp, st# not old/Gothic"
