word,year,info,disambiguated,suffix,en,orig,pos_hun,wordipa
inspektor,1620,1620,inspektor,,,,n,inʃpɛktor
karám,1620,1620,karám,,"['corral', 'cruive', 'fold', 'hurdle', 'kraal', 'pen', 'pound']",,n,kɒraːm
klasszis,1620,1620,klasszis,,['in a class by itself'],,n,klɒʃsiʃ
kommentár,1620,1620,kommentár,,"['annotation', 'comment', 'commentary', 'gloss']",,n,kommɛntaːr
konfliktus,1620,1620,konfliktus,,"['concourse', 'conflict']",,n,konfliktuʃ
minorita,1620,1620,minorita,,,,a,minoritɒ
morális,1620,1620,morális,,['moral'],1. Latin jövevényszavak általában ,a,moraːliʃ
mufti,1620,1620,mufti,,,,n,mufti
pótol,1620,1620,pótol,,"['to compensate', 'to complement', 'to make good', 'to make up', 'to recover', 'to refill', 'to reinstate', 'to supersede', 'to supplant', 'to supplement', 'to supply']",,v,poːtol
propagál,1620,1620,propagál,,"['to propagate', 'to propagandize']",1. Latin jövevényszavak általában ,a,propɒɡaːl
realitás,1620,1620,realitás,,"['actuality', 'reality']",,n,rɛɒlitaːʃ
renovál,1620,1620,renovál,,"['to recondition', 'to renovate']",,v,rɛnovaːl
reparál,1620,1620,reparál,,,,r,rɛpɒraːl
stáció,1620,1620,stáció,,,1. Latin jövevényszavak általában ,n,ʃtaːt͡sioː
vézna,1620,1620,vézna,,"['lean', 'meager', 'meagre', 'peaky', 'puny', 'scraggy', 'scrawny']",G) ISMERETLEN EREDETŰ SZAVAK ,a,veːznɒ
fickó,1633,"1621 tn. (?), 1633",fickó,,"['bozo', 'card', 'chap', 'chappie', 'chappy', 'coon', 'cove', 'cuss', 'dog', 'egg', 'fella', 'feller', 'fellow', 'gill', 'kipper', 'walla', 'wallah']",,n,fit͡skoː
bojtár,1621,1621,bojtár,,,1. Származékszavak ?,n,bojtaːr
cinóber,1621,1621,cinóber,,,,n,t͡sinoːbɛr
csermely,1621,1621,csermely,,"['brook', 'brooklet', 'run']","12. Tulajdonnévi, személynévi eredetű szavak ",n,t͡ʃɛrmɛj
fütyül,1621,1621,fütyül,,"['to flout', 'to hiss', 'to ping', 'to scream', 'to sough', 'to whistle', 'to whiz', 'to whizz', 'to wuther', 'to zip']","1. Hangutánzó, hangfestő szavak ",v,fycyl
garaboncia,1621,1621,garaboncia,,,,n,ɡɒrɒbont͡siɒ
garmada,1621,1621,garmada,,,,a,ɡɒrmɒdɒ
hibban,1621,1621,hibban,,,"1. Hangutánzó, hangfestő szavak ?",n,hibbɒn
impresszió,1621,1621,impresszió,,,1. Latin jövevényszavak általában ,n,imprɛʃsioː
kaján,1621,1621,kaján,,"['malevolent', 'malicious', 'sardonic']",,n,kɒjaːn
károz(ik),1621,1621,-károz(ik)/-kérez(ik),+,,,r,kaːroz(ik)
kérez(ik),1621,1621,-károz(ik)/-kérez(ik),+,,,r,keːrɛz(ik)
makulátlan,1621,1621,makulátlan,,"['clear', 'flawless', 'immaculate', 'spotless', 'unspotted', 'unstained', 'untouched']",,a,mɒkulaːtlɒn
matróna,1621,1621,matróna,,['matron'],,n,mɒtroːnɒ
momentum,1621,1621,momentum,,,,n,momɛntum
nyafog,1621,1621,nyafog,,"['to bitch', 'to blat', 'to bleat', 'to grizzle', 'to mewl', 'to snivel', 'to squeal', 'to whimper', 'to whine', 'to yammer']","1. Hangutánzó, hangfestő szavak ",v,ɲɒfoɡ
parányi,1621,1621,parányi,,"['atomic', 'microscopic', 'microscopical', 'minute', 'teeny', 'teeny-weeny', 'wee']",,a,pɒraːɲi
pipere,1621,1621,pipere,,['finery'],4. Játékos szóalkotással létrejött szavak ,n,pipɛrɛ
pöccint,1621,1621,pöccint,,,,r,pøt͡st͡sint
prolongál,1621,1621,prolongál,,['to prolong'],1. Latin jövevényszavak általában ,a,prolonɡaːl
rombol,1621,1621,rombol,,,,v,rombol
terror,1621,1621,terror,,,,n,tɛrror
tukmál,1621,1621,tukmál,,,,a,tukmaːl
ürügy,1621,1621,ürügy,,"['blind', 'blinds', 'evasion', 'excuse', 'false allegation', 'handle', 'mask', 'peg', 'pretence', 'pretense', 'pretension', 'pretext', 'shift', 'shuffle', 'subterfuge']",,n,yryɟ
virgonc,1621,1621,virgonc,,['spry'],,a,virɡont͡s
zivatar,1621,1621,zivatar,,"['rain storm', 'rainstorm', 'storm of rain', 'thunder-shower']",F) VITATOTT EREDETŰ SZAVAK ,n,zivɒtɒr
konzervál,1622,1622 k.,konzervál,,"['to can', 'to conserve', 'to pack', 'to pot', 'to tin']",,v,konzɛrvaːl
gubancos,1622,1622,gubancos,,"['matted', 'shaggy']",,a,ɡubɒnt͡soʃ
kushad,1622,1622,kushad,,['to couch'],1. Származékszavak ?,v,kuʃhɒd
libéria,1622,1622,libéria,,['livery'],1. Német jövevényszavak általában ,n,libeːriɒ
asszisztál,1623,1623,asszisztál,,,,v,ɒʃsistaːl
etika,1623,1623,etika,,"['ethic', 'ethics', 'moral philosophy']",,n,ɛtikɒ
furmint,1623,1623,furmint,,,,n,furmint
kelta,1623,1623,kelta,,['Cornish'],,a,kɛltɒ
mereng,1623,1623,mereng,,['to brood'],,r,mɛrɛnɡ
teátrum,1623,1623,teátrum,,,,n,tɛaːtrum
tróger,1623,1623,tróger,,['bum'],4. Bajor jövevényszavak ,n,troːɡɛr
zeller,1664,"1624  tn.  (?),  1664",zeller,,['celery'],4. Bajor jövevényszavak ,n,zɛllɛr
lárva,1624,1624,lárva,,"['grub', 'larva, larvae']",,n,laːrvɒ
huhog,1625,1625,huhog,,"['to croak', 'to hoot', 'to ululate']","1. Hangutánzó, hangfestő szavak ",v,huhoɡ
rinocérosz,1626,1626 u.,rinocérosz,,,,n,rinot͡seːros
alkörmös,1626,1626,alkörmös,,,,n,ɒlkørmøʃ
baldachin,1626,1626,baldachin,,['canopy'],,n,bɒldɒt͡shin
lexikon,1626,1626,lexikon,,['cyclopaedia'],1. Latin jövevényszavak általában ,n,lɛksikon
tambura,1626,1626,tambura,,['tambourine'],b) Horvát-szerb jövevényszavak ,n,tɒmburɒ
őgyeleg,16261627,1626–1627,őgyeleg,,"['to loaf', 'to loaf about', 'to loiter', 'to loll', 'to lollop', 'to lounge', 'to moon', 'to saunter along', 'to saunter', 'to stand about', 'to stick around']",,a,øːɟɛlɛɡ
undorodik,16261627,1626–1627,undorodik,,"['to abominate', 'to be grossed out', 'to gag', 'to heave', 'to heave, hove', 'to loathe', 'to nauseate', 'to sicken']",1. Származékszavak ,v,undorodik
dereglye,1627,1627,dereglye,,"['lighter', 'longboat']",,n,dɛrɛɡjɛ
energia,1627,1627,energia,,"['drive', 'energy', 'force', 'gimp', 'go', 'guts', 'kick', 'pep', 'pith', 'power', 'punch', 'push', 'spirit', 'vigor', 'vigour', 'vim', 'zing', 'zip']",,n,ɛnɛrɡiɒ
fejtörés,1627,1627,fejtörés,,,,n,fɛjtøreːʃ
galand,1627,1627,galand,,,1. Német jövevényszavak általában ,n,ɡɒlɒnd
hazárd,1627,1627,hazárd,,,,a,hɒzaːrd
karabély,1627,1627,karabély,,"['carabin', 'carabine', 'carbine', 'rifle']",D) VÁNDORSZÓK ,n,kɒrɒbeːj
periódus,1627,1627,periódus,,['period'],,n,pɛrioːduʃ
tripla,1627,1627,tripla,,,1. Latin jövevényszavak általában ,n,triplɒ
konok,1793,"1628 tn.,  1793",konok,,"['hardheaded', 'hard-headed', 'headstrong', 'intractable', 'obdurate', 'perverse', 'stubborn', 'sullen']",G) ISMERETLEN EREDETŰ SZAVAK ,a,konok
babusgat,1628,1628,babusgat,,"['to cherish', 'to mollycoddle']",1. Származékszavak ,n,bɒbuʃɡɒt
dögönyöz,1628,1628,dögönyöz,,['to punch'],1. Származékszavak ,n,døɡøɲøz
fater,1628,1628,fater,,"['guv', 'guvnor', 'old man', 'pater', 'pop']",,n,fɒtɛr
fülbevaló,1628,1628,fülbevaló,,['earring'],,n,fylbɛvɒloː
gavallér,1628,1628,gavallér,,"['beaus', 'gallant', 'handsome', 'spark', 'squire']",,n,ɡɒvɒlleːr
kávé,1628,1628,kávé,,['coffee'],,n,kaːveː
kurtizán,1628,1628,kurtizán,,['courtesan'],,n,kurtizaːn
mendemonda,1628,1628,mendemonda,,"['chit-chat', 'gossiping', 'hearsay', 'scuttlebutt']",,r,mɛndɛmondɒ
sóvárog,1628,1628,sóvárog,,"['to crave', 'to hanker', 'to hunger', 'to pine', 'to yammer', 'to yearn']",1. Származékszavak ,v,ʃoːvaːroɡ
torzsalkodik,1628,1628,torzsalkodik,,,,v,torʒɒlkodik
üzekedik,1628,1628,üzekedik,,"['to be at heat', 'to be in heat', 'to be on heat', 'to rut']",,v,yzɛkɛdik
csődül,1629,1629,csődül,,"['to crowd', 'to throng']",1. Származékszavak ,a,t͡ʃøːdyl
golyó,1629,1629,golyó,,"['ball', 'bullet', 'shot', 'sphere', 'stone']",,n,ɡojoː
harapódzik,1629,1629,harapódzik,,,,a,hɒrɒpoːd͡zik
herreg,1629,1629,herreg,,,"1. Hangutánzó, hangfestő szavak ",n,hɛrrɛɡ
kókler,1629,1629,kókler,,['mountebank'],,v,koːklɛr
tortúra,1629,1629,tortúra,,,,n,tortuːrɒ
zakatol,1737,"1630 (?), 1737",zakatol,,,"1. Hangutánzó, hangfestő szavak ",v,zɒkɒtol
csapodár,1630,1630 k.,csapodár,,['flighty'],1. Származékszavak ,a,t͡ʃɒpodaːr
fantasztikus,1630,1630,fantasztikus,,"['arabesque', 'fantastic', 'kooky', 'screwy', 'steep', 'stupendous', 'surreal', 'thumping']",,a,fɒntɒstikuʃ
fatális,1630,1630,fatális,,['fatal'],,a,fɒtaːliʃ
kaláka,1630,1630,kaláka,,,,a,kɒlaːkɒ
kelet,1630,1630,kelet2,,"['date', 'dawning', 'east', 'orient']",,n,kɛlɛt
piszmog,1630,1630,piszmog,,"['to bugger about', 'to bugger around', 'to diddle', 'to eff about', 'to eff around', 'to fart about', 'to fart around', 'to fiddle about', 'to fuck about', 'to fuck around', 'to hack around', 'to horse around', 'to muck about', 'to piffle', 'to ponce about', 'to ponce around', 'to potter about', 'to putter', 'to screw around']",1. Származékszavak ,v,pismoɡ
dúc,1792,"1631 (?), 1792",dúc1,,"['brace', 'buttress', 'prop', 'stanchion', 'stereo', 'stilt', 'stoop', 'tree']",,n,duːt͡s
epilógus,1631,1631,epilógus,,"['afterword', 'tag']",,n,ɛpiloːɡuʃ
kommandó,1631,1631,kommandó,,['commando'],,n,kommɒndoː
ronda,1631,1631,ronda,,"['frumpy', 'ugly']",,a,rondɒ
lárma,1631,1631,lárma,,"['ado', 'blare', 'bluster', 'clamor', 'clamour', 'cry', 'din', 'fuss', 'hubbub', 'jangle', 'noise', 'outcry', 'racket', 'row', 'ruckus', 'storm', 'whoop-de-doo']",,n,laːrmɒ
alamuszi,1788,"1632 tn.,  1788",alamuszi,,,,a,ɒlɒmusi
kecskebéka,1632,1632,kecskebéka,,['bullfrog'],13. Szóösszetétellel keletkezett szavak ,n,kɛt͡ʃkɛbeːkɒ
kódorog,1632,1632,kódorog,,"['to gad', 'to saunter along', 'to saunter']",1. Származékszavak ,v,koːdoroɡ
kupec,1632,1632,kupec,,,c) Szlovák jövevényszavak ,n,kupɛt͡s
novella,1632,1632,novella,,"['novel', 'short story', 'story']",,n,novɛllɒ
svéd,1632,1632,svéd,,"['Swede', 'Swedish']",,a,ʃveːd
kalkulál,1633,1633,kalkulál,,,,v,kɒlkulaːl
kiskapu,1633,1633,kiskapu,,['wicket'],13. Szóösszetétellel keletkezett szavak ,n,kiʃkɒpu
durcás,16331634,1633–1634,durcás,,"['fractious', 'peevish', 'sulky']",,a,durt͡saːʃ
fülbemászó,16331634,1633–1634,fülbemászó2,,"['catchy', 'melodious']",,a,fylbɛmaːsoː
csatlós,1634,1634,csatlós,,"['henchman, henchmen', 'retainer']",1. Származékszavak ,r,t͡ʃɒtloːʃ
hunyászkodik,1634,1634,hunyászkodik,,,,v,huɲaːskodik
múzeum,1634,1634,múzeum,,['museum'],1. Latin jövevényszavak általában ,n,muːzɛum
nyüzsög,1634,1634,nyüzsög,,"['to bustle', 'to crawl', 'to mill', 'to mosey', 'to swarm', 'to teem']",,v,ɲyʒøɡ
pirospozsgás,1634,1634,pirospozsgás,,"['bursting with health', 'buxom', 'florid', 'full-blood', 'full-blooded', 'ruddy']",,a,piroʃpoʒɡaːʃ
rondella,1634,1634,rondella,,,,n,rondɛllɒ
vinnyog,1634,1634,vinnyog,,['to squeak'],"1. Hangutánzó, hangfestő szavak ",n,vinɲoɡ
ezermester,1635,1635,ezermester,,"['fixer', 'handyman, handymen', 'he can turn his hand to anything', 'jack-of-all-trades', 'man-of-all-work']",,n,ɛzɛrmɛʃtɛr
furmányos,1635,1635,furmányos,,,,a,furmaːɲoʃ
kotnyeles,1635,1635,kotnyeles,,"['meddler', 'meddlesome']",,a,kotɲɛlɛʃ
pikkely,1635,1635,pikkely,,"['flake', 'scale']",1. Német jövevényszavak általában ?,n,pikkɛj
sublót,1635,1635,sublót,,"['bureau, bureaux', 'commode']",,n,ʃubloːt
vircsaft,1635,1635,vircsaft,,,1. Német jövevényszavak általában ,n,virt͡ʃɒft
atléta,1636,1636,atléta,,"['athlete', 'jock']",,n,ɒtleːtɒ
barka,1636,1636,barka,,['pussy'],,n,bɒrkɒ
biggyeszt,1636,1636,biggyeszt,,,1. Származékszavak ,v,biɡɟɛst
ebadta,1636,1636,ebadta,,,,n,ɛbɒdtɒ
fellebbez,1636,1636,fellebbez,,['to appeal'],1. Származékszavak ,v,fɛllɛbbɛz
fonák,1636,1636,fonák,,"['awry', 'perverse']",,a,fonaːk
fűzfapoéta,1636,1636,fűzfapoéta,,"['builder of rhymes', 'poetaster', 'rhymester']",13. Szóösszetétellel keletkezett szavak ,n,fyːzfɒpoeːtɒ
istenigazában,1636,1636,istenigazában,,,13. Szóösszetétellel keletkezett szavak ,n,iʃtɛniɡɒzaːbɒn
izgága,1636,1636,izgága,,"['cantankerous', 'itchy', 'rambunctious', 'stroppy']",,a,izɡaːɡɒ
kálmánkörte,1636,1636,kálmánkörte,,,,v,kaːlmaːnkørtɛ
kanyarít,1636,1636,kanyarít,,,,v,kɒɲɒriːt
kráter,1636,1636,kráter,,['crater'],,n,kraːtɛr
mikrokozmosz,1636,1636,mikrokozmosz,,,E) NEMZETKÖZI SZAVAK ,a,mikrokozmos
politika,1636,1636,politika,,['policy'],1. Latin jövevényszavak általában ,n,politikɒ
roncsol,1636,1636,roncsol,,['to fracture'],,n,ront͡ʃol
kurd,1637,1637,kurd,,,,a,kurd
bakter,1728,"1638 tn.,  1728",bakter,,,,n,bɒktɛr
hazafi,1638,1638,hazafi,,['patriot'],,n,hɒzɒfi
unitárius,1638,1638,unitárius,,['Unitarian'],1. Latin jövevényszavak általában ,n,unitaːriuʃ
cica,1639,1639,cica,,"['kit', 'kitten', 'pussy', 'pussycat']",1. Származékszavak ,n,t͡sit͡sɒ
diszkréció,1639,1639,diszkréció,,"['discretion', 'secrecy']",1. Latin jövevényszavak általában ,n,diskreːt͡sioː
enyhe,1639,1639,enyhe,,"['bland', 'clement', 'easy', 'faint', 'genial', 'gentle', 'light', 'mild', 'moderate', 'smooth', 'soft']",,a,ɛɲhɛ
kombináció,1639,1639,kombináció,,['combination'],,n,kombinaːt͡sioː
máriás,1639,1639,máriás1,,,,a,maːriaːʃ
fecsérel,1640,1640,fecsérel,,['to prodigalize'],,n,fɛt͡ʃeːrɛl
sörét,1640,1640,sörét,,"['lead shot', 'pellet', 'small shot']",4. Bajor jövevényszavak ,n,ʃøreːt
csámcsog,1641,1641,csámcsog,,,,n,t͡ʃaːmt͡ʃoɡ
dorombol,1641,1641,dorombol,,['to purr'],,v,dorombol
embléma,1641,1641,embléma,,['emblem'],,n,ɛmbleːmɒ
kukta,1641,1641,kukta,,['slushy'],c) Szlovák jövevényszavak ,n,kuktɒ
placc,1641,1641,placc,,,1. Német jövevényszavak általában ,n,plɒt͡st͡s
televény,1641,1641,televény,,,,n,tɛlɛveːɲ
potentát,16411718,1641–1718,potentát,,['potentate'],,n,potɛntaːt
lótusz,1642,1642 u.,lótusz,,['lotus'],,n,loːtus
árvácska,1642,1642,árvácska,,['pansy'],1. Származékszavak ,n,aːrvaːt͡ʃkɒ
bandita,1642,1642,bandita,,"['bandit', 'desperado', 'goon', 'holdup man', 'ruffian', 'toughie', 'toughy']",,n,bɒnditɒ
kocsány,1642,1642,kocsány,,"['stalk', 'stem']",D) VÁNDORSZÓK ,n,kot͡ʃaːɲ
szószátyár,1642,1642,szószátyár,,"['diffuse', 'gassy', 'long-winded', 'windbag']",13. Szóösszetétellel keletkezett szavak ,a,soːsaːcaːr
huncut,16421660,1642–1660,huncut,,"['arch', 'elfin', 'elfish', 'impish', 'perky', 'roguish', 'waggish']",1. Német jövevényszavak általában ,a,hunt͡sut
bölömbika,1643,1643,bölömbika,,,13. Szóösszetétellel keletkezett szavak ,n,bølømbikɒ
furulya,1643,1643,furulya,,['flute'],,a,furujɒ
gránát,1643,1643,gránát2,,"['bomb-shell', 'garnet', 'grenade', 'shell']",,n,ɡraːnaːt
kampó,1643,1643,kampó,,"['clamp', 'clasp', 'clench', 'crook', 'crotchet', 'dog', 'hook', 'loop']",10. Szóhasadással keletkezett szavak ?,n,kɒmpoː
kugli,1643,1643,kugli,,['tenpins'],4. Bajor jövevényszavak ,n,kuɡli
öklendezik,1643,1643,öklendezik,,"['to heave, hove', 'to heave', 'to retch']",,v,øklɛndɛzik
pajzán,1643,1643,pajzán,,['blithe'],,a,pɒjzaːn
reflektál,1643,1643,reflektál,,,,v,rɛflɛktaːl
rikácsol,1643,1643,rikácsol,,"['to clang', 'to scream']",,v,rikaːt͡ʃol
sarkalatos,1643,1643,sarkalatos,,"['cardinal', 'fundamental', 'pivotal']",1. Származékszavak ,a,ʃɒrkɒlɒtoʃ
tapsifüles,1643,1643,tapsifüles,,,13. Szóösszetétellel keletkezett szavak ,n,tɒpʃifylɛʃ
tár,1643,1643,tár1,,['bay'],,v,taːr
vihar,1643,1643,vihar,,"['drift', 'storm', 'tempest']",,n,vihɒr
zuhé,1643,1643,zuhé,,['soak'],,n,zuheː
cin,1644,1644,cin,,,4. Bajor jövevényszavak ,n,t͡sin
élelem,1644,1644,élelem,,"['comestible', 'food', 'jock', 'keep', 'meat', 'nutriment', 'nutrition', 'victualage', 'victuals']",,n,eːlɛlɛm
előkelő,1644,1644,előkelő,,"['aristocratic', 'cheesy', 'classy', 'crackerjack', 'distinguished', 'elegant', 'exclusive', 'fine', 'grand', 'high', 'honourable', 'illustrious', 'patrician', 'swell', 'topping']",,a,ɛløːkɛløː
jurátus,1644,1644,jurátus,,,,n,juraːtuʃ
konzervatórium,1644,1644,konzervatórium,,,3. Hazai latin jövevényszavak ,n,konzɛrvɒtoːrium
rakéta,1644,1644,rakéta,,"['cracker', 'missile', 'rocket', 'squib']",1. Olasz (többnyire északolasz) jövevényszavak ,n,rɒkeːtɒ
régió,1644,1644,régió,,,,n,reːɡioː
retirál,1644,1644,retirál,,,,n,rɛtiraːl
speciális,1644,1644,speciális,,"['peculiar', 'special', 'speciality', 'specific']",,a,ʃpɛt͡siaːliʃ
suskus,1644,1644,suskus,,"['shenanigan', 'twist']","1. Hangutánzó, hangfestő szavak ",n,ʃuʃkuʃ
szeparál,1644,1644,szeparál,,['to separate'],1. Latin jövevényszavak általában ,r,sɛpɒraːl
teória,1644,1644,teória,,['theory'],,n,tɛoːriɒ
turbán,1644,1644,turbán,,['turban'],D) VÁNDORSZÓK ,n,turbaːn
kunszt,16441671,1644–1671,kunszt,,['stunt'],,n,kunst
burkus,1645,1645,burkus,,,7. Szórövidüléssel létrejött szavak ,a,burkuʃ
csámpás,1645,1645,csámpás,,,F) VITATOTT EREDETŰ SZAVAK ,r,t͡ʃaːmpaːʃ
dörömböl,1645,1645,dörömböl,,"['to bang', 'to thump', 'to thunder']",,v,dørømbøl
éljen,1645,1645,éljen,,['cheer'],,v,eːljɛn
évődik,1645,1645,évődik,,"['to banter', 'to chaff']",,v,eːvøːdik
feltétel,1645,1645,feltétel,,"['assumption', 'condition', 'stipulation', 'terms', 'understanding']",,n,fɛlteːtɛl
firhang,1645,1645,firhang,,,,r,firhɒnɡ
gunnyaszt,1645,1645,gunnyaszt,,,1. Származékszavak ,a,ɡunɲɒst
hetyke,1645,1645,hetyke,,"['assured of the future', 'brash', 'jaunty', 'perky', 'pert']",,a,hɛckɛ
izmos,1645,1645,izmos,,"['able-bodied', 'beefy', 'chunky', 'have plenty of beef', 'hefty', 'lusty', 'muscular', 'nervous', 'robust', 'robustful', 'robustic', 'robustious', 'sinewy', 'stout', 'sturdy', 'thewy', 'well-set']",1. Származékszavak ?,a,izmoʃ
jáger,1645,1645,jáger,,,,n,jaːɡɛr
kandidátus,1645,1645,kandidátus,,"['applicant', 'applicant for a place', 'applicant for a post', 'candidate', ""holder of a candidate's degree""]",,n,kɒndidaːtuʃ
képzel,1645,1645,képzel,,"['to conceit', 'to fancy', 'to suppose']",,v,keːpzɛl
kifogás,1645,1645,kifogás,,"['alibi', 'censure', 'evasion', 'excuse', 'mask', 'objection', 'objection to sg', 'plea', 'pretension', 'pretext', 'remonstrance', 'representation', 'stricture', 'subterfuge']",,n,kifoɡaːʃ
klasszikus,1645,1645,klasszikus,,"['classic', 'classical']",,a,klɒʃsikuʃ
kucorog,1645,1645,kucorog,,['to squat'],1. Származékszavak ,n,kut͡soroɡ
liberális,1645,1645,liberális,,['liberal'],1. Latin jövevényszavak általában ,a,libɛraːliʃ
nagylelkű,1645,1645,nagylelkű,,"['bounteous', 'bountiful', 'broad', 'generous', 'ingenuous', 'large', 'liberal', 'magnanimous', 'noble']",,a,nɒɟlɛlkyː
nyámmog,1645,1645,nyámmog,,,"1. Hangutánzó, hangfestő szavak ",n,ɲaːmmoɡ
önkény,1645,1645,önkény,,,,n,ønkeːɲ
petyhüdt,1645,1645,petyhüdt,,"['drooping', 'droopy', 'flabby', 'flaccid', 'floppy', 'lax', 'limp', 'slack', 'sloppy']",1. Származékszavak ,a,pɛchydt
sikamlós,1645,1645,sikamlós,,"['clubby', 'gross', 'highly seasoned', 'slippery']",,a,ʃikɒmloːʃ
tézis,1645,1645,tézis,,,,n,teːziʃ
toporzékol,1645,1645,toporzékol,,['to stamp'],1. Származékszavak ,v,toporzeːkol
tüstént,1645,1645,tüstént,,"['anon', 'forthright', 'instanter', 'on the instant', 'right away', 'right off', 'right on end', 'straight on end']",3. Megszilárdult ragos alak ,r,tyʃteːnt
acsarkodik,16451646,1645–1646,acsarkodik,,,1. Származékszavak ,v,ɒt͡ʃɒrkodik
komisz,16451646,1645–1646,komisz,,"['cussed', 'nasty', 'ornery', 'shabby', 'villainous', 'wicked']",,v,komis
fórum,1646,1646,fórum,,"['forum', 'panel', 'panel discussion']",1. Latin jövevényszavak általában ,n,foːrum
oratórium,1646,1646,oratórium,,,,n,orɒtoːrium
pucér,1646,1646,pucér,,,,a,put͡seːr
vinkó,1646,1646,vinkó,,,d) Nyugati szláv jövevényszavak (általában) ?,a,vinkoː
csiriz,1673,"1647  (?),  1673",csiriz,,"['adhesive', 'paste']",,a,t͡ʃiriz
atom,1647,1647,atom,,['atom'],,n,ɒtom
bóbita,1647,1647,bóbita,,['tuft'],1. Származékszavak ,n,boːbitɒ
csukló,1647,1647,csukló,,"['joint', 'juncture', 'knuckle', 'knuckle-joint', 'link', 'pivot', 'wrist']",,n,t͡ʃukloː
dohány,1647,1647,dohány,,"['blunt', 'brass', 'chink', 'dough', 'dumps', 'lolly', 'rhino', 'tin', 'tobacco', 'wampum', 'weed']",,n,dohaːɲ
gacsos,1647,1647,gacsos,,,,n,ɡɒt͡ʃoʃ
hepehupás,1647,1647,hepehupás,,['bumpy'],,a,hɛpɛhupaːʃ
kredenc,1647,1647,kredenc,,['credenza'],1. Német jövevényszavak általában ,n,krɛdɛnt͡s
maca,1647,1647,maca,,,,n,mɒt͡sɒ
obsit,1647,1647,obsit,,,,n,obʃit
pártfogó,1647,1647,pártfogó,,"['friend', 'helper', 'patron', 'shield', 'well-wisher']",,a,paːrtfoɡoː
penderedik,1647,1647,penderedik,,,1. Származékszavak ,v,pɛndɛrɛdik
rabszolga,1647,1647,rabszolga,,"['serf', 'slave', 'slavish', 'thrall']",,n,rɒbsolɡɒ
somfordál,1647,1647,somfordál,,,,n,ʃomfordaːl
szortyog,1647,1647,szortyog,,"['to snuffle', 'to squelch']",,r,sorcoɡ
velence,1647,1647,velence,,,D) VÁNDORSZÓK ,n,vɛlɛnt͡sɛ
viskó,1647,1647,viskó,,"['hovel', 'kennel', 'shanty', 'shebang', 'shed']",,n,viʃkoː
kucséber,1845,"1648  tn.  (?),  1845",kucséber,,,4. Bajor jövevényszavak ,n,kut͡ʃeːbɛr
bódorog,1648,1648,bódorog,,,,a,boːdoroɡ
egyveleg,1648,1648,egyveleg,,"['medley', 'miscellany', 'pot-pourri']",,r,ɛɟvɛlɛɡ
kongresszus,1648,1648,kongresszus,,['congress'],,n,konɡrɛʃsuʃ
pászta,1648,1648,pászta,,['tract'],,n,paːstɒ
bankett,1649,1649,bankett,,['banquet'],E) NEMZETKÖZI SZAVAK ,n,bɒnkɛtt
fülke,1649,1649,fülke,,"['bay', 'booth', 'box', 'chamber', 'chase', 'closet', 'compartment', 'niche', 'partition', 'recess', 'subdivision', 'traverse']",,n,fylkɛ
ipse,1649,1649,ipse,,['blighter'],,n,ipʃɛ
kuruttyol,1649,1649,kuruttyol,,,,n,kurutcol
majszol,1649,1649,majszol,,"['to mumble', 'to nibble']","1. Hangutánzó, hangfestő szavak ?",n,mɒjsol
