#,Lemma,Sprachen,Wortart,Deutsche Bedeutung,Englische Bedeutung,link
2867,*kluba,got,M.,"Kloben, Kluppe, gespaltener Zweig","log (N.), billet",https://koeblergerhard.de/wikiling/?f=got&page=144
2868,knauen,got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=144
2869,*knawana 1,got,Adj.,gut,good,https://koeblergerhard.de/wikiling/?f=got&page=144
2870,kniu* 5,got,N.,Knie,knee (N.),https://koeblergerhard.de/wikiling/?f=got&page=144
2871,knōþs* 1,got,F.,Geschlecht,"stock (N.), race (N.), people",https://koeblergerhard.de/wikiling/?f=got&page=144
2872,knussjan* 2,got,V.,"niederfallen?, auf die Knie fallen, knien","fall on one’s knee, assume a begging position",https://koeblergerhard.de/wikiling/?f=got&page=144
2873,*knussus?,got,M.,Knien (N.),kneel (N.),https://koeblergerhard.de/wikiling/?f=got&page=144
2874,*knutjan?,got,V.,knien,kneel (V.),https://koeblergerhard.de/wikiling/?f=got&page=144
2875,*kōka?,got,M.,Kuchen,cake (N.),https://koeblergerhard.de/wikiling/?f=got&page=144
2876,kommen,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=144
2877,*kōni-,got,Adj.,kühn,bold,https://koeblergerhard.de/wikiling/?f=got&page=144
2878,*kop?,got,Sb.,Becher?,cup (N.)?,https://koeblergerhard.de/wikiling/?f=got&page=144
2879,"kor, korn*",got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=144
2880,korn*,got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=144
2881,"kozma*, chozma",got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=145
2882,kq 2,got,Abkürzung,26,26,https://koeblergerhard.de/wikiling/?f=got&page=145
2883,*kramjan,got,V.,drücken,press (V.),https://koeblergerhard.de/wikiling/?f=got&page=145
2884,*krampa,got,M.,"Klammer, Haken","clip (N.), hook (N.)",https://koeblergerhard.de/wikiling/?f=got&page=145
2885,*krappa,got,F.,Haken,hook (N.),https://koeblergerhard.de/wikiling/?f=got&page=145
2886,*krattōn,got,V.,kratzen,scratch (V.),https://koeblergerhard.de/wikiling/?f=got&page=145
2887,*kreitan,got,V.,"kreischen, schreien","screech (V.), shriek (V.)",https://koeblergerhard.de/wikiling/?f=got&page=145
2888,*kreitus?,got,M.,Kreis,circle (N.),https://koeblergerhard.de/wikiling/?f=got&page=145
2889,"Krēks 5, Pl. Krēkos",got,M.,Grieche,Greek,https://koeblergerhard.de/wikiling/?f=got&page=145
2890,*kripja?,got,Sb.,Krippe,"crib, manger",https://koeblergerhard.de/wikiling/?f=got&page=145
2891,kriten*,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=145
2892,kriustan* 1,got,V.,knirschen,"grate (V.), gnash (V.), grind (V.)",https://koeblergerhard.de/wikiling/?f=got&page=145
2893,*krōtōn?,got,V.,zermalmen,crush (V.),https://koeblergerhard.de/wikiling/?f=got&page=145
2894,*krūka,got,F.,Krug (M.) (1),"jug, pitcher",https://koeblergerhard.de/wikiling/?f=got&page=145
2895,*krukkja,got,F.,Krücke,crutch (N.),https://koeblergerhard.de/wikiling/?f=got&page=145
2896,*kruppa,got,F.,runde Masse,round mass,https://koeblergerhard.de/wikiling/?f=got&page=145
2897,*krūska,got,F.,Kleie,bran,https://koeblergerhard.de/wikiling/?f=got&page=145
2898,*krūski?,got,Sb.,Kleie,bran,https://koeblergerhard.de/wikiling/?f=got&page=145
2899,krusts 1,got,M.,Knirschen,"grating (N.), gnashing (N.), grinding (N.)",https://koeblergerhard.de/wikiling/?f=got&page=145
2900,ktl,got,"Konj., Art., Sb.",,,https://koeblergerhard.de/wikiling/?f=got&page=145
2901,kþ 2,got,Abkürzung,29,29,https://koeblergerhard.de/wikiling/?f=got&page=146
2902,kubitus* 1,got,M.,"Liegen am Tisch, Tischgesellschaft, Gruppe, Tischgenossenschaft","reclining to eat, group reclining and eating together, lying down (N.)",https://koeblergerhard.de/wikiling/?f=got&page=146
2903,kukjan* 5,got,V.,küssen,kiss (V.),https://koeblergerhard.de/wikiling/?f=got&page=146
2904,*kumbjan?,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=146
2905,kumei 1,got,V.,steh auf,"stand up, arise",https://koeblergerhard.de/wikiling/?f=got&page=146
2906,kunawida* 1,got,F.,"Fessel, Band","cord, thong, fetter (N.)",https://koeblergerhard.de/wikiling/?f=got&page=146
2907,*kundjan?,got,V.,sich vermehren,increase o.s.,https://koeblergerhard.de/wikiling/?f=got&page=146
2908,"*-kunds (1), *kunds",got,Adj.,stammend,coming,https://koeblergerhard.de/wikiling/?f=got&page=146
2909,"*-kunds (2), *kunds",got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=146
2910,kuni 19,got,N.,"Geschlecht, Stamm","clan, tribe, race (N.), blood stock, generation",https://koeblergerhard.de/wikiling/?f=got&page=146
2911,*kunja?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=146
2912,*kunnains?,got,F.,Kennenlernen,acquaintance,https://koeblergerhard.de/wikiling/?f=got&page=146
2913,kunnan (1) 97=96,got,V.,"kennen, wissen","be acquainted, know, understand",https://koeblergerhard.de/wikiling/?f=got&page=146
2914,"*-kunnan (2), *kunnan",got,V.,kennenlernen,"acquire knowledge of, get to know, recognize",https://koeblergerhard.de/wikiling/?f=got&page=146
2915,"*-kuns?, *kuns?",got,Adj.,stammend,coming (Adj.),https://koeblergerhard.de/wikiling/?f=got&page=146
2916,kunþi 17,got,N.,"Kunde (F.), Kenntnis","knowledge, thorough acquaintance",https://koeblergerhard.de/wikiling/?f=got&page=146
2917,*kunþjan?,got,V.,künden,"announce (V.), herald (V.)",https://koeblergerhard.de/wikiling/?f=got&page=146
2918,kunþs (1) 6,got,Adj.,"kund, bekannt, Bekannter (= kunþs subst.)","known, recognized",https://koeblergerhard.de/wikiling/?f=got&page=146
2919,*kunþs (2),got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=146
2920,*kusans?,got,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=146
2921,*kuskeis?,got,Adj.,keusch,chaste,https://koeblergerhard.de/wikiling/?f=got&page=147
2922,"kusma* 1, kozma, chozma",got,M.,"Kehle?, k-Rune, Geschwür?","boil (N.), tumefaction, infected swelling, name of k-rune",https://koeblergerhard.de/wikiling/?f=got&page=147
2923,*kusts?,got,F.,Probe,provenness,https://koeblergerhard.de/wikiling/?f=got&page=147
2924,kustus* 3,got,M.,"Prüfung, Beweis","test (N.), trial, proving by test, proof (N.)",https://koeblergerhard.de/wikiling/?f=got&page=147
2925,Kwreinaius* 1,got,"Adj., M.","kyrenisch, Einwohner von Kyrene","cyrenish, inhabitant of Cyrene",https://koeblergerhard.de/wikiling/?f=got&page=147
2926,kz 2,got,Abkürzung,27,27,https://koeblergerhard.de/wikiling/?f=got&page=147
2927,l 8,got,Buchstabe,"1, Abkürzung für dreißig","1, abbreviation for thirty",https://koeblergerhard.de/wikiling/?f=got&page=147
2928,laaz,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=147
2929,lachen,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=147
2930,lagaz*,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=147
2931,*lageins,got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=147
2932,laggamōdei* 2,got,F.,Langmut,"patience, long-suffering",https://koeblergerhard.de/wikiling/?f=got&page=147
2933,*laggamōþs,got,Adj.,langmütig,"patient, long-suffering",https://koeblergerhard.de/wikiling/?f=got&page=147
2934,laggei 2=1,got,F.,Länge,length,https://koeblergerhard.de/wikiling/?f=got&page=147
2935,laggs* 6,got,Adj.,lang (nur von der Zeit),"long (Adj.), long-lasting (of time only)",https://koeblergerhard.de/wikiling/?f=got&page=147
2936,lagjan 29,got,V.,"legen, auflegen, hinlegen, setzen, stellen","lay (V.), lay down, set (V.), set down, put (V.), put down, deposit (V.)",https://koeblergerhard.de/wikiling/?f=got&page=147
2937,"lagus* 1, lagaz*?, laaz",got,M.,"See, l-Rune","lake, sea, open water, ocean, name of l-rune",https://koeblergerhard.de/wikiling/?f=got&page=147
2938,"láian* (?) 1, lauan* (?)",got,V.,schmähen,"berate, revile, rail at, despise",https://koeblergerhard.de/wikiling/?f=got&page=147
2939,laiba* 3,got,F.,"Überbleibsel, Rest","what is left, leftover, remains (N.), remnant, rest (N.), remainder",https://koeblergerhard.de/wikiling/?f=got&page=147
2940,*laibjan,got,V.,übrig lassen,"leave over, leave behind, leave remaining",https://koeblergerhard.de/wikiling/?f=got&page=147
2941,*laidjan,got,V.,"gehen machen, leiten","make go, lead (V.)",https://koeblergerhard.de/wikiling/?f=got&page=148
2942,"*laif, *laifs?",got,N.,Rest,remain (N.),https://koeblergerhard.de/wikiling/?f=got&page=148
2943,*laifs,got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=148
2944,laigaiōn 2,got,M.,Legion,legion,https://koeblergerhard.de/wikiling/?f=got&page=148
2945,*laigōn,got,V.,lecken (V.) (1),lick (V.),https://koeblergerhard.de/wikiling/?f=got&page=148
2946,laikan* 3,got,V.,"hüpfen, springen","frolic (V.), romp (V.), jump for joy, hop (V.) (1)",https://koeblergerhard.de/wikiling/?f=got&page=148
2947,laiks* 1,got,M.,Tanz,"frolic (N.), dancing (N.), romp (N.), dance (N.)",https://koeblergerhard.de/wikiling/?f=got&page=148
2948,laíktjō 44,got,F.,"Leseabschnitt, Lektion","lection (N.), reading (N.), lesson",https://koeblergerhard.de/wikiling/?f=got&page=148
2949,*laílōun?,got,"V., V.",,,https://koeblergerhard.de/wikiling/?f=got&page=148
2950,lais,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=148
2951,laisan* 2,got,V.,"wissen, erfahren (V.)",know,https://koeblergerhard.de/wikiling/?f=got&page=148
2952,laisāreis 38,got,M.,Lehrer,"teacher, instructor",https://koeblergerhard.de/wikiling/?f=got&page=148
2953,laiseigs 2,got,Adj.,"zum Lehren befähigt, zum Lehren geeignet, lehrend","skillful in teaching, able in instructing, apt at teaching",https://koeblergerhard.de/wikiling/?f=got&page=148
2954,laiseins 34,got,F.,Lehre,"teaching (N.), act of instruction, doctrine",https://koeblergerhard.de/wikiling/?f=got&page=148
2955,*laisiþs,got,"V., Adj.",gelehrt,"instructed, educated",https://koeblergerhard.de/wikiling/?f=got&page=148
2956,laisjan 54,got,V.,"lehren, belehren, sich belehren (= sik laisjan), lernen (= sik laisjan)","teach, instruct, teach o.s. (= sik laisjan), learn (= sik laisjan)",https://koeblergerhard.de/wikiling/?f=got&page=148
2957,*laisō,got,F.,Lehre,"teaching (N.), doctrine",https://koeblergerhard.de/wikiling/?f=got&page=148
2958,*laista?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=148
2959,*laistiþs?,got,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=148
2960,laistjan 49,got,V.,"folgen, nachstreben, verfolgen, nachgehen","follow, pursue",https://koeblergerhard.de/wikiling/?f=got&page=148
2961,*laistōn?,got,V.,leisten,achieve,https://koeblergerhard.de/wikiling/?f=got&page=149
2962,laists* 3,got,M.,Spur,"track (N.), footprint, trace (N.), spoor (N.)",https://koeblergerhard.de/wikiling/?f=got&page=149
2963,*laiþs,got,Adj.,leid,loath,https://koeblergerhard.de/wikiling/?f=got&page=149
2964,Laiwweitus* 2,got,M.,Levit,Levite,https://koeblergerhard.de/wikiling/?f=got&page=149
2965,lamb 25,got,N.,"Lamm, Schaf, junges Kleinvieh","lamb (N.), sheep",https://koeblergerhard.de/wikiling/?f=got&page=149
2966,"*lameis, *lamjis?",got,Adj.,"lahm, schlaff, mild, matt","lame (Adj.), weak, limp (Adj.), mild",https://koeblergerhard.de/wikiling/?f=got&page=149
2967,*lamjis,got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=149
2968,land* 11,got,N.,"Land, Landgut, Gegend","land (N.), country, farmland, territory, region",https://koeblergerhard.de/wikiling/?f=got&page=149
2969,landis,got,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=149
2970,*landjō,got,F.,Lende,loin,https://koeblergerhard.de/wikiling/?f=got&page=149
2971,*lapins,got,M.,Löffel (M.) (1),spoon (N.),https://koeblergerhard.de/wikiling/?f=got&page=149
2972,lasiws 2,got,Adj.,schwach,"weak, feeble",https://koeblergerhard.de/wikiling/?f=got&page=149
2973,*laska?,got,F.,Fetzen,"shred (N.), scrap (1) (N.)",https://koeblergerhard.de/wikiling/?f=got&page=149
2974,latei 1,got,F.,"Lässigkeit, Trägheit","sluggishness, slackness, laxness",https://koeblergerhard.de/wikiling/?f=got&page=149
2975,latjan* 1,got,V.,"aufhalten, verzögern, lange dauern","retard (V.), delay (V.), make late",https://koeblergerhard.de/wikiling/?f=got&page=149
2976,lats* 3,got,Adj.,"lässig, träge, faul","sluggish (Adj.), slack (Adj.), lax (Adj.), lazy, indolent",https://koeblergerhard.de/wikiling/?f=got&page=149
2977,*laþa,got,F.,"Ruf, Ladung (F.) (2)","call (N.), appeal (N.)",https://koeblergerhard.de/wikiling/?f=got&page=149
2978,laþaleikō 1,got,Adv.,gern,"invitation-like, hospitably, gladly, charitably",https://koeblergerhard.de/wikiling/?f=got&page=149
2979,*laþaleiks?,got,Adj.,gern,"hospitable, charitable",https://koeblergerhard.de/wikiling/?f=got&page=149
2980,laþōn 19,got,V.,einladen (V.) (2),"call (V.), summon (V.), bid come, invite",https://koeblergerhard.de/wikiling/?f=got&page=149
2981,laþōns 10,got,F.,"Einladung, Berufung, Trost, Erlösung","calling (N.), vocation, invitation",https://koeblergerhard.de/wikiling/?f=got&page=150
2982,láuan*,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2983,*laubei,got,F.,Glanz,splendour,https://koeblergerhard.de/wikiling/?f=got&page=150
2984,*laubeins (1),got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2985,*laubeins (2),got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2986,*laubja?,got,F.,Laubhütte,tabernacle,https://koeblergerhard.de/wikiling/?f=got&page=150
2987,*laubjan,got,V.,erlauben?,allow?,https://koeblergerhard.de/wikiling/?f=got&page=150
2988,*laubjō laubi,got,F.,"Laube, Vorhalle, Dach","summerhouse, portico, roof (N.)",https://koeblergerhard.de/wikiling/?f=got&page=150
2989,laudi* 1,got,F.,Gestalt,"bodily dimensions, physical proportions of growth",https://koeblergerhard.de/wikiling/?f=got&page=150
2990,lauf?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2991,"laufs* (1) 3, lauf",got,M.,"Laub, Blatt","leaf, leafage, foliage",https://koeblergerhard.de/wikiling/?f=got&page=150
2992,*laufs (2),got,Adj.,wertvoll?,valuable,https://koeblergerhard.de/wikiling/?f=got&page=150
2993,*laugnei?,got,F.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2994,*laugniba?,got,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2995,laugnjan* 4,got,V.,leugnen,"declare untrue, deny, disclaim, falsify, give a false appearance, cover up",https://koeblergerhard.de/wikiling/?f=got&page=150
2996,*laugns (1),got,F.,Verborgenheit,seclusion,https://koeblergerhard.de/wikiling/?f=got&page=150
2997,*laugns (2),got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=150
2998,lauhatjan* 1,got,V.,blitzen,"lightning (V.), flash like lightning, fulgurate, blaze (V.)",https://koeblergerhard.de/wikiling/?f=got&page=150
2999,lauhmuni* 4,got,F.,Blitz,"lightning (N.), blaze (N.)",https://koeblergerhard.de/wikiling/?f=got&page=150
3000,laun* 6,got,N.,"Lohn, Belohnung, Dank","compensation, reward (N.), remuneration, credit (N.)",https://koeblergerhard.de/wikiling/?f=got&page=150
3001,launawargs* 1,got,Adj.,undankbar,"ingratiate, unthankful",https://koeblergerhard.de/wikiling/?f=got&page=151
3002,*launi (?),got,N.,Lohn,"compensation, reward (N.)",https://koeblergerhard.de/wikiling/?f=got&page=151
3003,laus 10,got,Adj.,"los, leer","empty (Adj.), void (Adj.), devoid (Adj.), free from",https://koeblergerhard.de/wikiling/?f=got&page=151
3004,lausawaúrdei* 1,got,F.,"leeres Gerede, leeres Geschwätz","empty talk, babble (N.), empty chatter",https://koeblergerhard.de/wikiling/?f=got&page=151
3005,lausawaúrdi* 1,got,N.,"leeres Gerede, leeres Geschwätz","empty talk, empty chatter",https://koeblergerhard.de/wikiling/?f=got&page=151
3006,lausawaúrds* 2=1,got,Adj.,"leeres Geschwätz vollführend, hohler Schwätzer (= lausawaurds, subst.)","speaking empty words, talking idly, empty talker",https://koeblergerhard.de/wikiling/?f=got&page=151
3007,*lauseins?,got,F.,Lösung,solution,https://koeblergerhard.de/wikiling/?f=got&page=151
3008,laushandja* 1,got,Adj.,mit leeren Händen,empty-handed,https://koeblergerhard.de/wikiling/?f=got&page=151
3009,*laushandus?,got,Adj.,mit leeren Händen,empty-handed,https://koeblergerhard.de/wikiling/?f=got&page=151
3010,lausjan 7,got,V.,"lösen, losmachen, retten, Geld erheben, Geld eintreiben, Geld zurückfordern, for>>>","make loose, free (V.), liberate, release (V.), free from, free of, extract (V.),>>>",https://koeblergerhard.de/wikiling/?f=got&page=151
3011,lausqiþrei* 2,got,F.,Fasten,fasting (N.),https://koeblergerhard.de/wikiling/?f=got&page=151
3012,lausqiþrs* 1,got,Adj.,"leeren Magens, nüchtern, ungespeist","fasting (Adj.), with empty stomach",https://koeblergerhard.de/wikiling/?f=got&page=151
3013,"*-lauþs, *lauþs",got,Adj.,"beschaffen (Adj.), groß","made, great",https://koeblergerhard.de/wikiling/?f=got&page=151
3014,*lēdi,got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=151
3015,*lēdjan?,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=151
3016,*leiban,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=151
3017,leihts* 2,got,Adj.,"leicht, leichtsinnig","light (Adj.), lightweight (Adj.), light-headed, slight (Adj.)",https://koeblergerhard.de/wikiling/?f=got&page=151
3018,leiƕan (sis) 4,got,V.,"leihen, borgen","lend, loan (V.), take on loan, borrow",https://koeblergerhard.de/wikiling/?f=got&page=151
3019,*leija?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=151
3020,leik (1) 175=173,got,N.,"Körper, Leib, Leichnam, Fleisch","body, fleshly body, corpse, flesh (N.)",https://koeblergerhard.de/wikiling/?f=got&page=151
3021,*leik (2),got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3022,*leika?,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3023,leikains* 4,got,F.,"Gefallen, Gutdünken, Wohlgefallen, Vorsatz","liking, preference, pleasure, approval, purpose (N.)",https://koeblergerhard.de/wikiling/?f=got&page=152
3024,leikan* 2,got,V.,"gefallen (V.), zu Gefallen sein (V.)","please (V.), be pleasing to",https://koeblergerhard.de/wikiling/?f=got&page=152
3025,*leikei?,got,F.,Gleichheit,"equality, identity",https://koeblergerhard.de/wikiling/?f=got&page=152
3026,leikeins 6,got,Adj.,"leiblich, fleischlich","bodily, corporeal, carnal, fleshly",https://koeblergerhard.de/wikiling/?f=got&page=152
3027,leikeis*,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3028,*leiki?,got,N.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3029,leikinassus*,got,M.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3030,leikinōn*,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3031,*leikjan?,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3032,*leiknan,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3033,*leikō,got,Adv.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3034,*leikōn,got,V.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3035,*leikōþs?,got,"V., Adj.",,,https://koeblergerhard.de/wikiling/?f=got&page=152
3036,*leiks,got,Adj.,,,https://koeblergerhard.de/wikiling/?f=got&page=152
3037,lein* 4,got,N.,"Leinen, Leinwand, Linnen","linen (N.), flaxen cloth",https://koeblergerhard.de/wikiling/?f=got&page=152
