#,Lemma,Sprachen,Wortart,Deutsche Bedeutung,Englische Bedeutung
2554,hups* 2,got,M.,Hüfte,hip (N.)
2555,hūs* 1,got,N.,Haus,house (N.)
2556,husa* 1,got,F.,"Beinschiene, Hose, Beinkleid","greave, breeches, trousers"
2557,huzd 7,got,N.,"Hort, Schatz","treasure (N.), store of wealth"
2558,huzdjan 3,got,V.,"Schätze sammeln, sammeln","treasure up, store up, lay away as treasure, gather"
2559,"hwssōpō* 1, hwssōpōn*",got,F.,Ysop,"hyssop, small bush with highly aromatic leaves"
2560,hwssōpōn*,got,F.,,
2561,ƕad,got,Adv.,,
2562,ƕadrē 1,got,Adv.,wohin,"wither (Adv.), where to, to what place"
2563,*ƕaduh?,got,Adv.,,
2564,*ƕah?,got,Pron.,,
2565,ƕair* 1,got,M.,"Kessel, ƕ-Rune","caldron, name of ƕ-rune"
2566,ƕaírban* 32,got,V.,"wandeln, sich wenden","go around, circulate, walk (V.), live"
2567,*ƕaírbs?,got,Adj.,,
2568,ƕaírnei* 1,got,F.,Schädel,skull
2569,ƕaírneins*,got,Adj.,Schädel-,"of the skull, cranial"
2570,*ƕaírnō?,got,F.,Schädel,skull
2571,ƕaiteis* 1,got,M.,Weizen,wheat
2572,ƕaiwa 69,got,Adv.,"wie, irgendwie","how, how much, somehow"
2573,ƕan 35,got,Adv.,"wann, irgendwann, wie, um wieviel, etwa","when, whenever, at any time, whereas, how, however, however much"
2574,ƕanhun 9,got,Adv.,jemals,"ever, at any time"
2575,*ƕapjan?,got,V.,ersticken?,suffocate?
2576,*ƕapnan?,got,V.,ersticken?,suffocate?
2577,ƕar 20,got,Adv.,wo,"where, wherever, at which place"
2578,ƕarbōn* 7,got,V.,"wandeln, gehen, umhergehen","wander on past, pass on, walk about, stroll about, go about"
2579,ƕarjis 10,got,Pron.,"welcher, wer","which, who"
2580,ƕarjizuh 35,got,Pron.,jeder,"each one, every, every one"
2581,*ƕaruh?,got,Adv.,,
2582,ƕas 404401,got,Pron.,"wer, was, irgendeiner, jemand, etwas","who, what, anyone, anything"
2583,ƕashun 9,got,Pron.,jemand,"anyone, one"
2584,ƕassaba 1,got,Adv.,"scharf, streng","sharply, severely"
2585,ƕassei* 2,got,F.,"Strenge, Schärfe","sharpness, severity"
2586,*ƕatjan?,got,V.,"anreizen, verlocken","whet (V.), sharpen, make keen for"
2587,*ƕats?,got,Adj.,scharf,"sharp, whetted, keen"
2588,"ƕaþ 6, ƕad",got,Adv.,wohin,"whither (Adv.), where to"
2589,ƕaþar 6,got,Pron.,wer von beiden,which of two
2590,ƕaþaruh* 1,got,Pron.,jeder von beiden,each of two
2591,ƕaþjan* 2,got,V.,schäumen,"foam (V.), froth (V.)"
2592,ƕaþō* 1,got,F.,Schaum,"foam (N.), froth (N.)"
2593,ƕaþrō 15,got,Adv.,"woher, von woher","whence, where from, from which"
2594,ƕazuh 41,got,"Pron., M.",jeder,"each, everyone, every one"
2595,ƕē 10,got,Adv.,"wem, mit wem, womit, um was, irgendwie, etwa","to whom, with whom, wherewith, how, in what way, in any way, somehow"
2596,ƕēh 2,got,Adv.,"jedenfalls, nur","in any case, in whatever case, no matter what, just only"
2597,ƕeila (1) 42,got,F.,"Weile, Zeit, Stunde","while (N.), time (N.), time period, interval, hour"
2598,*ƕeila (2),got,,,
2599,ƕeilaƕaírbs* 2,got,Adj.,"nur eine Zeitlang dauernd, vergänglich, unbeständig","temporary, transient, transitory, lasting only for a while"
2600,*ƕeilains?,got,F.,"Ruhe, Verweilen","relaxation, respite (N.), rest (N.)"
2601,ƕeilan* 1,got,V.,aufhören,"pause (V.), take an intermission, take a recess, cease"
2602,ƕeilōhun 1,got,Adv.,eine Stunde lang,"for an hour, for a short while"
2603,*ƕeitags 1,got,Adj.,weiß,white
2604,*ƕeitjan,got,V.,weißen,"whiten, make white"
2605,ƕeits* 5,got,Adj.,weiß,white
2606,ƕēlauþs* 21,got,Adj.,wie groß,"of what proportions, how great, what extent of, how extensive"
2607,*ƕilban,got,V.,wölben,"arch (V.), vault (V.), camber (V.)"
2608,ƕileiks 1817,got,"Pron., Adj.","wie beschaffen (Adj.), was für ein, welcher","what sort of, what kind of, which, of what type"
2609,*ƕilftr,got,N.,,
2610,*ƕilftri,got,"F., F.",Wölbung,"incurvature, arching, vault (N.)"
2611,ƕilftrjōns*,got,"F., F.",,
2612,"ƕilftrjōs* 1, ƕilftrjōns*",got,"F., F.","Totenkiste, Sarg","coffin, bier"
2613,ƕj 1,got,Abkürzung,760,760
2614,ƕke 1,got,Abkürzung,725,725
2615,ƕm 1,got,Abkürzung,740,740
2616,ƕmg 1,got,Abkürzung,743,743
2617,ƕō,got,Pron.,,
2618,ƕōftuli 15,got,F.,"Ruhm, Rühmen","boast (N.), boasting (N.), glory (N.)"
2619,ƕōpan 3331,got,V.,sich rühmen,"boast (V.), pride o.s."
2620,ƕōta* 2,got,F.,Drohung,"sharp reprimand, stern warning, threat (N.)"
2621,ƕōtjan* 1,got,V.,drohen,"reprimand sharply, warn sternly, give a severe talking-to, threaten"
2622,"ƕssōpō, ƕssōpōn",got,F.,Ysop,"hyssop, small bush with highly aromativ leaves"
2623,ƕssōpōn,got,F.,,
2624,ƕz 1,got,Abkürzung,707,707
2625,i 2,got,Buchstabe,"i, Abkürzung für 10","i, abbreviation for 10"
2626,ia (1),got,Konj.,,
2627,ia (2) 1,got,Abkürzung,11,11
2628,ib 8,got,Abkürzung,12,12
2629,iba,got,Partikel,,
2630,ibai 69,got,Partikel,"ob, etwa, wohl, ob denn, doch wohl, doch nicht, dass nicht etwa","possibly, feasibly, how is it possible that, is it so that, is it not so that, l>>>"
2631,ibdalja* 1,got,"M., N.","Berglehne, Abhang","declivity, downgrade, slope, descent"
2632,ibna 3,got,Adj.,gleich,"equal, like (Adj.)"
2633,ibnaleiks* 1,got,Adj.,"gleichen Körpers, gleich","equipollent, equal in essence, of equal substance, equal-bodied, of similar form>>>"
2634,"ibnaskauns* 1, ibnaskauneis",got,Adj.,"gleichschön, gleichgesichtig, gleichgestaltet","of equal appearance, of equal sightliness, of equal beauty, equally beautiful, e>>>"
2635,ibnassus 3,got,M.,"Gleichheit, Billigkeit","equalization, equality, equity, equitableness"
2636,*ibnatjan?,got,V.,"gleichmachen, ebnen","even out, level out, equalize"
2637,*ibnjan?,got,V.,ebnen,"make even, level (V.)"
2638,*ibnōn?,got,V.,ebnen,"make even, level (V.)"
2639,ibns* 1,got,Adj.,"eben, flach, gleich","even (Adj.), level (Adj.), flat (Adj.)"
2640,"*ibrs?, *ebrus",got,M.,Eber,boar (N.)
2641,ibuks* 3,got,Adj.,"rückwärts gewandt, zurück","retrorse, reversed, turned back, back (Adj.)"
2642,ich?,got,Pron.,,
2643,*id-,got,V.,,
2644,id 3,got,Abkürzung,14,14
2645,iddja?,got,V.,ging,went
2646,idreiga 1110,got,F.,Buße,"repentence, contrition, remorse (N.)"
2647,idreigōn* 1312,got,V.,"bereuen, Buße tun","be contrite, repent (V.), regret (V.), reform one’s ways"
2648,*idreigs?,got,Adj.,reuig,remorseful
2649,idweit* 2,got,N.,"Schmach, Schimpf","ignominy, reproach (N.), disgrace (N.)"
2650,*idweitan?,got,V.,"rügen, zurechtweisen","regard with rejection, look at repudiatingly"
2651,idweitjan 7,got,V.,schmähen,"reproach (V.), revile (V.), reprobate, despise"
2652,ie 1,got,Abkürzung,15,15
2653,iel,got,Sb.,,
2654,ieltsch,got,Adj.,,
2655,ies,got,Pron.,,
2656,iftuma* 4,got,"Adv., Adj.",folgende,"subsequent, next adjacent"
2657,ig 1,got,Abkürzung,13,13
2658,iggqar*,got,Pron.,,
2659,*igils,got,M.,Igel,hedgehog
2660,"igqar* 1, iggqar*",got,Pron.,"euch beiden gehörig, euer beider","your, of you both, of the two of you"
2661,igqara,got,Pron.,,
2662,igqis,got,Pron.,,
2663,ih 1,got,Abkürzung,18,18
2664,iiz 1,got,N.,"Eis, i-Rune","ice (N.), name of i-rune"
2665,ik 881879,got,Pron.,ich,I
2666,ikei 3,got,Pron.,"der ich, ich welcher","I who, I that"
2667,in 1814,got,"Präp., V.","in, an, auf, unter, zu, während (Konj.), bei, über, nach, gegen, um, für, bis zu>>>","in, into, unto, onto, at, within, when, while (Präp.), during, for, under, in vi>>>"
2668,inagjan* 1,got,V.,"anfahren, bedrohen, in Angst setzen","put in a state of fear, threaten, inspire fear in, censure (V.)"
2669,inahei* 2,got,F.,"Besonnenheit, Selbstbeherrschung","judiciousness, circumspection, prudence, sobriety"
2670,inahs* 1,got,Adj.,"verständig, besonnen (Adj.), klug","judicious, circumspect (Adj.), prudent, wise (Adj.)"
2671,inaljanōn* 2,got,V.,"zornig machen, reizen","jealousy provoke to jealousy, make jealous, provoke, anger (V.)"
2672,#NAME?,got,"V., M.",,
2673,inbrannjan* 1,got,V.,"„anbrennen“, in Brand stecken","set afire, ignite, set on fire"
2674,indrōbnan* 3,got,V.,"in Bestürzung geraten, erschüttert werden","begin to be troubled, start to become disturbed, become disordered"
2675,infeinan* 6,got,V.,"sich erbarmen, gerührt sein (V.)","have compassion, be moved with compassion, have pity"
2676,ingaleikōn* 1,got,V.,"verwandeln, umwandeln","transform the likeness into, change the resemblance into, make the appearance si>>>"
2677,ingardja* (1) 32,got,M.,Hausgenosse,"household member, one of the same household"
2678,ingardja* (2) 2,got,Adj.,im Haus befindlich,"in the house, domiciled within, resident (Adj.)"
2679,ingdolou 1,got,Wort,,
2680,ingif* 1,got,N.,Gift,"poison (N.), toxicant"
2681,ingramjan* 1,got,V.,erbittern,"incite to anger, provoke, put in a state of anger, irritate"
2682,*ingrimjis?,got,Adj.,schrecklich,terrible
2683,inilō* 4,got,F.,"Entschuldigung, Vorwand, Gelegenheit","pretext, pretense, alleged reason, excuse (N.)"
2684,*inilōn,got,V.,einwenden,"introduce as an excuse, allege as a reason for"
2685,inkilþō 3,got,Adj.,"schwanger, Schwangere (= inkilþō subst.)","with child, pregnant"
2686,inkunja* 1,got,M.,"Stammesgenosse, Landsmann","compatriot, fellow countryman"
2687,inliuhtjan 32,got,V.,erleuchten,"enlighten, illuminate, make known"
2688,inmaideins 2,got,F.,"Vertauschung, Tausch","exchange (N.), interchange (N.), substitution"
2689,inmaidjan 8,got,V.,"verwandeln, verändern","transmute, transform, transfigure, transubstantiate, exchange (V.), metamorphose"
2690,inn 9,got,"Adv., V.",hinein,"in, into, within"
2691,inna 4,got,"Adv., V.","innen, innerhalb","within, inside (Adv.)"
2692,innakunds* 2,got,Adj.,"zum Haus gehörig, Hausgenosse (subst.)","from within the household, of the same household"
2693,innana 2,got,Adv.,"von innen, hinein, innen, innerhalb, inwendig (= innana gardis)","from inside, within, into the inside of (= innana gardis)"
2694,innatbaíran* 2,got,V.,"hineinbringen, hineintragen","bear in thither, carry all the way in, bring in"
2695,innatgaggan 8,got,V.,"„hineingehen“, hineinkommen","enter, get into, go into, come into"
2696,innatgāhts* 1,got,F.,"Eingang, Eintritt","entrance, going into, ingress (N.)"
2697,innattiuhan* 1,got,V.,"hineinziehen, hineinführen","bring in to, conduct in thither, usher in, lead in"
2698,innaþrō 4,got,Adv.,"von innen, inwendig","from the interior, from within, inwardly"
2699,inngaggan 18,got,V.,"hineingehen, fortgehen (= inngaggan framis)","go in, enter, progress (V.), proceed on"
2700,inngaleiþan 8,got,V.,hineingehen,"enter, go in, pass in"
2701,inniman* 1,got,V.,hernehmen,"receive, take in, get, accept (V.)"
2702,inniujiþa 1,got,F.,"Erneuerung, Fest der Tempelweihe, Kirchweihe","inauguration, initiation, dedication, feast of the „Dedication“"
2703,innufsliupan* 1,got,V.,"weiter hinaufschlüpfen, hineinschlüpfen","slip on in, slide past on in, slip on past in, slip in unnoticed"
2704,innuma 3,got,"Adj., Adj.","der innere, innerlich","interior, inner"
2705,innwaírpan* 1,got,V.,hineinwerfen,"throw in, cast in"
2706,inraúhtjan* 2,got,V.,"erzürnt werden, zürnen, unwillig sein (V.)","growl interiously, groan (V.), utter gruff sounds to o.s., be indignant"
2707,inreiran* 1,got,V.,"erzittern, erbeben","come to shake, begin quaking, tremble (V.)"
2708,*ins?,got,Sb.,Schwert,sword
2709,insahts 6,got,F.,"Erzählung, Aussage, Zeugnis","argumentation, account (N.), exposition, explication, report (N.), story, statem>>>"
2710,insáian* 1,got,V.,"einsäen, hineinsäen","sow in, seed in"
2711,insaíƕan 12,got,V.,"hinsehen, ansehen, auf etwas sehen, nach etwas sehen, aufblicken, sich umsehen","look at, look upon, look thither"
2712,insailjan* 1,got,V.,"anseilen, herablassen","affix ropes to, tie ropes onto, let down"
2713,insakan* 6,got,V.,"vorstellen, anraten, eintreten für, bezeichnen, vortragen, anzeigen","propound an argument, present the case, expound, declare, explain, give an accou>>>"
2714,insandjan 88,got,V.,"entsenden, hinsenden, zusenden, senden","send thither, dispatch (V.), send on a mission, send away, dismiss"
2715,instandan* 2,got,V.,"bevorstehen, eintreten für","be impending, be imminent, be insistent, urge (V.), stand ahead"
2716,inswinþjan 76,got,V.,stärken,"strengthen, make strong, impart strength to"
2717,intandjan* 1,got,V.,"„anzünden“, verbrennen, in Brand setzen","incinerate, burn up, consume by fire"
2718,intrusgjan 6,got,V.,einpfropfen,"graft in, ingraft"
2719,intundnan 1,got,V.,verbrennen,"be consumed with flame, become consumed with flame, be burnt up, become burnt up>>>"
2720,inu,got,Präp.,,
2721,"inuh 51, inu",got,Präp.,"ohne, außer","without, except, apart from, outside (Präp.)"
2722,inwagjan* 2,got,V.,"erregen, aufwiegeln","agitate, unsettle, churn up, move (V.)"
2723,inwandjan 1,got,V.,"„hineinwenden“, verdrehen, verkehren","twist into something else, pervert, subvert, distort"
2724,inweitan* 10,got,V.,"Verehrung erweisen, begrüßen, anbeten, ansehen, verehren","pay homage to, pay respect to, salute (V.), worship (V.)"
2725,*inweitjan?,got,V.,"anbeten, behexen","adore, worship (V.), bewitch"
2726,inwidan* 8,got,V.,"verleugnen, für ungültig erklären","reject the connection with, deny the relatedness of, repudiate, disown, desert (>>>"
2727,inwindiþa 6,got,F.,Ungerechtigkeit,"perverseness, wickedness, corruption, unrighteousness"
2728,inwinds* 5,got,Adj.,"„gewunden“, ungerecht, verkehrt, verdorben","perverse (Adj.), wicked, corrupt (Adj.), unjust"
2729,inwisan (?)* 1,got,V.,"bevorstehen (?), da sein (V.) (?)","have been discontinued, be elapsed, be no longer"
2730,inwitōþs 1,got,Adj.,"innerhalb des Gesetzes stehend, gesetzlich","within the law, lawful, law-abiding"
2731,iowi,got,M.,ein Gott?,a god?
2732,iq 1,got,Abkürzung,16,16
2733,is 2178,got,Pron.,er,he
2734,"*-isks?, *isks?",got,V.,#NAME?,#NAME?
2735,Israēl 37,got,"M., LN",Israel,Israel
2736,Israēleitēs 3,got,M.,Israelit,Israelite
2737,ita (1),got,Pron.,,
2738,ita (2),got,Num.,,
2739,itan 4,got,V.,essen,eat
2740,iþ (1) 629,got,Konj.,"aber, und, wenn, nun, also, denn","but, however, in any case, even so, so, if, in the case that"
2741,iþ (2) 1,got,Abkürzung,19,19
2742,Iudaialand 1,got,"N., ON",Judäa,Judea
2743,Iudaius 71,got,M.,Jude,Jew
2744,iudaiwiskō 1,got,Adv.,auf jüdische Weise,in a jewish manner
2745,iudaiwiskōn 1,got,V.,jüdisch leben,live like a Jew
2746,*iudaiwisks?,got,Adj.,jüdisch,jewish
2747,iumjō* 1,got,F.,"Haufen, Menge","crowd (N.), throng (N.)"
2748,iup 3,got,Adv.,"aufwärts, hinauf","up, upwards"
2749,iupa 5,got,Adv.,"oben, hinauf","on high, above, aloft, high up"
2750,iupana 1,got,Adv.,"von oben, von Anfang an, von vorne","from above, from before, again from the start, anew"
2751,iupaþrō 8,got,Adv.,von oben,from above
2752,*ius?,got,Adv.,besser,better (Adj.)
2753,iusila 2,got,F.,"Erholung, Besserung","improvement, amelioration, betterment, ease (N.)"
2754,*iusilōn?,got,V.,"bessern, erleichtern","improve, better (V.), ameliorate"
2755,iusiza 1,got,Adj.,"besser, vorzüglicher","better (Adj.), superior"
2756,*iuþa-,got,M.,Nachkomme,descendant
2757,iz 2,got,Abkürzung,17,17
2758,izei 73,got,Pron.,"der, welcher","who, he who, that, that which"
2759,izuh?,got,"Pron., Partikel",,
2760,izwar 191190,got,Pron.,euer,your
2761,j 7,got,Buchstabe,"j, Abkürzung für 60","j, abbreviation for 60"
2762,ja 8,got,Partikel,ja,yes
2763,jabai 289287,got,Konj.,"ob, wenn, wenn nur","whether, if"
2764,jah 3937,got,Konj.,"und, und zwar, auch, aber, denn","indeed, even (Konj.), also, but, and"
2765,jai 12,got,"Partikel, Adv.","ja, wahrlich, für wahr","yes, indeed, absolutely yes, certainly, surely"
2766,*jaina?,got,"Adj., Pron.",,
2767,jainar 34,got,Adv.,"an jenem Ort, dort","in yon place, in that place, there"
2768,jaind 1,got,Adv.,dorthin,"to yon place, to that place, thither"
2769,jaindrē 1,got,Adv.,dorthin,"to yon place, into that place, thither"
2770,jaindwaírþs 1,got,Adj.,dorthin gewandt,"„thitherward“, turned toward that place"
2771,jains* 106,got,"Adj., Pron.",jener,"that, yon, those"
2772,jainþrō 13,got,Adv.,"dorther, von dort","thence, from yon place, from that place"
2773,jaþþē 45,got,Konj.,"und wenn, sei es dass, gleichviel ob, entweder ... oder (= jaþþe ... jaþþe)","if, and if, whether ... or (= jaþþe ... jaþþe), and if ... or if (= jaþþe ... ja>>>"
2774,jau 9,got,Partikel,ob,"it may be so that, is it so that, whether if, regarding whether"
2775,jēr* 2524,got,N.,"Jahr, Zeit, j-Rune","year, name of j-rune"
2776,Jesus,got,"M., PN",Jesus,Jesus
2777,jiuka* 2,got,F.,"Zornausbruch, Streit","fight (N.), battle (N.), anger (N.), quarrel (N.)"
2778,jiukan* 2,got,V.,"kämpfen, ringen, obsiegen","fight (V.), battle (V.), conquer, be a boxer"
2779,*Jiula?,got,N.,Julfest,Yule
2780,jiuleis 1,got,M.,"Julmonat, Dezember","Yule-month, December"
2781,jōta 1,got,M.,"Jota, Pünktchen","iota, jot"
2782,jq 1,got,Abkürzung,66,66
2783,ju 37,got,Adv.,"schon, doch, nun, jetzt","just now, up to now, by now, by this time, already"
2784,Jūdaius,got,M.,,
2785,jūdaiwisks* 2,got,Adj.,jüdisch,jewish
2786,juggalauþs 4,got,M.,Jüngling,"youth, young man"
2787,juggs* 13,got,Adj.,"jung, jugendlich","young, youthful"
2788,jūhiza,got,"Adj., Adj.",,
2789,juk* 1,got,N.,"Gespann, Joch, Paar","yoke (N.), yoked pair, couple (N.), couplet, pair (N.)"
2790,*juka?,got,M.,,
2791,*jukō?,got,F.,,
2792,jukuzi* 2,got,F.,Joch,yoke (N.)
2793,junda* 3,got,F.,Jugend,youth
2794,junds,got,M.,,
2795,jūs 896892,got,Pron.,ihr (2. Pers. Pl.),you (2nd pers. pl.)
2796,jut* 8,got,Pron.,ihr beide,"you two, ye two, the both of you"
2797,"juþan 15, *juuþan",got,Adv.,schon,"already, by now, by that time, by then"
2798,*juuþan?,got,Adv.,,
2799,jūzei 7,got,Pron.,"ihr welche, die ihr","you who, ye who"
2800,k 4,got,Buchstabe,"k, Abkürzung für 20","k, abbreviation for 20"
2801,*-ka-,got,"Partikel, V.",,
2802,ka 1,got,Abkürzung,21,21
2803,kaì tà loipá 1,got,"Konj., Art., Sb.",und so weiter,"and the remains, and the rest, et cetera"
2804,kaisar* 12,got,M.,Kaiser,emperor
2805,kaisaragild* 1,got,N.,"„Kaisergeld“, Zensus, Steuer (F.), Kaisersteuer","Caesar-tribute, payment to the Caesar, tax (N.), census"
2806,*kalb?,got,N.,Kalb,calf
2807,kalbō* 1,got,F.,"junge Kuh, weibliches Kalb, Kalbe","heifer, young cow which has not yet calved, calf"
2808,*kaldiggs?,got,Sb.,"Quelle, Brunnen","source, spring (N.)"
2809,kalds* 2,got,Adj.,kalt,cold (Adj.)
2810,kalkinassus 4,got,M.,"Hurerei, Unzucht","illicit sexual intercourse, fornication, adultery"
2811,*kalkinōn?,got,V.,"Unzucht treiben, huren","fornicate, whore (V.)"
2812,kalkjō* 1,got,F.,Hure,"whore (F.), prostitute (F.), harlot"
2813,kann,got,V.,,
2814,*kanna?,got,F.,"Geschlecht?, Nachkommenschaft?","race (N.), generation"
2815,kannjan 9,got,V.,"kund tun, bekanntmachen, empfehlen, verkünden","make known, apprise of, inform of"
2816,kapillōn 1,got,V.,"das Haar abschneiden, scheren",cut the hair
2817,*kappōn?,got,V.,"hauen, schneiden","shell (V.), pod (V.)"
2818,kara 5,got,F.,Sorge,"care (N.), worry (N.), concern (N.)"
2819,*karja?,got,Adj.,besorgt,anxious
2820,karkara* 11,got,F.,"Kerker, Gefängnis","prison, jail"
2821,karōn* 1,got,V.,sich kümmern,"care about, worry about, be concerned about"
2822,*karpa?,got,M.,Karpfen,carp
2823,*kart-,got,Sb.,Wagen,"carriage, cart"
2824,kas 13,got,N.,Gefäß,"jar, vase, vessel"
2825,kasja 3,got,M.,Töpfer,"potter, one who makes earthenware utensils"
2826,"katils* 1, katilus",got,M.,Kessel,"kettle, copper pot"
2827,*kauns?,got,Sb.,,
2828,"*kaup, *kaupa?",got,Sb.,"Handel, Kauf","trade (N.), bargain (N.), buy (N.)"
2829,*kaupa,got,Sb.,,
2830,kaupatjan 4,got,V.,"ohrfeigen, Faustschlag geben","buffet (V.), pommel (V.), cuff (V.), strike with the fist"
2831,kaupōn* 1,got,V.,"Geschäfte machen, Handel treiben","transact business, trade (V.), bargain (V.)"
2832,kaúrban 1,got,N.,"Gabe, fromme Stiftung, Opfer","corban, material offering consecrated to God and given to the temple treasury"
2833,kaúrbaúnas* 1,got,M.,Tempelschatz,temple treasury
2834,kaúrei* 1,got,F.,"Schwere, Fülle, Last","weight (N.), weightiness, heaviness, load (N.)"
2835,*kaúreins,got,F.,"Schwere, Beschwerlichkeit",burden (N.)
2836,kaúriþa* 1,got,F.,"Last, Schwere","weight (N.), burden (N.)"
2837,kaúrjan* 11,got,V.,"drücken, belästigen, beschweren","weigh down, burden (V.), lie (V.) (2) heavy upon, oppress"
2838,kaúrn* 4,got,N.,"Korn, Getreide, Weizen","grain, wheat, granular fruit of the cereal grasses"
2839,kaúrnō 3,got,N.,Korn,"kernel, granule, grain seed"
2840,kaúrus* 1,got,Adj.,"schwer, lästig","heavy, burdensome, weighty, oppressive"
2841,kausjan 7,got,V.,"kosten (V.) (2), kennen lernen, prüfen","sample (V.), experience (V.), taste (V.), try out, test (V.), prove (V.)"
2842,kawtsjō* 4,got,F.,"Sicherheit, Bürgschaft, Verschreibung","contract for buying on credit, credit contract, security, bond (N.), warrenty"
2843,kb 1,got,Abkürzung,22,22
2844,kd 2,got,Abkürzung,24,24
2845,ke 2,got,Abkürzung,25,25
2846,keinan* 1,got,V.,keimen,"germinate, sprout (V.), bud (V.)"
