hun_lemma,hun_year,info,info_en,disambiguated,hun_suffix,en_human,hun_en,orig,hun_orig_en,orig_tag,hun_pos,wordipa
patália,1708,1708,1708,patália,,"['hoo-ha', 'hoopla']","hoo-ha, hoopla",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,pɒtaːliɒ
pötyög,1708,1708,1708,pötyög,,dropping,dropping,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,a,pøcøɡ
ráta,1708,1708,1708,ráta,,rate,rate,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,raːtɒ
riszál,1708,1708,1708,riszál,,wriggles,wriggles,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,risaːl
rökönyödik,1708,1708,1708,rökönyödik,,rökönyödik,rökönyödik,1. Származékszavak ,1. Derivatives,,v,røkøɲødik
százszorszép,1708,1708,1708,százszorszép,,"['daisy', 'moonflower']","daisy, moonflower",6. Jelentéstapadással létrejött szavak ,6. Words created with adhesion,,n,saːʒzorseːp
szemfog,1708,1708,1708,szemfog,,"['canine', 'canine tooth', 'eye-tooth', 'tush']","canine, canine_tooth, eye-tooth, tush",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,sɛmfoɡ
szirony,1708,1708,1708,szirony2,,szirony,szirony,"1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,n,siroɲ
tónus,1708,1708,1708,tónus,,"['tenor', 'tone']","tenor, tone",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,toːnuʃ
aktív,17081710,1708–1710,1708–1710,aktív,,"['acting', 'active', 'activated', 'zippy']","acting, active, activated, zippy",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,ɒktiːv
aktuális,17081710,1708–1710,1708–1710,aktuális,,['topical'],topical,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɒktuaːliʃ
algebra,17081710,1708–1710,1708–1710,algebra,,['algebra'],algebra,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɒlɡɛbrɒ
anarchia,17081710,1708–1710,1708–1710,anarchia,,['anarchy'],anarchy,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɒnɒrt͡shiɒ
remeg,17081710,1708–1710,1708–1710,remeg,,"['to flutter', 'to judder', 'to palpitate', 'to quake', 'to quitter', 'to quiver', 'to shake, shook, shaken', 'to shudder', 'to tremble', 'to waver']","flutter, judder, palpitate, quake, quitter, quiver, shake, shook, shaken, shudder, tremble, waver","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,rɛmɛɡ
hóka,1764,"1709 tn., 1764","1709 placename,  1764",hóka,,Hóka,Hóka,1. Származékszavak ,1. Derivatives,,n,hoːkɒ
lángos,1709,1709,1709,lángos,,['scone'],scone,9. Szófajváltással keletkezett szavak ,9. Words formed by word change,,n,laːnɡoʃ
kávéház,1709,1709,1709,kávéház,,"['cafe', 'café', 'coffee shop']","cafe, café, coffee_shop",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,kaːveːhaːz
macerál,1709,1709,1709,macerál,,['to needle'],needle,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,mɒt͡sɛraːl
makaróni,1709,1709,1709,makaróni,,"['macaroni', 'worms']","macaroni, worms",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,mɒkɒroːni
ómega,1709,1709,1709,ómega,,omega,omega,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,oːmɛɡɒ
pesztonka,1709,1709,1709,pesztonka,,nanny,nanny,b) Ukrán jövevényszavak ?,b) Ukrainian newcomer words?,,n,pɛstonkɒ
fanatikus,1710,1710 k.,ca. 1710 ,fanatikus,,"['fanatic', 'fanatical', 'rabid', 'zealous']","fanatic, fanatical, rabid, zealous",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,fɒnɒtikuʃ
diadal,1710,1710,1710,diadal,,"['triumph', 'victory']","triumph, victory",7. Szórövidüléssel létrejött szavak ,7. Words formed by word abbreviations,,n,diɒdɒl
ejha,1710,1710,1710,ejha,,Wow,Wow,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,ɛjhɒ
agresszor,1711,1711,1711,agresszor,,['aggressor'],aggressor,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɒɡrɛʃsor
galéria,1711,1711,1711,galéria,,"['gallery', 'loft']","gallery, loft",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,ɡɒleːriɒ
kaliber,1711,1711,1711,kaliber,,"['bore', 'caliber', 'calibre', 'gage', 'gauge', 'pass']","bore, caliber, calibre, gage, gauge, pass",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,kɒlibɛr
tarifa,1711,1711,1711,tarifa,,"['carriage', 'rate', 'tariff']","carriage, rate, tariff",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,tɒrifɒ
ukáz,1711,1711,1711,ukáz,,ukase,ukase,a) Orosz jövevényszavak ,a) Russian newcomer words,,n,ukaːz
tűnődik,1712,1712 e.,before 1712 ,tűnődik,,"['to brood', 'to moon', 'to moon about', 'to ruminate', 'to speculate']","brood, moon, moon_about, ruminate, speculate",1. Származékszavak ,1. Derivatives,,v,tyːnøːdik
halánték,1712,1712,1712,halánték,,"['temple', 'temporal']","temple, temporal",1. Származékszavak ,1. Derivatives,,a,hɒlaːnteːk
papa,1712,1712,1712,papa,,"['dad', 'daddy', 'papa', 'pater', 'pop']","dad, daddy, papa, pater, pop",F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,pɒpɒ
stúdium,1712,1712,1712,stúdium,,Stúdium,Stúdium,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ʃtuːdium
csip-csup,1713,1713,1713,csip-csup,,['petty'],petty,14. Ikerszavak ,14. Twin words,,n,t͡ʃip-t͡ʃup
gyatra,1713,1713,1713,gyatra,,"['lame', 'scummy']","lame, scummy",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,a,ɟɒtrɒ
kotkodácsol,1713,1713,1713,kotkodácsol,,['to cluck'],cluck,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,kotkodaːt͡ʃol
kukac,1713,1713,1713,kukac,,"['maggot', 'mite', 'weenie', 'worm']","maggot, mite, weenie, worm",b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,kukɒt͡s
kúp,1713,1713,1713,kúp,,"['cone', 'suppository']","cone, suppository",c) Szlovén jövevényszavak ?,c) Slovenian newcomer words?,,n,kuːp
púder,1713,1713,1713,púder,,"['face powder', 'facial powder', 'powder']","face_powder, facial_powder, powder",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,puːdɛr
ripsz-ropsz,1713,1713,1713,ripsz-ropsz,,reps-ropsz,reps-ropsz,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,rips-rops
sanda,1713,1713,1713,sanda,,"['cockeyed', 'squint']","cockeyed, squint",4. Játékos szóalkotással létrejött szavak ,4. Words formed by playful word formation,,a,ʃɒndɒ
tütü,1713,1713,1713,tütü,,"['booze', 'likker', 'tutu']","booze, likker, tutu","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,tyty
ovális,1714,1714,1714,ovális,,['oval'],oval,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ovaːliʃ
sut,1715,1715,1715,sut,,bake,bake,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,ʃut
zsandár,1715,1715,1715,zsandár,,gendarmes,gendarmes,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,ʒɒndaːr
menza,1716,1716,1716,menza,,canteen,canteen,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,mɛnzɒ
bóra,1717,1717 e.,before 1717 ,bóra,,bora,bora,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,boːrɒ
pala,1717,1717 e.,before 1717 ,pala,,['slate'],slate,1. Származékszavak ?,1. Derivatives?,,n,pɒlɒ
adjusztál,1717,1717,1717,adjusztál,,['to get up'],get_up,F) VITATOTT EREDETŰ SZAVAK ,F) WORDS OF DISPUTED ORIGIN,,n,ɒdjustaːl
etyepetye,1717,1717,1717,etyepetye,,['snog'],snog,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,ɛcɛpɛcɛ
evidens,1717,1717,1717,evidens,,"['axiomatic', 'axiomatical', 'evident']","axiomatic, axiomatical, evident",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,ɛvidɛnʃ
kritérium,1717,1717,1717,kritérium,,"['criterion, criteria']","criterion, criteria",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,kriteːrium
lucskos,1717,1717,1717,lucskos,,"['clam', 'draggled', 'sloppy', 'sodden']","clam, draggled, sloppy, sodden","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,a,lut͡ʃkoʃ
hérosz,1718,1718 e.,before 1718 ,hérosz,,Hérosz,Hérosz,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,heːros
kliens,1718,1718,1718,kliens,,['client'],client,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,kliɛnʃ
konstrukció,1718,1718,1718,konstrukció,,"['build-up', 'buildup', 'design']","build-up, buildup, design",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,konʃtrukt͡sioː
madám,1718,1718,1718,madám,,madam,madam,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,mɒdaːm
prostitúció,1718,1718,1718,prostitúció,,"['game', 'prostitution', 'social evil', 'the social evil']","game, prostitution, social_evil, the_social_evil",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,proʃtituːt͡sioː
bárányhimlő,1719,1719,1719,bárányhimlő,,['chicken-pox'],chicken-pox,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,baːraːɲhimløː
dirr-durr,1719,1719,1719,dirr-durr,,DIRR-pow,DIRR-pow,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,dirr-durr
gusztus,1719,1719,1719,gusztus,,"['gusto', 'relish']","gusto, relish",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ɡustuʃ
csuk,1720,1720 k.,ca. 1720 ,csuk,,['to close'],close,"1. Ősi, uráli kori szavak ?",1. Ancient Uralic words?,U?,n,t͡ʃuk
vagány,1888,"1720  tn.  (?),  1888","1720  placename  (?),   1888",vagány,,"['rough', 'tough', 'yob', 'yobbo']","rough, tough, yob, yobbo",1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,a,vɒɡaːɲ
emigráció,1720,1720,1720,emigráció,,emigration,emigration,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,ɛmiɡraːt͡sioː
fürkész,1720,1720,1720,fürkész,,"['have a nose round', 'to nose', 'to nose about', 'to rake', 'to scan', 'to scour about', 'to search', 'to snoop', 'to snoop around']","have_a_nose_round, nose, nose_about, rake, scan, scour_about, search, snoop, snoop_around",1. Származékszavak ,1. Derivatives,,n,fyrkeːs
kritikus,1720,1720,1720,kritikus,,"['censorious', 'critic', 'critical', 'crucial']","censorious, critic, critical, crucial",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,kritikuʃ
limonádé,1720,1720,1720,limonádé,,"['lemonade', 'rose-water']","lemonade, rose-water",E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,limonaːdeː
pernahajder,1720,1720,1720,pernahajder,,pernahajder,pernahajder,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,pɛrnɒhɒjdɛr
ribizli,1720,1720,1720,ribizli,,"['currant', 'red currant']","currant, red_currant",4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,ribizli
tipeg,1720,1720,1720,tipeg,,"['to paddle', 'to toddle']","paddle, toddle",10. Szóhasadással keletkezett szavak ,10. Words formed by cleavage,,v,tipɛɡ
periféria,1721,1721,1721,periféria,,['periphery'],periphery,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,pɛrifeːriɒ
cécó,1859,"1722  (?),  1859","1722  (?),   1859",cécó,,"['do', 'fireworks']","do, fireworks",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,t͡seːt͡soː
alarm,1722,1722,1722,alarm,,alarm,alarm,D) VÁNDORSZÓK ,D) WANDERING WORDS,,a,ɒlɒrm
cetli,1722,1722,1722,cetli,,['slip of paper'],slip_of_paper,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,t͡sɛtli
extra,1722,1722,1722,extra,,['fancy'],fancy,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,a,ɛkstrɒ
poszt,1722,1722,1722,poszt,,['quarters'],quarters,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,post
raport,1722,1722,1722,raport,,raport,raport,1. Olasz (többnyire északolasz) jövevényszavak ,1. Italian (mostly Northern Italian) newcomer words,,n,rɒport
szépszerével,1722,1722,1722,szépszerével,,beautiful times of,beautiful_times_of,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,v,seːpsɛreːvɛl
trucc,1722,1722,1722,trucc,,Trucco,Trucco,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,trut͡st͡s
zerge,1722,1722,1722,zerge,,"['chamois, chamois']","chamois, chamois",,,,n,zɛrɡɛ
álomszuszék,1723,1723,1723,álomszuszék,,"['lie-in-bed', 'sleepy-head']","lie-in-bed, sleepy-head",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,aːlomsuseːk
banya,1723,1723,1723,banya,,['crone'],crone,,,,n,bɒɲɒ
bunda,1723,1723,1723,bunda,,"['coat', 'cross', 'fur', 'fur coat', 'set-up']","coat, cross, fur, fur_coat, set-up",9. Szófajváltással keletkezett szavak ?,9. Words formed by word change?,,n,bundɒ
csacska,1723,1723,1723,csacska,,['peevish'],peevish,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,t͡ʃɒt͡ʃkɒ
formalitás,1723,1723,1723,formalitás,,formality,formality,E) NEMZETKÖZI SZAVAK ,E) INTERNATIONAL WORDS,,n,formɒlitaːʃ
idióta,1723,1723,1723,idióta,,"['idiot', 'moron']","idiot, moron",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,a,idioːtɒ
kategória,1723,1723,1723,kategória,,"['category', 'class', 'grade', 'head', 'predicament', 'rate', 'rating']","category, class, grade, head, predicament, rate, rating",1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,kɒtɛɡoːriɒ
recseg,1723,1723,1723,recseg,,"['to blast', 'to bray', 'to bray out a sound', 'to crackle', 'to creak', 'to crunch']","blast, bray, bray_out_a_sound, crackle, creak, crunch","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,rɛt͡ʃɛɡ
szemfüles,1723,1723,1723,szemfüles,,"['to be up to snuff', 'mercurial', 'vigilant', 'watchful']","be_up_snuff, mercurial, vigilant, watchful",1. Származékszavak ,1. Derivatives,,a,sɛmfylɛʃ
majomszeretet,1723,1723,1723,majomszeretet,,['dotage'],dotage,b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,mɒjomsɛrɛtɛt
léhűtő,1723,1723,1723,léhűtő,,['loafer'],loafer,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,v,leːhyːtøː
fehérnemű,1724,1724,1724,fehérnemű,,"['body linen', 'linen', 'underclothes', 'undergarments', 'underwear', 'white goods']","body_linen, linen, underclothes, undergarments, underwear, white_goods",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,n,fɛheːrnɛmyː
gyászruha,1724,1724,1724,gyászruha,,"['black', 'mourning']","black, mourning",b) Német mintára keletkezett összetett szavak ,b) Compound words formed in German,,n,ɟaːsruhɒ
kurrentál,1724,1724,1724,kurrentál,,kurrentál,kurrentál,3. Hazai latin jövevényszavak ,3. Domestic Latin newcomer words,,n,kurrɛntaːl
szanaszét,1724,1724,1724,szanaszét,,scattered about,scattered_about,13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,r,sɒnɒseːt
szigorú,1724,1724,1724,szigorú,,"['austere', 'censorious', 'dour', 'exacting', 'hard', 'hard and fast', 'harsh', 'inclement', 'iron-clad', 'religious', 'rigid', 'severe', 'sharp', 'smart', 'stern', 'strait', 'strict', 'stringent']","austere, censorious, dour, exacting, hard, hard_and_fast, harsh, inclement, iron-clad, religious, rigid, severe, sharp, smart, stern, strait, strict, stringent",1. Származékszavak ,1. Derivatives,,a,siɡoruː
tengeri,1724,1724,1724,tengeri,,"['marine', 'maritime', 'nautical', 'salt', 'salt water', 'turkey corn', 'turkey wheat', 'Turkish wheat', 'watery']","marine, maritime, nautical, salt, salt_water, turkey_corn, turkey_wheat, Turkish_wheat, watery",6. Jelentéstapadással létrejött szavak ,6. Words created with adhesion,,a,tɛnɡɛri
torzonborz,1724,1724,1724,torzonborz,,"['blowzy', 'hirsute']","blowzy, hirsute",14. Ikerszavak ,14. Twin words,,n,torzonborz
tökkelütött,1724,1724,1724,tökkelütött,,"['doltish', 'imbecile']","doltish, imbecile",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,v,tøkkɛlytøtt
akkumulál,1725,1725,1725,akkumulál,,accumulates,accumulates,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,v,ɒkkumulaːl
gagyog,1725,1725,1725,gagyog,,"['to babble', 'to chirp', 'to gurgle']","babble, chirp, gurgle","1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,ɡɒɟoɡ
gyáva,1725,1725,1725,gyáva,,"['candyassed', 'coward', 'cowardly', 'milquetoastish', 'timid', 'timorous', 'weak-hearted', 'yellow']","candyassed, coward, cowardly, milquetoastish, timid, timorous, weak-hearted, yellow",G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,a,ɟaːvɒ
rubel,1725,1725,1725,rubel,,"['rouble', 'ruble']","rouble, ruble",D) VÁNDORSZÓK ,D) WANDERING WORDS,,n,rubɛl
tunika,1725,1725,1725,tunika,,['tunic'],tunic,1. Latin jövevényszavak általában ,1. Latin newcomers in general,,n,tunikɒ
dödölle,17251764,1725–1764,1725–1764,dödölle,,dödölle,dödölle,G) ISMERETLEN EREDETŰ SZAVAK ,G) WORDS OF UNKNOWN ORIGIN,,n,dødøllɛ
flóta,17251764,1725–1764,1725–1764,flóta,,Flot,Flot,4. Bajor jövevényszavak ,4. Bavarian newcomer words,,n,floːtɒ
hókuszpókusz,17251764,1725–1764,1725–1764,hókuszpókusz,,"['hanky-panky', 'hocus pocus']","hanky-panky, hocus_pocus",1. Német jövevényszavak általában ,1. German newcomer words in general,,n,hoːkuspoːkus
hoppsza,17251764,1725–1764,1725–1764,hoppsza,,hoppsza,hoppsza,1. Német jövevényszavak általában ,1. German newcomer words in general,,n,hoppsɒ
hú,17251764,1725–1764,1725–1764,hú,,wow,wow,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,v,huː
huss,17251764,1725–1764,1725–1764,huss,,whoosh,whoosh,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,n,huʃʃ
juj,17251764,1725–1764,1725–1764,juj,,juj,juj,"1. Hangutánzó, hangfestő szavak ","1. Sound imitating, sound painting words",,r,juj
kupica,17251764,1725–1764,1725–1764,kupica,,"['shot glass', 'whisky tot']","shot_glass, whisky_tot",b) Horvát-szerb jövevényszavak ,b) Croatian-Serbian newcomer words,,n,kupit͡sɒ
tönkretesz,17251764,1725–1764,1725–1764,tönkretesz,,"['to batter', 'to blast', 'to bring to ruin', 'to bust', 'to crash', 'to craze', 'to cripple', 'to disorder', 'to do for', 'to do up', 'to mar', 'to perish', 'to ravage', 'to ruin', 'to spoil, spoilt', 'to undo, undid, undone', 'to unmake, unmade', 'to vandalize', 'to wreck']","batter, blast, bring_ruin, bust, crash, craze, cripple, disorder, do_for, do_up, mar, perish, ravage, ruin, spoil, spoilt, undo, undid, undone, unmake, unmade, vandalize, wreck",13. Szóösszetétellel keletkezett szavak ,13. Words formed by word composition,,v,tønkrɛtɛs
kóser,1727,1727,1727,kóser,,['kosher'],kosher,,,,a,koːʃɛr
csimbók,1728,1728,1728,csimbók,,Csimbók,Csimbók,1. Származékszavak ,1. Derivatives,,n,t͡ʃimboːk
egzecíroz,1728,1728,1728,egzecíroz,,egzecíroz,egzecíroz,1. Német jövevényszavak általában ,1. German newcomer words in general,,a,ɛɡzɛt͡siːroz
